Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,37836,33317,28836,31219.04
"Revenue 37836 33317 28836 31219.04  Other Revenue, Total - - - -","Revenue 37836 33317 28836 31219.04  Other Revenue, Total - - - -","Revenue 37836 33317 28836 31219.04  Other Revenue, Total - - - -","Revenue 37836 33317 28836 31219.04  Other Revenue, Total - - - -","Revenue 37836 33317 28836 31219.04  Other Revenue, Total - - - -"
Revenue,37836,33317,28836,31219.04
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",24844,21273,18477,19131.56
Gross Profit,12992,12044,10359,12087.48
Total Operating Expenses,30012,26205,22905,23336.76
"Selling/General/Admin. Expenses, Total 5165 4760 4486 4208.79  Research & Development - - - -  Depreciation / Amortization 1609 1617 1429 92.15  Interest Expense (Income) - Net Operating -75 -105 -128 -  Unusual Expense (Income) - -209 413 46.73  Other Operating Expenses, Total -1531 -1340 -1359 -142.47","Selling/General/Admin. Expenses, Total 5165 4760 4486 4208.79  Research & Development - - - -  Depreciation / Amortization 1609 1617 1429 92.15  Interest Expense (Income) - Net Operating -75 -105 -128 -  Unusual Expense (Income) - -209 413 46.73  Other Operating Expenses, Total -1531 -1340 -1359 -142.47","Selling/General/Admin. Expenses, Total 5165 4760 4486 4208.79  Research & Development - - - -  Depreciation / Amortization 1609 1617 1429 92.15  Interest Expense (Income) - Net Operating -75 -105 -128 -  Unusual Expense (Income) - -209 413 46.73  Other Operating Expenses, Total -1531 -1340 -1359 -142.47","Selling/General/Admin. Expenses, Total 5165 4760 4486 4208.79  Research & Development - - - -  Depreciation / Amortization 1609 1617 1429 92.15  Interest Expense (Income) - Net Operating -75 -105 -128 -  Unusual Expense (Income) - -209 413 46.73  Other Operating Expenses, Total -1531 -1340 -1359 -142.47","Selling/General/Admin. Expenses, Total 5165 4760 4486 4208.79  Research & Development - - - -  Depreciation / Amortization 1609 1617 1429 92.15  Interest Expense (Income) - Net Operating -75 -105 -128 -  Unusual Expense (Income) - -209 413 46.73  Other Operating Expenses, Total -1531 -1340 -1359 -142.47"
"Selling/General/Admin. Expenses, Total",5165,4760,4486,4208.79
Research & Development,-,-,-,-
Depreciation / Amortization,1609,1617,1429,92.15
Interest Expense (Income) - Net Operating,-75,-105,-128,-
Unusual Expense (Income),-,-209,413,46.73
"Other Operating Expenses, Total",-1531,-1340,-1359,-142.47
Operating Income,7824,7112,5931,7882.28
"Interest Income (Expense), Net Non-Operating",-,-88,-109,-106.97
Gain (Loss) on Sale of Assets,-14,-2,-41,-
"Other, Net",-163,-65,581,-0.5
Net Income Before Taxes,8001,7179,5391,7774.82
Provision for Income Taxes,2553,2233,1789,2405.79
Net Income After Taxes,5448,4946,3602,5369.02
Minority Interest,76,56,41,6.53
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5424,4934,3590,5375.55
Total Extraordinary Items,-,-,-,-
Net Income,5424,4934,3590,5375.55
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,5424,4934,3590,5375.55
Dilution Adjustment,-0.205,-0.557,-0.273,-
Diluted Net Income,5424.21,4934.56,3590.27,5375.55
Diluted Weighted Average Shares,46.21,46.22,46.22,46.07
Diluted EPS Excluding Extraordinary Items,117.38,106.77,77.67,116.69
DPS - Common Stock Primary Issue,52,51,39,51
Diluted Normalized EPS,105.88,99.03,79.15,117.4
