Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,9605,10643,10588.02,10813.2
"Revenue 9605 10643 10588.02 10813.2  Other Revenue, Total - - - -","Revenue 9605 10643 10588.02 10813.2  Other Revenue, Total - - - -","Revenue 9605 10643 10588.02 10813.2  Other Revenue, Total - - - -","Revenue 9605 10643 10588.02 10813.2  Other Revenue, Total - - - -","Revenue 9605 10643 10588.02 10813.2  Other Revenue, Total - - - -"
Revenue,9605,10643,10588.02,10813.2
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7138,8024,8106.54,8213.98
Gross Profit,2467,2619,2481.48,2599.22
Total Operating Expenses,9032,9879,10012.89,10017.6
"Selling/General/Admin. Expenses, Total 1894 1855 1727.83 1762.73  Research & Development - 48 32.06 20.8  Depreciation / Amortization 497 499 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - -7.18 146.46 20.09  Other Operating Expenses, Total -560 -544 - -","Selling/General/Admin. Expenses, Total 1894 1855 1727.83 1762.73  Research & Development - 48 32.06 20.8  Depreciation / Amortization 497 499 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - -7.18 146.46 20.09  Other Operating Expenses, Total -560 -544 - -","Selling/General/Admin. Expenses, Total 1894 1855 1727.83 1762.73  Research & Development - 48 32.06 20.8  Depreciation / Amortization 497 499 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - -7.18 146.46 20.09  Other Operating Expenses, Total -560 -544 - -","Selling/General/Admin. Expenses, Total 1894 1855 1727.83 1762.73  Research & Development - 48 32.06 20.8  Depreciation / Amortization 497 499 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - -7.18 146.46 20.09  Other Operating Expenses, Total -560 -544 - -","Selling/General/Admin. Expenses, Total 1894 1855 1727.83 1762.73  Research & Development - 48 32.06 20.8  Depreciation / Amortization 497 499 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - -7.18 146.46 20.09  Other Operating Expenses, Total -560 -544 - -"
"Selling/General/Admin. Expenses, Total",1894,1855,1727.83,1762.73
Research & Development,-,48,32.06,20.8
Depreciation / Amortization,497,499,-,-
Interest Expense (Income) - Net Operating,-3,-3,-,-
Unusual Expense (Income),-,-7.18,146.46,20.09
"Other Operating Expenses, Total",-560,-544,-,-
Operating Income,573,764,575.12,795.6
"Interest Income (Expense), Net Non-Operating",-,1.03,1.41,2.64
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",69,-14,12.25,6.05
Net Income Before Taxes,504,778,588.79,804.29
Provision for Income Taxes,168,257,195.07,275.31
Net Income After Taxes,336,521,393.72,528.98
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,336,521,393.72,528.98
Total Extraordinary Items,-,-,-,-
Net Income,336,521,393.72,528.98
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,336,521,393.72,528.98
Dilution Adjustment,-,-,-,-
Diluted Net Income,336,521,393.72,528.98
Diluted Weighted Average Shares,1.48,1.48,1.48,1.48
Diluted EPS Excluding Extraordinary Items,227.08,352.11,266.09,357.49
DPS - Common Stock Primary Issue,132,130,125,120
Diluted Normalized EPS,246.26,325.67,332.28,366.42
