Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,809542,708201,863903,884350
"Revenue 809542 708201 863903 884350  Other Revenue, Total - - - -","Revenue 809542 708201 863903 884350  Other Revenue, Total - - - -","Revenue 809542 708201 863903 884350  Other Revenue, Total - - - -","Revenue 809542 708201 863903 884350  Other Revenue, Total - - - -","Revenue 809542 708201 863903 884350  Other Revenue, Total - - - -"
Revenue,809542,708201,863903,884350
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",668324,532818,672631,689321
Gross Profit,141218,175383,191272,195029
Total Operating Expenses,805085,668144,802191,827449
"Selling/General/Admin. Expenses, Total 136715 128627 127608 133931  Research & Development - - - -  Depreciation / Amortization 64419 54 53 89  Interest Expense (Income) - Net Operating -2746 - - -  Unusual Expense (Income) - 6644 1898 4107  Other Operating Expenses, Total -61627 -59045 1 1","Selling/General/Admin. Expenses, Total 136715 128627 127608 133931  Research & Development - - - -  Depreciation / Amortization 64419 54 53 89  Interest Expense (Income) - Net Operating -2746 - - -  Unusual Expense (Income) - 6644 1898 4107  Other Operating Expenses, Total -61627 -59045 1 1","Selling/General/Admin. Expenses, Total 136715 128627 127608 133931  Research & Development - - - -  Depreciation / Amortization 64419 54 53 89  Interest Expense (Income) - Net Operating -2746 - - -  Unusual Expense (Income) - 6644 1898 4107  Other Operating Expenses, Total -61627 -59045 1 1","Selling/General/Admin. Expenses, Total 136715 128627 127608 133931  Research & Development - - - -  Depreciation / Amortization 64419 54 53 89  Interest Expense (Income) - Net Operating -2746 - - -  Unusual Expense (Income) - 6644 1898 4107  Other Operating Expenses, Total -61627 -59045 1 1","Selling/General/Admin. Expenses, Total 136715 128627 127608 133931  Research & Development - - - -  Depreciation / Amortization 64419 54 53 89  Interest Expense (Income) - Net Operating -2746 - - -  Unusual Expense (Income) - 6644 1898 4107  Other Operating Expenses, Total -61627 -59045 1 1"
"Selling/General/Admin. Expenses, Total",136715,128627,127608,133931
Research & Development,-,-,-,-
Depreciation / Amortization,64419,54,53,89
Interest Expense (Income) - Net Operating,-2746,-,-,-
Unusual Expense (Income),-,6644,1898,4107
"Other Operating Expenses, Total",-61627,-59045,1,1
Operating Income,4457,40057,61712,56901
"Interest Income (Expense), Net Non-Operating",-,2550,4803,1562
Gain (Loss) on Sale of Assets,-3343,-915,-2247,-4952
"Other, Net",24166,1128,837,-1734
Net Income Before Taxes,-16366,42820,65105,51777
Provision for Income Taxes,17872,11769,15455,10923
Net Income After Taxes,-34238,31051,49650,40854
Minority Interest,33899,-2079,-2848,-1703
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-33206,28972,46802,39151
Total Extraordinary Items,-,-,-,-
Net Income,-33206,28972,46802,39151
Total Adjustments to Net Income,-,-1,-2,-
Income Available to Common Excluding Extraordinary Items,-33206,28971,46800,39151
Dilution Adjustment,-,-,-,-
Diluted Net Income,-33206,28971,46800,39151
Diluted Weighted Average Shares,117.06,117.87,120.69,122.39
Diluted EPS Excluding Extraordinary Items,-283.68,245.79,387.79,319.89
DPS - Common Stock Primary Issue,-,70,60,60
Diluted Normalized EPS,14.24,292.76,414.42,379.02
