Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,942,1168,1089,1034
"Revenue 942 1168 1089 1034  Other Revenue, Total - - - -","Revenue 942 1168 1089 1034  Other Revenue, Total - - - -","Revenue 942 1168 1089 1034  Other Revenue, Total - - - -","Revenue 942 1168 1089 1034  Other Revenue, Total - - - -","Revenue 942 1168 1089 1034  Other Revenue, Total - - - -"
Revenue,942,1168,1089,1034
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",446,596,444,417
Gross Profit,496,572,645,617
Total Operating Expenses,1147,1396,1230,1457
"Selling/General/Admin. Expenses, Total 701 800 786 1040  Research & Development 52 127 102 120  Depreciation / Amortization 17 18 19 21  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 487.48 - -63.84  Other Operating Expenses, Total -69 -145 -121 -141","Selling/General/Admin. Expenses, Total 701 800 786 1040  Research & Development 52 127 102 120  Depreciation / Amortization 17 18 19 21  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 487.48 - -63.84  Other Operating Expenses, Total -69 -145 -121 -141","Selling/General/Admin. Expenses, Total 701 800 786 1040  Research & Development 52 127 102 120  Depreciation / Amortization 17 18 19 21  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 487.48 - -63.84  Other Operating Expenses, Total -69 -145 -121 -141","Selling/General/Admin. Expenses, Total 701 800 786 1040  Research & Development 52 127 102 120  Depreciation / Amortization 17 18 19 21  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 487.48 - -63.84  Other Operating Expenses, Total -69 -145 -121 -141","Selling/General/Admin. Expenses, Total 701 800 786 1040  Research & Development 52 127 102 120  Depreciation / Amortization 17 18 19 21  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 487.48 - -63.84  Other Operating Expenses, Total -69 -145 -121 -141"
"Selling/General/Admin. Expenses, Total",701,800,786,1040
Research & Development,52,127,102,120
Depreciation / Amortization,17,18,19,21
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,487.48,-,-63.84
"Other Operating Expenses, Total",-69,-145,-121,-141
Operating Income,-205,-228,-141,-423
"Interest Income (Expense), Net Non-Operating",-,12.34,-20.47,211.63
Gain (Loss) on Sale of Assets,-9,-90,-25,240
"Other, Net",620,168,55,-518
Net Income Before Taxes,-816,-306,-171,-145
Provision for Income Taxes,1,3,1,9
Net Income After Taxes,-817,-309,-172,-154
Minority Interest,-,9.38,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-817,-309,-172,-154
Total Extraordinary Items,-,-,-,-
Net Income,-817,-309,-172,-154
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-817,-309,-172,-154
Dilution Adjustment,-,-,-,-177.37
Diluted Net Income,-817,-309,-172,23.37
Diluted Weighted Average Shares,48.29,48.24,44.26,41.6
Diluted EPS Excluding Extraordinary Items,-16.92,-6.4,-3.89,-3.7
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-2.08,-2.79,-2.06,-6.72
