Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,18351,15693,12906,10593
"Revenue 18351 15693 12906 10593  Other Revenue, Total - - - -","Revenue 18351 15693 12906 10593  Other Revenue, Total - - - -","Revenue 18351 15693 12906 10593  Other Revenue, Total - - - -","Revenue 18351 15693 12906 10593  Other Revenue, Total - - - -","Revenue 18351 15693 12906 10593  Other Revenue, Total - - - -"
Revenue,18351,15693,12906,10593
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",9285,8453,8477,6332
Gross Profit,9066,7240,4429,4261
Total Operating Expenses,14852,13161,11869,9386
"Selling/General/Admin. Expenses, Total 4708 4126 3225 2920  Research & Development 859 582 135 133  Depreciation / Amortization 677 486 - -  Interest Expense (Income) - Net Operating -146 -103 - -  Unusual Expense (Income) - 4 31 -  Other Operating Expenses, Total -531 -383 1 1","Selling/General/Admin. Expenses, Total 4708 4126 3225 2920  Research & Development 859 582 135 133  Depreciation / Amortization 677 486 - -  Interest Expense (Income) - Net Operating -146 -103 - -  Unusual Expense (Income) - 4 31 -  Other Operating Expenses, Total -531 -383 1 1","Selling/General/Admin. Expenses, Total 4708 4126 3225 2920  Research & Development 859 582 135 133  Depreciation / Amortization 677 486 - -  Interest Expense (Income) - Net Operating -146 -103 - -  Unusual Expense (Income) - 4 31 -  Other Operating Expenses, Total -531 -383 1 1","Selling/General/Admin. Expenses, Total 4708 4126 3225 2920  Research & Development 859 582 135 133  Depreciation / Amortization 677 486 - -  Interest Expense (Income) - Net Operating -146 -103 - -  Unusual Expense (Income) - 4 31 -  Other Operating Expenses, Total -531 -383 1 1","Selling/General/Admin. Expenses, Total 4708 4126 3225 2920  Research & Development 859 582 135 133  Depreciation / Amortization 677 486 - -  Interest Expense (Income) - Net Operating -146 -103 - -  Unusual Expense (Income) - 4 31 -  Other Operating Expenses, Total -531 -383 1 1"
"Selling/General/Admin. Expenses, Total",4708,4126,3225,2920
Research & Development,859,582,135,133
Depreciation / Amortization,677,486,-,-
Interest Expense (Income) - Net Operating,-146,-103,-,-
Unusual Expense (Income),-,4,31,-
"Other Operating Expenses, Total",-531,-383,1,1
Operating Income,3499,2532,1037,1207
"Interest Income (Expense), Net Non-Operating",-,243,345,-120
Gain (Loss) on Sale of Assets,-36,146,366,-
"Other, Net",193,-200,-61,40
Net Income Before Taxes,3342,2586,1687,1127
Provision for Income Taxes,789,630,311,-109
Net Income After Taxes,2553,1956,1376,1236
Minority Interest,6,5,-2,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2542,1961,1374,1236
Total Extraordinary Items,-,-,-,-
Net Income,2542,1961,1374,1236
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,2542,1961,1373,1236
Dilution Adjustment,-0.475,-,-,-
Diluted Net Income,2542.47,1961,1373,1236
Diluted Weighted Average Shares,12.1,12.09,12.05,11.85
Diluted EPS Excluding Extraordinary Items,210.06,162.17,113.93,104.26
DPS - Common Stock Primary Issue,50,40,40,40
Diluted Normalized EPS,173.57,126.7,99.88,111.18
