Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2808824,2074428,1496906,1543525
"Revenue 2808824 2074428 1496906 1543525  Other Revenue, Total - - - -","Revenue 2808824 2074428 1496906 1543525  Other Revenue, Total - - - -","Revenue 2808824 2074428 1496906 1543525  Other Revenue, Total - - - -","Revenue 2808824 2074428 1496906 1543525  Other Revenue, Total - - - -","Revenue 2808824 2074428 1496906 1543525  Other Revenue, Total - - - -"
Revenue,2808824,2074428,1496906,1543525
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1594717,1206425,953203,987782
Gross Profit,1214107,868003,543703,555743
Total Operating Expenses,1810622,1401745,1109602,1137484
"Selling/General/Admin. Expenses, Total 215905 192306 148824 147531  Research & Development 67200 62455 - -  Depreciation / Amortization 213632 168788 2665 2171  Interest Expense (Income) - Net Operating -1490 - - -  Unusual Expense (Income) - 2814 4909 -  Other Operating Expenses, Total -279342 -228229 1 -","Selling/General/Admin. Expenses, Total 215905 192306 148824 147531  Research & Development 67200 62455 - -  Depreciation / Amortization 213632 168788 2665 2171  Interest Expense (Income) - Net Operating -1490 - - -  Unusual Expense (Income) - 2814 4909 -  Other Operating Expenses, Total -279342 -228229 1 -","Selling/General/Admin. Expenses, Total 215905 192306 148824 147531  Research & Development 67200 62455 - -  Depreciation / Amortization 213632 168788 2665 2171  Interest Expense (Income) - Net Operating -1490 - - -  Unusual Expense (Income) - 2814 4909 -  Other Operating Expenses, Total -279342 -228229 1 -","Selling/General/Admin. Expenses, Total 215905 192306 148824 147531  Research & Development 67200 62455 - -  Depreciation / Amortization 213632 168788 2665 2171  Interest Expense (Income) - Net Operating -1490 - - -  Unusual Expense (Income) - 2814 4909 -  Other Operating Expenses, Total -279342 -228229 1 -","Selling/General/Admin. Expenses, Total 215905 192306 148824 147531  Research & Development 67200 62455 - -  Depreciation / Amortization 213632 168788 2665 2171  Interest Expense (Income) - Net Operating -1490 - - -  Unusual Expense (Income) - 2814 4909 -  Other Operating Expenses, Total -279342 -228229 1 -"
"Selling/General/Admin. Expenses, Total",215905,192306,148824,147531
Research & Development,67200,62455,-,-
Depreciation / Amortization,213632,168788,2665,2171
Interest Expense (Income) - Net Operating,-1490,-,-,-
Unusual Expense (Income),-,2814,4909,-
"Other Operating Expenses, Total",-279342,-228229,1,-
Operating Income,998202,672683,387304,406041
"Interest Income (Expense), Net Non-Operating",-,21405,17069,23867
Gain (Loss) on Sale of Assets,-,-1111,-,-
"Other, Net",-22008,-22342,-2228,-3891
Net Income Before Taxes,1020210,696136,402145,426017
Provision for Income Taxes,256590,171105,102968,107726
Net Income After Taxes,763620,525031,299177,318291
Minority Interest,151999,99910,-5444,-4263
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,763620,500117,293733,314028
Total Extraordinary Items,-,-,-,-
Net Income,763620,500117,293733,314028
Total Adjustments to Net Income,-55382,-,-1,-1
Income Available to Common Excluding Extraordinary Items,708238,500117,293732,314027
Dilution Adjustment,55401,27,-11,-4
Diluted Net Income,708219,500090,293721,314023
Diluted Weighted Average Shares,2037.38,2078.94,2079.42,415.92
Diluted EPS Excluding Extraordinary Items,347.61,240.55,141.25,755.02
DPS - Common Stock Primary Issue,100,80,50,44
Diluted Normalized EPS,314.47,197.63,119.73,755.02
