Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,85335,78648,82169,78711
"Revenue 85335 78648 82169 78711  Other Revenue, Total - - - -","Revenue 85335 78648 82169 78711  Other Revenue, Total - - - -","Revenue 85335 78648 82169 78711  Other Revenue, Total - - - -","Revenue 85335 78648 82169 78711  Other Revenue, Total - - - -","Revenue 85335 78648 82169 78711  Other Revenue, Total - - - -"
Revenue,85335,78648,82169,78711
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",66577,61249,62969,60231
Gross Profit,18758,17399,19200,18480
Total Operating Expenses,83433,77811,81399,78251
"Selling/General/Admin. Expenses, Total 16856 16548 17596 17273  Research & Development - - 640 689  Depreciation / Amortization 1757 - - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 13 193 57  Other Operating Expenses, Total -1754 1 1 1","Selling/General/Admin. Expenses, Total 16856 16548 17596 17273  Research & Development - - 640 689  Depreciation / Amortization 1757 - - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 13 193 57  Other Operating Expenses, Total -1754 1 1 1","Selling/General/Admin. Expenses, Total 16856 16548 17596 17273  Research & Development - - 640 689  Depreciation / Amortization 1757 - - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 13 193 57  Other Operating Expenses, Total -1754 1 1 1","Selling/General/Admin. Expenses, Total 16856 16548 17596 17273  Research & Development - - 640 689  Depreciation / Amortization 1757 - - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 13 193 57  Other Operating Expenses, Total -1754 1 1 1","Selling/General/Admin. Expenses, Total 16856 16548 17596 17273  Research & Development - - 640 689  Depreciation / Amortization 1757 - - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 13 193 57  Other Operating Expenses, Total -1754 1 1 1"
"Selling/General/Admin. Expenses, Total",16856,16548,17596,17273
Research & Development,-,-,640,689
Depreciation / Amortization,1757,-,-,-
Interest Expense (Income) - Net Operating,-3,-,-,-
Unusual Expense (Income),-,13,193,57
"Other Operating Expenses, Total",-1754,1,1,1
Operating Income,1902,837,770,460
"Interest Income (Expense), Net Non-Operating",-,277,199,162
Gain (Loss) on Sale of Assets,14,4,4,3
"Other, Net",-234,82,80,90
Net Income Before Taxes,2122,1200,1053,715
Provision for Income Taxes,640,260,427,329
Net Income After Taxes,1482,940,626,386
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1482,940,626,386
Total Extraordinary Items,-,-,-,-
Net Income,1482,940,626,386
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,1482,939,626,385
Dilution Adjustment,-,-,-,-
Diluted Net Income,1482,939,626,385
Diluted Weighted Average Shares,29.17,29.12,29.17,29.24
Diluted EPS Excluding Extraordinary Items,50.81,32.25,21.46,13.17
DPS - Common Stock Primary Issue,28,28,28,28
Diluted Normalized EPS,48.88,32.49,25.31,14.16
