Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,238116,216236,196372,208876
"Revenue - 216236 196372 208876  Other Revenue, Total - - - -","Revenue - 216236 196372 208876  Other Revenue, Total - - - -","Revenue - 216236 196372 208876  Other Revenue, Total - - - -","Revenue - 216236 196372 208876  Other Revenue, Total - - - -","Revenue - 216236 196372 208876  Other Revenue, Total - - - -"
Revenue,-,216236,196372,208876
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,162856,150307,160719
Gross Profit,58009,53380,46065,48157
Total Operating Expenses,208162,189971,180765,188858
"Selling/General/Admin. Expenses, Total 28055 25223 25275 26479  Research & Development - 720 - -  Depreciation / Amortization 7454 6616 1173 1251  Interest Expense (Income) - Net Operating - -146 - -  Unusual Expense (Income) - 1244 4009 409  Other Operating Expenses, Total -7291 -5298 1 -","Selling/General/Admin. Expenses, Total 28055 25223 25275 26479  Research & Development - 720 - -  Depreciation / Amortization 7454 6616 1173 1251  Interest Expense (Income) - Net Operating - -146 - -  Unusual Expense (Income) - 1244 4009 409  Other Operating Expenses, Total -7291 -5298 1 -","Selling/General/Admin. Expenses, Total 28055 25223 25275 26479  Research & Development - 720 - -  Depreciation / Amortization 7454 6616 1173 1251  Interest Expense (Income) - Net Operating - -146 - -  Unusual Expense (Income) - 1244 4009 409  Other Operating Expenses, Total -7291 -5298 1 -","Selling/General/Admin. Expenses, Total 28055 25223 25275 26479  Research & Development - 720 - -  Depreciation / Amortization 7454 6616 1173 1251  Interest Expense (Income) - Net Operating - -146 - -  Unusual Expense (Income) - 1244 4009 409  Other Operating Expenses, Total -7291 -5298 1 -","Selling/General/Admin. Expenses, Total 28055 25223 25275 26479  Research & Development - 720 - -  Depreciation / Amortization 7454 6616 1173 1251  Interest Expense (Income) - Net Operating - -146 - -  Unusual Expense (Income) - 1244 4009 409  Other Operating Expenses, Total -7291 -5298 1 -"
"Selling/General/Admin. Expenses, Total",28055,25223,25275,26479
Research & Development,-,720,-,-
Depreciation / Amortization,7454,6616,1173,1251
Interest Expense (Income) - Net Operating,-,-146,-,-
Unusual Expense (Income),-,1244,4009,409
"Other Operating Expenses, Total",-7291,-5298,1,-
Operating Income,29954,26265,15607,20018
"Interest Income (Expense), Net Non-Operating",-,3363,608,453
Gain (Loss) on Sale of Assets,-1073,2783,262,-187
"Other, Net",206,-7196,1055,753
Net Income Before Taxes,30821,30678,17532,21037
Provision for Income Taxes,9281,8513,6745,6398
Net Income After Taxes,21540,22165,10787,14639
Minority Interest,-,1235,-71,36
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,22034,10716,14675
Total Extraordinary Items,-,-,-,-
Net Income,21398,22034,10716,14675
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,21398,22034,10715,14674
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,22034,10715,14674
Diluted Weighted Average Shares,-,66.33,66.33,66.33
Diluted EPS Excluding Extraordinary Items,-,332.17,161.53,221.21
DPS - Common Stock Primary Issue,92,86,78,76
Diluted Normalized EPS,-,275.51,196.29,227.46
