Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,425229,366185,344364,340460
"Revenue 425229 366185 344364 340460  Other Revenue, Total - - - -","Revenue 425229 366185 344364 340460  Other Revenue, Total - - - -","Revenue 425229 366185 344364 340460  Other Revenue, Total - - - -","Revenue 425229 366185 344364 340460  Other Revenue, Total - - - -","Revenue 425229 366185 344364 340460  Other Revenue, Total - - - -"
Revenue,425229,366185,344364,340460
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",286834,249628,229032,227885
Gross Profit,138395,116557,115332,112575
Total Operating Expenses,383809,330320,303673,307242
"Selling/General/Admin. Expenses, Total 88897 74057 68484 75559  Research & Development - 12762 11802 -  Depreciation / Amortization 13278 11794 11413 2594  Interest Expense (Income) - Net Operating -73 -64 -50 -  Unusual Expense (Income) - 181 193 1204  Other Operating Expenses, Total -5127 -17857 -17008 -","Selling/General/Admin. Expenses, Total 88897 74057 68484 75559  Research & Development - 12762 11802 -  Depreciation / Amortization 13278 11794 11413 2594  Interest Expense (Income) - Net Operating -73 -64 -50 -  Unusual Expense (Income) - 181 193 1204  Other Operating Expenses, Total -5127 -17857 -17008 -","Selling/General/Admin. Expenses, Total 88897 74057 68484 75559  Research & Development - 12762 11802 -  Depreciation / Amortization 13278 11794 11413 2594  Interest Expense (Income) - Net Operating -73 -64 -50 -  Unusual Expense (Income) - 181 193 1204  Other Operating Expenses, Total -5127 -17857 -17008 -","Selling/General/Admin. Expenses, Total 88897 74057 68484 75559  Research & Development - 12762 11802 -  Depreciation / Amortization 13278 11794 11413 2594  Interest Expense (Income) - Net Operating -73 -64 -50 -  Unusual Expense (Income) - 181 193 1204  Other Operating Expenses, Total -5127 -17857 -17008 -","Selling/General/Admin. Expenses, Total 88897 74057 68484 75559  Research & Development - 12762 11802 -  Depreciation / Amortization 13278 11794 11413 2594  Interest Expense (Income) - Net Operating -73 -64 -50 -  Unusual Expense (Income) - 181 193 1204  Other Operating Expenses, Total -5127 -17857 -17008 -"
"Selling/General/Admin. Expenses, Total",88897,74057,68484,75559
Research & Development,-,12762,11802,-
Depreciation / Amortization,13278,11794,11413,2594
Interest Expense (Income) - Net Operating,-73,-64,-50,-
Unusual Expense (Income),-,181,193,1204
"Other Operating Expenses, Total",-5127,-17857,-17008,-
Operating Income,41420,35865,40691,33218
"Interest Income (Expense), Net Non-Operating",-,2599,2608,929
Gain (Loss) on Sale of Assets,-225,-181,1252,-
"Other, Net",-2918,-3013,-4406,687
Net Income Before Taxes,44563,39059,43845,34834
Provision for Income Taxes,11569,10053,11602,9144
Net Income After Taxes,32994,29006,32243,25690
Minority Interest,43048,35736,28989,-4128
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,26096,23748,27581,21562
Total Extraordinary Items,-,-,-,-
Net Income,26096,23748,27581,21562
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,26096,23748,27581,21561
Dilution Adjustment,-,-,-,-
Diluted Net Income,26096,23748,27581,21561
Diluted Weighted Average Shares,49.17,151.46,154.2,154.2
Diluted EPS Excluding Extraordinary Items,530.74,156.79,178.87,139.83
DPS - Common Stock Primary Issue,-,46.67,38.33,32.67
Diluted Normalized EPS,429.02,127.21,142.41,119.3
