Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,2612,2236,1800.96,1563.78
"Revenue 2612 2236.27 1800.96 1563.78  Other Revenue, Total - - - -","Revenue 2612 2236.27 1800.96 1563.78  Other Revenue, Total - - - -","Revenue 2612 2236.27 1800.96 1563.78  Other Revenue, Total - - - -","Revenue 2612 2236.27 1800.96 1563.78  Other Revenue, Total - - - -","Revenue 2612 2236.27 1800.96 1563.78  Other Revenue, Total - - - -"
Revenue,2612,2236.27,1800.96,1563.78
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1341,1217.58,1028.09,951.7
Gross Profit,1271,1018.69,772.87,612.08
Total Operating Expenses,2245,1942.39,1717.06,1553.18
"Selling/General/Admin. Expenses, Total 902 722.66 670.58 583.63  Research & Development 2 2.15 4.49 9.06  Depreciation / Amortization 38 - - -  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 13.9 8.79  Other Operating Expenses, Total -34 - - -","Selling/General/Admin. Expenses, Total 902 722.66 670.58 583.63  Research & Development 2 2.15 4.49 9.06  Depreciation / Amortization 38 - - -  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 13.9 8.79  Other Operating Expenses, Total -34 - - -","Selling/General/Admin. Expenses, Total 902 722.66 670.58 583.63  Research & Development 2 2.15 4.49 9.06  Depreciation / Amortization 38 - - -  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 13.9 8.79  Other Operating Expenses, Total -34 - - -","Selling/General/Admin. Expenses, Total 902 722.66 670.58 583.63  Research & Development 2 2.15 4.49 9.06  Depreciation / Amortization 38 - - -  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 13.9 8.79  Other Operating Expenses, Total -34 - - -","Selling/General/Admin. Expenses, Total 902 722.66 670.58 583.63  Research & Development 2 2.15 4.49 9.06  Depreciation / Amortization 38 - - -  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 13.9 8.79  Other Operating Expenses, Total -34 - - -"
"Selling/General/Admin. Expenses, Total",902,722.66,670.58,583.63
Research & Development,2,2.15,4.49,9.06
Depreciation / Amortization,38,-,-,-
Interest Expense (Income) - Net Operating,-4,-,-,-
Unusual Expense (Income),-,-,13.9,8.79
"Other Operating Expenses, Total",-34,-,-,-
Operating Income,367,293.87,83.9,10.6
"Interest Income (Expense), Net Non-Operating",-,-3.83,-8.01,-3.42
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",6,-0.29,10.8,2.73
Net Income Before Taxes,361,289.76,86.7,9.91
Provision for Income Taxes,129,93.93,23.83,12.42
Net Income After Taxes,232,195.83,62.86,-2.51
Minority Interest,-,-,-,-1.76
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,232,195.83,62.86,-4.27
Total Extraordinary Items,-,-,-,-
Net Income,232,195.83,62.86,-4.27
Total Adjustments to Net Income,-,-0,-0,-
Income Available to Common Excluding Extraordinary Items,232,195.83,62.86,-4.27
Dilution Adjustment,-0.44,-,-,-
Diluted Net Income,232.44,195.83,62.86,-4.27
Diluted Weighted Average Shares,1.48,1.17,1.17,1.17
Diluted EPS Excluding Extraordinary Items,156.59,166.75,53.73,-3.65
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,154.1,166.75,62.34,1.23
