Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,16450,14645,15315.4,13576.02
"Revenue 16450 14645.4 15315.4 13576.02  Other Revenue, Total - - - -","Revenue 16450 14645.4 15315.4 13576.02  Other Revenue, Total - - - -","Revenue 16450 14645.4 15315.4 13576.02  Other Revenue, Total - - - -","Revenue 16450 14645.4 15315.4 13576.02  Other Revenue, Total - - - -","Revenue 16450 14645.4 15315.4 13576.02  Other Revenue, Total - - - -"
Revenue,16450,14645.4,15315.4,13576.02
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2305,2201.25,3455.6,1696.54
Gross Profit,14145,12444.15,11859.8,11879.48
Total Operating Expenses,13579,12143.8,13437.73,11592.49
"Selling/General/Admin. Expenses, Total 11274 9942.55 9607.66 9670.53  Research & Development - - - -  Depreciation / Amortization 161 - - -  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - - 374.48 225.42  Other Operating Expenses, Total -154 - - -","Selling/General/Admin. Expenses, Total 11274 9942.55 9607.66 9670.53  Research & Development - - - -  Depreciation / Amortization 161 - - -  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - - 374.48 225.42  Other Operating Expenses, Total -154 - - -","Selling/General/Admin. Expenses, Total 11274 9942.55 9607.66 9670.53  Research & Development - - - -  Depreciation / Amortization 161 - - -  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - - 374.48 225.42  Other Operating Expenses, Total -154 - - -","Selling/General/Admin. Expenses, Total 11274 9942.55 9607.66 9670.53  Research & Development - - - -  Depreciation / Amortization 161 - - -  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - - 374.48 225.42  Other Operating Expenses, Total -154 - - -","Selling/General/Admin. Expenses, Total 11274 9942.55 9607.66 9670.53  Research & Development - - - -  Depreciation / Amortization 161 - - -  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - - 374.48 225.42  Other Operating Expenses, Total -154 - - -"
"Selling/General/Admin. Expenses, Total",11274,9942.55,9607.66,9670.53
Research & Development,-,-,-,-
Depreciation / Amortization,161,-,-,-
Interest Expense (Income) - Net Operating,-7,-,-,-
Unusual Expense (Income),-,-,374.48,225.42
"Other Operating Expenses, Total",-154,-,-,-
Operating Income,2871,2501.6,1877.67,1983.53
"Interest Income (Expense), Net Non-Operating",-,91.68,43.89,-12.1
Gain (Loss) on Sale of Assets,43,-,27.35,-
"Other, Net",-91,-22.42,26.18,-3.71
Net Income Before Taxes,2919,2570.86,1975.08,1967.71
Provision for Income Taxes,797,814.97,565.64,731.93
Net Income After Taxes,2122,1755.9,1409.44,1235.78
Minority Interest,157,-39.84,-15.18,-2.74
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2114,1716.06,1394.27,1233.04
Total Extraordinary Items,-,-,-,-
Net Income,2114,1716.06,1394.27,1233.04
Total Adjustments to Net Income,-,-0,-0,-0
Income Available to Common Excluding Extraordinary Items,2114,1716.06,1394.27,1233.04
Dilution Adjustment,-,-,-,-
Diluted Net Income,2114,1716.06,1394.27,1233.04
Diluted Weighted Average Shares,19.03,19.01,19,19.01
Diluted EPS Excluding Extraordinary Items,111.07,90.27,73.38,64.85
DPS - Common Stock Primary Issue,56,46,37,46
Diluted Normalized EPS,94.02,90.28,86.42,75.96
