Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,30403,30091,30872.22,25091.86
"Revenue 30403 30091 30872.22 25091.86  Other Revenue, Total - - - -","Revenue 30403 30091 30872.22 25091.86  Other Revenue, Total - - - -","Revenue 30403 30091 30872.22 25091.86  Other Revenue, Total - - - -","Revenue 30403 30091 30872.22 25091.86  Other Revenue, Total - - - -","Revenue 30403 30091 30872.22 25091.86  Other Revenue, Total - - - -"
Revenue,30403,30091,30872.22,25091.86
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",24993,24770,24975.21,20795.28
Gross Profit,5410,5321,5897.01,4296.58
Total Operating Expenses,29711,29350,29567.73,24853.44
"Selling/General/Admin. Expenses, Total 4718 4580 4591.04 4064.38  Research & Development - 64 - -  Depreciation / Amortization 223 - - -  Interest Expense (Income) - Net Operating -17 -17 - -  Unusual Expense (Income) - 0.18 1.48 -6.22  Other Operating Expenses, Total -275 -246 - -","Selling/General/Admin. Expenses, Total 4718 4580 4591.04 4064.38  Research & Development - 64 - -  Depreciation / Amortization 223 - - -  Interest Expense (Income) - Net Operating -17 -17 - -  Unusual Expense (Income) - 0.18 1.48 -6.22  Other Operating Expenses, Total -275 -246 - -","Selling/General/Admin. Expenses, Total 4718 4580 4591.04 4064.38  Research & Development - 64 - -  Depreciation / Amortization 223 - - -  Interest Expense (Income) - Net Operating -17 -17 - -  Unusual Expense (Income) - 0.18 1.48 -6.22  Other Operating Expenses, Total -275 -246 - -","Selling/General/Admin. Expenses, Total 4718 4580 4591.04 4064.38  Research & Development - 64 - -  Depreciation / Amortization 223 - - -  Interest Expense (Income) - Net Operating -17 -17 - -  Unusual Expense (Income) - 0.18 1.48 -6.22  Other Operating Expenses, Total -275 -246 - -","Selling/General/Admin. Expenses, Total 4718 4580 4591.04 4064.38  Research & Development - 64 - -  Depreciation / Amortization 223 - - -  Interest Expense (Income) - Net Operating -17 -17 - -  Unusual Expense (Income) - 0.18 1.48 -6.22  Other Operating Expenses, Total -275 -246 - -"
"Selling/General/Admin. Expenses, Total",4718,4580,4591.04,4064.38
Research & Development,-,64,-,-
Depreciation / Amortization,223,-,-,-
Interest Expense (Income) - Net Operating,-17,-17,-,-
Unusual Expense (Income),-,0.18,1.48,-6.22
"Other Operating Expenses, Total",-275,-246,-,-
Operating Income,692,741,1304.49,238.41
"Interest Income (Expense), Net Non-Operating",-,99.3,-16.18,-6.64
Gain (Loss) on Sale of Assets,214,89,-2.17,-2.58
"Other, Net",-557,-291,79.91,73.31
Net Income Before Taxes,1035,943,1366.05,302.51
Provision for Income Taxes,270,293,-12.97,49.64
Net Income After Taxes,765,650,1379.02,252.88
Minority Interest,661,58,-8.43,1.63
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,747,642,1370.59,254.51
Total Extraordinary Items,-,-,-,-
Net Income,747,642,1370.59,254.51
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,747,642,1370.59,254.51
Dilution Adjustment,-,-,-,-
Diluted Net Income,747,642,1370.59,254.51
Diluted Weighted Average Shares,5.8,5.8,5.8,5.8
Diluted EPS Excluding Extraordinary Items,128.89,110.78,236.49,43.91
DPS - Common Stock Primary Issue,16,14,12,6
Diluted Normalized EPS,85.76,90.72,242.1,46.62
