Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2242824,1918174,1618064,1534800
"Revenue 2242824 1918174 1618064 1534800  Other Revenue, Total - - - -","Revenue 2242824 1918174 1618064 1534800  Other Revenue, Total - - - -","Revenue 2242824 1918174 1618064 1534800  Other Revenue, Total - - - -","Revenue 2242824 1918174 1618064 1534800  Other Revenue, Total - - - -","Revenue 2242824 1918174 1618064 1534800  Other Revenue, Total - - - -"
Revenue,2242824,1918174,1618064,1534800
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1829623,1514837,1251506,1202253
Gross Profit,413201,403337,366558,332547
Total Operating Expenses,2142743,1746687,1456328,1427886
"Selling/General/Admin. Expenses, Total 231783 153835 137542 142918  Research & Development 81337 78015 67280 78630  Depreciation / Amortization 119469 104924 414 -  Interest Expense (Income) - Net Operating -13146 -5228 -5617 -  Unusual Expense (Income) - -213 711 4085  Other Operating Expenses, Total -106948 -99696 5203 -","Selling/General/Admin. Expenses, Total 231783 153835 137542 142918  Research & Development 81337 78015 67280 78630  Depreciation / Amortization 119469 104924 414 -  Interest Expense (Income) - Net Operating -13146 -5228 -5617 -  Unusual Expense (Income) - -213 711 4085  Other Operating Expenses, Total -106948 -99696 5203 -","Selling/General/Admin. Expenses, Total 231783 153835 137542 142918  Research & Development 81337 78015 67280 78630  Depreciation / Amortization 119469 104924 414 -  Interest Expense (Income) - Net Operating -13146 -5228 -5617 -  Unusual Expense (Income) - -213 711 4085  Other Operating Expenses, Total -106948 -99696 5203 -","Selling/General/Admin. Expenses, Total 231783 153835 137542 142918  Research & Development 81337 78015 67280 78630  Depreciation / Amortization 119469 104924 414 -  Interest Expense (Income) - Net Operating -13146 -5228 -5617 -  Unusual Expense (Income) - -213 711 4085  Other Operating Expenses, Total -106948 -99696 5203 -","Selling/General/Admin. Expenses, Total 231783 153835 137542 142918  Research & Development 81337 78015 67280 78630  Depreciation / Amortization 119469 104924 414 -  Interest Expense (Income) - Net Operating -13146 -5228 -5617 -  Unusual Expense (Income) - -213 711 4085  Other Operating Expenses, Total -106948 -99696 5203 -"
"Selling/General/Admin. Expenses, Total",231783,153835,137542,142918
Research & Development,81337,78015,67280,78630
Depreciation / Amortization,119469,104924,414,-
Interest Expense (Income) - Net Operating,-13146,-5228,-5617,-
Unusual Expense (Income),-,-213,711,4085
"Other Operating Expenses, Total",-106948,-99696,5203,-
Operating Income,100081,171487,161736,106914
"Interest Income (Expense), Net Non-Operating",-,-555,-8330,-1461
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-20512,342,8758,-293
Net Income Before Taxes,120593,171145,152978,105160
Provision for Income Taxes,74889,34051,30133,29784
Net Income After Taxes,45704,137094,122845,75376
Minority Interest,19189,24457,17915,-1210
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,46986,137197,122205,74166
Total Extraordinary Items,-1983,-327,-228,-15707
Net Income,45003,136870,121977,58459
Total Adjustments to Net Income,1983,327,228,-
Income Available to Common Excluding Extraordinary Items,46986,137197,122205,74166
Dilution Adjustment,-1983,-327,-228,-
Diluted Net Income,46986,137197,122205,58459
Diluted Weighted Average Shares,575.55,584.16,585.73,585.73
Diluted EPS Excluding Extraordinary Items,81.64,234.86,208.64,126.62
DPS - Common Stock Primary Issue,70,65,60,57.5
Diluted Normalized EPS,133.18,183.06,163.98,131.62
