Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Revenue,31790,31252,31739,37151
"Revenue 31790 31252 31739 37151  Other Revenue, Total - - - -","Revenue 31790 31252 31739 37151  Other Revenue, Total - - - -","Revenue 31790 31252 31739 37151  Other Revenue, Total - - - -","Revenue 31790 31252 31739 37151  Other Revenue, Total - - - -","Revenue 31790 31252 31739 37151  Other Revenue, Total - - - -"
Revenue,31790,31252,31739,37151
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",8463,8193,7654,7518
Gross Profit,23327,23059,24085,29633
Total Operating Expenses,32088,30705,31754,34795
"Selling/General/Admin. Expenses, Total 23553 22357 22811 26605  Research & Development 89 - - 215  Depreciation / Amortization 377 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 154 1288 455  Other Operating Expenses, Total -394 1 1 2","Selling/General/Admin. Expenses, Total 23553 22357 22811 26605  Research & Development 89 - - 215  Depreciation / Amortization 377 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 154 1288 455  Other Operating Expenses, Total -394 1 1 2","Selling/General/Admin. Expenses, Total 23553 22357 22811 26605  Research & Development 89 - - 215  Depreciation / Amortization 377 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 154 1288 455  Other Operating Expenses, Total -394 1 1 2","Selling/General/Admin. Expenses, Total 23553 22357 22811 26605  Research & Development 89 - - 215  Depreciation / Amortization 377 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 154 1288 455  Other Operating Expenses, Total -394 1 1 2","Selling/General/Admin. Expenses, Total 23553 22357 22811 26605  Research & Development 89 - - 215  Depreciation / Amortization 377 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 154 1288 455  Other Operating Expenses, Total -394 1 1 2"
"Selling/General/Admin. Expenses, Total",23553,22357,22811,26605
Research & Development,89,-,-,215
Depreciation / Amortization,377,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,154,1288,455
"Other Operating Expenses, Total",-394,1,1,2
Operating Income,-298,547,-15,2356
"Interest Income (Expense), Net Non-Operating",-,953,-13,-34
Gain (Loss) on Sale of Assets,-6,-19,-,-
"Other, Net",443,30,28,32
Net Income Before Taxes,-735,1511,-,2354
Provision for Income Taxes,602,633,520,880
Net Income After Taxes,-1337,878,-520,1474
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-1337,878,-520,1474
Total Extraordinary Items,-,-,-,-
Net Income,-1337,878,-520,1474
Total Adjustments to Net Income,-,-1,1,-1
Income Available to Common Excluding Extraordinary Items,-1337,877,-519,1473
Dilution Adjustment,-,-,-,-
Diluted Net Income,-1337,877,-519,1473
Diluted Weighted Average Shares,18.65,19.48,19.55,19.56
Diluted EPS Excluding Extraordinary Items,-71.68,45.03,-26.55,75.32
DPS - Common Stock Primary Issue,16,16,16,16
Diluted Normalized EPS,-7.41,51.27,21.24,96.54
