Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,58347,46062,43767,47809
"Revenue 58347 46062 43767 47809  Other Revenue, Total - - - -","Revenue 58347 46062 43767 47809  Other Revenue, Total - - - -","Revenue 58347 46062 43767 47809  Other Revenue, Total - - - -","Revenue 58347 46062 43767 47809  Other Revenue, Total - - - -","Revenue 58347 46062 43767 47809  Other Revenue, Total - - - -"
Revenue,58347,46062,43767,47809
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",49079,37854,35021,37725
Gross Profit,9268,8208,8746,10084
Total Operating Expenses,56741,44008,41231,44951
"Selling/General/Admin. Expenses, Total 7543 5803 5877 6003  Research & Development - 128 124 134  Depreciation / Amortization 1843 1630 1664 319  Interest Expense (Income) - Net Operating -59 -57 -71 -  Unusual Expense (Income) - - 332 1079  Other Operating Expenses, Total -1665 -1350 -1384 -309","Selling/General/Admin. Expenses, Total 7543 5803 5877 6003  Research & Development - 128 124 134  Depreciation / Amortization 1843 1630 1664 319  Interest Expense (Income) - Net Operating -59 -57 -71 -  Unusual Expense (Income) - - 332 1079  Other Operating Expenses, Total -1665 -1350 -1384 -309","Selling/General/Admin. Expenses, Total 7543 5803 5877 6003  Research & Development - 128 124 134  Depreciation / Amortization 1843 1630 1664 319  Interest Expense (Income) - Net Operating -59 -57 -71 -  Unusual Expense (Income) - - 332 1079  Other Operating Expenses, Total -1665 -1350 -1384 -309","Selling/General/Admin. Expenses, Total 7543 5803 5877 6003  Research & Development - 128 124 134  Depreciation / Amortization 1843 1630 1664 319  Interest Expense (Income) - Net Operating -59 -57 -71 -  Unusual Expense (Income) - - 332 1079  Other Operating Expenses, Total -1665 -1350 -1384 -309","Selling/General/Admin. Expenses, Total 7543 5803 5877 6003  Research & Development - 128 124 134  Depreciation / Amortization 1843 1630 1664 319  Interest Expense (Income) - Net Operating -59 -57 -71 -  Unusual Expense (Income) - - 332 1079  Other Operating Expenses, Total -1665 -1350 -1384 -309"
"Selling/General/Admin. Expenses, Total",7543,5803,5877,6003
Research & Development,-,128,124,134
Depreciation / Amortization,1843,1630,1664,319
Interest Expense (Income) - Net Operating,-59,-57,-71,-
Unusual Expense (Income),-,-,332,1079
"Other Operating Expenses, Total",-1665,-1350,-1384,-309
Operating Income,1606,2054,2536,2858
"Interest Income (Expense), Net Non-Operating",-,250,219,308
Gain (Loss) on Sale of Assets,-,-20,-29,-
"Other, Net",-197,-340,136,2
Net Income Before Taxes,1803,2414,2429,3168
Provision for Income Taxes,741,699,1297,995
Net Income After Taxes,1062,1715,1132,2173
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1062,1715,1132,2173
Total Extraordinary Items,-,-,-,-
Net Income,1062,1715,1132,2173
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1062,1715,1132,2173
Dilution Adjustment,-,-,-,-
Diluted Net Income,1062,1715,1132,2173
Diluted Weighted Average Shares,-,22.09,22.08,22.08
Diluted EPS Excluding Extraordinary Items,43.24,77.63,51.26,98.42
DPS - Common Stock Primary Issue,63,67,66,66
Diluted Normalized EPS,45.88,68.86,79.36,131.94
