Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,24253,21226,24238.27,23811.48
"Revenue 24253 21226.8 24238.27 23811.48  Other Revenue, Total - - - -","Revenue 24253 21226.8 24238.27 23811.48  Other Revenue, Total - - - -","Revenue 24253 21226.8 24238.27 23811.48  Other Revenue, Total - - - -","Revenue 24253 21226.8 24238.27 23811.48  Other Revenue, Total - - - -","Revenue 24253 21226.8 24238.27 23811.48  Other Revenue, Total - - - -"
Revenue,24253,21226.8,24238.27,23811.48
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",13932,11976.98,16444.49,16822.36
Gross Profit,10321,9249.83,7793.78,6989.12
Total Operating Expenses,19931,17299.01,20983.32,21522.15
"Selling/General/Admin. Expenses, Total 5852 5134.72 4488.81 4540.05  Research & Development 147 84.85 78.03 69.11  Depreciation / Amortization 760 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 102.46 -28.01 90.63  Other Operating Expenses, Total -760 - - -","Selling/General/Admin. Expenses, Total 5852 5134.72 4488.81 4540.05  Research & Development 147 84.85 78.03 69.11  Depreciation / Amortization 760 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 102.46 -28.01 90.63  Other Operating Expenses, Total -760 - - -","Selling/General/Admin. Expenses, Total 5852 5134.72 4488.81 4540.05  Research & Development 147 84.85 78.03 69.11  Depreciation / Amortization 760 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 102.46 -28.01 90.63  Other Operating Expenses, Total -760 - - -","Selling/General/Admin. Expenses, Total 5852 5134.72 4488.81 4540.05  Research & Development 147 84.85 78.03 69.11  Depreciation / Amortization 760 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 102.46 -28.01 90.63  Other Operating Expenses, Total -760 - - -","Selling/General/Admin. Expenses, Total 5852 5134.72 4488.81 4540.05  Research & Development 147 84.85 78.03 69.11  Depreciation / Amortization 760 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 102.46 -28.01 90.63  Other Operating Expenses, Total -760 - - -"
"Selling/General/Admin. Expenses, Total",5852,5134.72,4488.81,4540.05
Research & Development,147,84.85,78.03,69.11
Depreciation / Amortization,760,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,102.46,-28.01,90.63
"Other Operating Expenses, Total",-760,-,-,-
Operating Income,4322,3927.8,3254.95,2289.33
"Interest Income (Expense), Net Non-Operating",-,132.08,-13.15,207.12
Gain (Loss) on Sale of Assets,-5,-,-,-
"Other, Net",-135,16.84,29.4,16.16
Net Income Before Taxes,4462,4076.72,3271.2,2512.62
Provision for Income Taxes,1383,1358.27,1176.12,835.06
Net Income After Taxes,3079,2718.46,2095.08,1677.56
Minority Interest,2199,-355.04,-277.6,-247.03
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2738,2363.42,1817.48,1430.52
Total Extraordinary Items,-,-,-,-
Net Income,2738,2363,1817.48,1430.52
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,2738,2363.42,1817.48,1430.52
Dilution Adjustment,-,-0.01,-0.54,-0.32
Diluted Net Income,2737.92,2363.01,1816.95,1430.2
Diluted Weighted Average Shares,12.71,13.08,26.22,26.35
Diluted EPS Excluding Extraordinary Items,108.18,90.35,69.3,108.55
DPS - Common Stock Primary Issue,25,20,15,10
Diluted Normalized EPS,97.36,85.87,66.84,131.45
