Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,17586,18074,15918,13099.45
"Revenue 17586 18074 15918 13099.45  Other Revenue, Total - - - -","Revenue 17586 18074 15918 13099.45  Other Revenue, Total - - - -","Revenue 17586 18074 15918 13099.45  Other Revenue, Total - - - -","Revenue 17586 18074 15918 13099.45  Other Revenue, Total - - - -","Revenue 17586 18074 15918 13099.45  Other Revenue, Total - - - -"
Revenue,17586,18074,15918,13099.45
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",12055,11923,11322,10369.74
Gross Profit,5531,6151,4596,2729.72
Total Operating Expenses,14259,14007,13156,12126.43
"Selling/General/Admin. Expenses, Total 2204 2030 1796 1714.58  Research & Development - 54 38 20.09  Depreciation / Amortization 1409 1359 1279 -  Interest Expense (Income) - Net Operating -5 -3 -5 -  Unusual Expense (Income) - 117.76 39.73 22.02  Other Operating Expenses, Total -1404 -1356 -1274 -","Selling/General/Admin. Expenses, Total 2204 2030 1796 1714.58  Research & Development - 54 38 20.09  Depreciation / Amortization 1409 1359 1279 -  Interest Expense (Income) - Net Operating -5 -3 -5 -  Unusual Expense (Income) - 117.76 39.73 22.02  Other Operating Expenses, Total -1404 -1356 -1274 -","Selling/General/Admin. Expenses, Total 2204 2030 1796 1714.58  Research & Development - 54 38 20.09  Depreciation / Amortization 1409 1359 1279 -  Interest Expense (Income) - Net Operating -5 -3 -5 -  Unusual Expense (Income) - 117.76 39.73 22.02  Other Operating Expenses, Total -1404 -1356 -1274 -","Selling/General/Admin. Expenses, Total 2204 2030 1796 1714.58  Research & Development - 54 38 20.09  Depreciation / Amortization 1409 1359 1279 -  Interest Expense (Income) - Net Operating -5 -3 -5 -  Unusual Expense (Income) - 117.76 39.73 22.02  Other Operating Expenses, Total -1404 -1356 -1274 -","Selling/General/Admin. Expenses, Total 2204 2030 1796 1714.58  Research & Development - 54 38 20.09  Depreciation / Amortization 1409 1359 1279 -  Interest Expense (Income) - Net Operating -5 -3 -5 -  Unusual Expense (Income) - 117.76 39.73 22.02  Other Operating Expenses, Total -1404 -1356 -1274 -"
"Selling/General/Admin. Expenses, Total",2204,2030,1796,1714.58
Research & Development,-,54,38,20.09
Depreciation / Amortization,1409,1359,1279,-
Interest Expense (Income) - Net Operating,-5,-3,-5,-
Unusual Expense (Income),-,117.76,39.73,22.02
"Other Operating Expenses, Total",-1404,-1356,-1274,-
Operating Income,3327,4067,2762,973.02
"Interest Income (Expense), Net Non-Operating",-,214.39,4.49,-31.5
Gain (Loss) on Sale of Assets,-66,-67,-27,-
"Other, Net",-139,-48,5,29.18
Net Income Before Taxes,3532,4182,2784,970.7
Provision for Income Taxes,1064,1264,778,279.42
Net Income After Taxes,2468,2918,2006,691.28
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2468,2918,2006,691.28
Total Extraordinary Items,-,-,-,-
Net Income,2468,2918,2006,691.28
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,2468,2918,2006,691.28
Dilution Adjustment,-,-,-,-
Diluted Net Income,2468,2918,2006,691.28
Diluted Weighted Average Shares,10.77,10.76,10.76,10.76
Diluted EPS Excluding Extraordinary Items,229.17,271.18,186.49,64.27
DPS - Common Stock Primary Issue,-,24,22,20
Diluted Normalized EPS,208.81,249.64,164.03,65.72
