Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,17089,8581,9697,18709.08
"Revenue 17089 8581 9697 18709.08  Other Revenue, Total - - - -","Revenue 17089 8581 9697 18709.08  Other Revenue, Total - - - -","Revenue 17089 8581 9697 18709.08  Other Revenue, Total - - - -","Revenue 17089 8581 9697 18709.08  Other Revenue, Total - - - -","Revenue 17089 8581 9697 18709.08  Other Revenue, Total - - - -"
Revenue,17089,8581,9697,18709.08
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",6113,3037,3364.36,5885.55
Gross Profit,10976,5544,6332.64,12823.53
Total Operating Expenses,16383,7660.64,12134.72,16922.63
"Selling/General/Admin. Expenses, Total 10270 8219 8527.72 10385.35  Research & Development - - - -  Depreciation / Amortization 321 325 - 402.06  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -3595.96 242.64 249.66  Other Operating Expenses, Total -321 -325 - -","Selling/General/Admin. Expenses, Total 10270 8219 8527.72 10385.35  Research & Development - - - -  Depreciation / Amortization 321 325 - 402.06  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -3595.96 242.64 249.66  Other Operating Expenses, Total -321 -325 - -","Selling/General/Admin. Expenses, Total 10270 8219 8527.72 10385.35  Research & Development - - - -  Depreciation / Amortization 321 325 - 402.06  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -3595.96 242.64 249.66  Other Operating Expenses, Total -321 -325 - -","Selling/General/Admin. Expenses, Total 10270 8219 8527.72 10385.35  Research & Development - - - -  Depreciation / Amortization 321 325 - 402.06  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -3595.96 242.64 249.66  Other Operating Expenses, Total -321 -325 - -","Selling/General/Admin. Expenses, Total 10270 8219 8527.72 10385.35  Research & Development - - - -  Depreciation / Amortization 321 325 - 402.06  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -3595.96 242.64 249.66  Other Operating Expenses, Total -321 -325 - -"
"Selling/General/Admin. Expenses, Total",10270,8219,8527.72,10385.35
Research & Development,-,-,-,-
Depreciation / Amortization,321,325,-,402.06
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-3595.96,242.64,249.66
"Other Operating Expenses, Total",-321,-325,-,-
Operating Income,706,920.86,-2437.72,1786.45
"Interest Income (Expense), Net Non-Operating",-,-0.43,-0.25,0.98
Gain (Loss) on Sale of Assets,2,-16,4.39,5.78
"Other, Net",-740,-5648,798.91,316.57
Net Income Before Taxes,1444,2990.42,-1634.66,2109.78
Provision for Income Taxes,483,1133.91,-365.19,852.81
Net Income After Taxes,961,1856.52,-1269.46,1256.98
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,961,1856,-1269.46,1256.98
Total Extraordinary Items,-,-,-,-
Net Income,961,1856,-1269.46,1256.98
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,961,1856,-1269.46,1256.97
Dilution Adjustment,-0.676,-0.481,-,-
Diluted Net Income,961.68,1856.48,-1269.46,1256.97
Diluted Weighted Average Shares,10.25,10.35,10.32,10.35
Diluted EPS Excluding Extraordinary Items,93.84,179.45,-122.99,121.49
DPS - Common Stock Primary Issue,24,12,-,24
Diluted Normalized EPS,111.85,186.13,-107.99,135.53
