Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2753,2491,2506.56,2482.78
"Revenue - 2491 2506.56 2482.78  Other Revenue, Total - - - -","Revenue - 2491 2506.56 2482.78  Other Revenue, Total - - - -","Revenue - 2491 2506.56 2482.78  Other Revenue, Total - - - -","Revenue - 2491 2506.56 2482.78  Other Revenue, Total - - - -","Revenue - 2491 2506.56 2482.78  Other Revenue, Total - - - -"
Revenue,-,2491,2506.56,2482.78
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1722,1605,1598.73,1693.18
Gross Profit,-,886,907.83,789.6
Total Operating Expenses,2674,2478,2456.12,2457.71
"Selling/General/Admin. Expenses, Total 957 799 758.05 674.86  Research & Development - 53 47.83 42.1  Depreciation / Amortization 283 319 48.21 48.14  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - - -6.05 0.24  Other Operating Expenses, Total -244 -297 9.34 -0.82","Selling/General/Admin. Expenses, Total 957 799 758.05 674.86  Research & Development - 53 47.83 42.1  Depreciation / Amortization 283 319 48.21 48.14  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - - -6.05 0.24  Other Operating Expenses, Total -244 -297 9.34 -0.82","Selling/General/Admin. Expenses, Total 957 799 758.05 674.86  Research & Development - 53 47.83 42.1  Depreciation / Amortization 283 319 48.21 48.14  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - - -6.05 0.24  Other Operating Expenses, Total -244 -297 9.34 -0.82","Selling/General/Admin. Expenses, Total 957 799 758.05 674.86  Research & Development - 53 47.83 42.1  Depreciation / Amortization 283 319 48.21 48.14  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - - -6.05 0.24  Other Operating Expenses, Total -244 -297 9.34 -0.82","Selling/General/Admin. Expenses, Total 957 799 758.05 674.86  Research & Development - 53 47.83 42.1  Depreciation / Amortization 283 319 48.21 48.14  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - - -6.05 0.24  Other Operating Expenses, Total -244 -297 9.34 -0.82"
"Selling/General/Admin. Expenses, Total",957,799,758.05,674.86
Research & Development,-,53,47.83,42.1
Depreciation / Amortization,283,319,48.21,48.14
Interest Expense (Income) - Net Operating,-1,-1,-,-
Unusual Expense (Income),-,-,-6.05,0.24
"Other Operating Expenses, Total",-244,-297,9.34,-0.82
Operating Income,-,13,50.44,25.07
"Interest Income (Expense), Net Non-Operating",-,3.49,2.6,4.02
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-3,494,-0,-
Net Income Before Taxes,82,-481,53.04,29.09
Provision for Income Taxes,20,3,9.56,4.89
Net Income After Taxes,62,-484,43.47,24.2
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,62,-484,43.47,24.2
Total Extraordinary Items,-,-,-,-
Net Income,62,-484,43.47,24.2
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,62,-484,43.47,24.2
Dilution Adjustment,-0.814,0.597,-,-
Diluted Net Income,62.81,-484.6,43.47,24.2
Diluted Weighted Average Shares,-,7.93,7.95,7.85
Diluted EPS Excluding Extraordinary Items,7.8,-61.13,5.47,3.08
DPS - Common Stock Primary Issue,2,2,2,2
Diluted Normalized EPS,6.45,1.66,4.84,3.11
