Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,105537,112913,107897,117294
"Revenue 105537 112913 107897 117294  Other Revenue, Total - - - -","Revenue 105537 112913 107897 117294  Other Revenue, Total - - - -","Revenue 105537 112913 107897 117294  Other Revenue, Total - - - -","Revenue 105537 112913 107897 117294  Other Revenue, Total - - - -","Revenue 105537 112913 107897 117294  Other Revenue, Total - - - -"
Revenue,105537,112913,107897,117294
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",70678,74151,72770,77989
Gross Profit,34859,38762,35127,39305
Total Operating Expenses,96699,100279,97212,102215
"Selling/General/Admin. Expenses, Total 26021 22677 20848 21234  Research & Development - 2484 2289 2107  Depreciation / Amortization 2449 2333 936 824  Interest Expense (Income) - Net Operating -12 -9 - -  Unusual Expense (Income) - -9 368 60  Other Operating Expenses, Total -1462 -1357 1 1","Selling/General/Admin. Expenses, Total 26021 22677 20848 21234  Research & Development - 2484 2289 2107  Depreciation / Amortization 2449 2333 936 824  Interest Expense (Income) - Net Operating -12 -9 - -  Unusual Expense (Income) - -9 368 60  Other Operating Expenses, Total -1462 -1357 1 1","Selling/General/Admin. Expenses, Total 26021 22677 20848 21234  Research & Development - 2484 2289 2107  Depreciation / Amortization 2449 2333 936 824  Interest Expense (Income) - Net Operating -12 -9 - -  Unusual Expense (Income) - -9 368 60  Other Operating Expenses, Total -1462 -1357 1 1","Selling/General/Admin. Expenses, Total 26021 22677 20848 21234  Research & Development - 2484 2289 2107  Depreciation / Amortization 2449 2333 936 824  Interest Expense (Income) - Net Operating -12 -9 - -  Unusual Expense (Income) - -9 368 60  Other Operating Expenses, Total -1462 -1357 1 1","Selling/General/Admin. Expenses, Total 26021 22677 20848 21234  Research & Development - 2484 2289 2107  Depreciation / Amortization 2449 2333 936 824  Interest Expense (Income) - Net Operating -12 -9 - -  Unusual Expense (Income) - -9 368 60  Other Operating Expenses, Total -1462 -1357 1 1"
"Selling/General/Admin. Expenses, Total",26021,22677,20848,21234
Research & Development,-,2484,2289,2107
Depreciation / Amortization,2449,2333,936,824
Interest Expense (Income) - Net Operating,-12,-9,-,-
Unusual Expense (Income),-,-9,368,60
"Other Operating Expenses, Total",-1462,-1357,1,1
Operating Income,8838,12634,10685,15079
"Interest Income (Expense), Net Non-Operating",-,378,311,212
Gain (Loss) on Sale of Assets,893,-9,-15,-100
"Other, Net",-2259,-511,130,96
Net Income Before Taxes,10204,13154,11111,15287
Provision for Income Taxes,3196,3887,3418,4668
Net Income After Taxes,7008,9267,7693,10619
Minority Interest,1693,1640,-71,-102
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7022,9351,7622,10517
Total Extraordinary Items,-,-,-,-
Net Income,7022,9351,7622,10517
Total Adjustments to Net Income,-,-,-2,-1
Income Available to Common Excluding Extraordinary Items,7022,9351,7620,10516
Dilution Adjustment,-,-,-,-
Diluted Net Income,7022,9351,7620,10516
Diluted Weighted Average Shares,60.32,60.3,60.3,60.3
Diluted EPS Excluding Extraordinary Items,116.41,155.07,126.37,174.4
DPS - Common Stock Primary Issue,40,36,33,33
Diluted Normalized EPS,97.41,137.72,130.95,176.42
