Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,4268,3172,2996.59,2944.8
"Revenue 4268 3172 2996.59 2944.8  Other Revenue, Total - - - -","Revenue 4268 3172 2996.59 2944.8  Other Revenue, Total - - - -","Revenue 4268 3172 2996.59 2944.8  Other Revenue, Total - - - -","Revenue 4268 3172 2996.59 2944.8  Other Revenue, Total - - - -","Revenue 4268 3172 2996.59 2944.8  Other Revenue, Total - - - -"
Revenue,4268,3172,2996.59,2944.8
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2158,1533,1275.63,1186.31
Gross Profit,2110,1639,1720.96,1758.49
Total Operating Expenses,4124,3169,2770.02,2515.95
"Selling/General/Admin. Expenses, Total 1867 1570 1462.2 1288.41  Research & Development - 4 21.31 28.56  Depreciation / Amortization 25 30 35.53 17.82  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 74.68 -24.65 -5.16  Other Operating Expenses, Total 74 32 - -","Selling/General/Admin. Expenses, Total 1867 1570 1462.2 1288.41  Research & Development - 4 21.31 28.56  Depreciation / Amortization 25 30 35.53 17.82  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 74.68 -24.65 -5.16  Other Operating Expenses, Total 74 32 - -","Selling/General/Admin. Expenses, Total 1867 1570 1462.2 1288.41  Research & Development - 4 21.31 28.56  Depreciation / Amortization 25 30 35.53 17.82  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 74.68 -24.65 -5.16  Other Operating Expenses, Total 74 32 - -","Selling/General/Admin. Expenses, Total 1867 1570 1462.2 1288.41  Research & Development - 4 21.31 28.56  Depreciation / Amortization 25 30 35.53 17.82  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 74.68 -24.65 -5.16  Other Operating Expenses, Total 74 32 - -","Selling/General/Admin. Expenses, Total 1867 1570 1462.2 1288.41  Research & Development - 4 21.31 28.56  Depreciation / Amortization 25 30 35.53 17.82  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 74.68 -24.65 -5.16  Other Operating Expenses, Total 74 32 - -"
"Selling/General/Admin. Expenses, Total",1867,1570,1462.2,1288.41
Research & Development,-,4,21.31,28.56
Depreciation / Amortization,25,30,35.53,17.82
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,74.68,-24.65,-5.16
"Other Operating Expenses, Total",74,32,-,-
Operating Income,144,3,226.57,428.85
"Interest Income (Expense), Net Non-Operating",-,-1.89,-,-
Gain (Loss) on Sale of Assets,5,-29,-,-
"Other, Net",-37,101,2.55,-12.24
Net Income Before Taxes,176,-69,229.12,416.61
Provision for Income Taxes,91,4,60.81,139.7
Net Income After Taxes,85,-73,168.31,276.92
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,85,-73,168.31,276.92
Total Extraordinary Items,-,-,-,-
Net Income,85,-73,168.31,276.92
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,85,-73,168.31,276.92
Dilution Adjustment,-0.729,-,-,-
Diluted Net Income,85.73,-73,168.31,276.92
Diluted Weighted Average Shares,4,3.78,4.04,3.66
Diluted EPS Excluding Extraordinary Items,21.44,-19.31,41.71,75.61
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,26.73,0.827,37.22,74.67
