Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,34869,29606,26927,25172
"Revenue 34869 29606 26927 25172  Other Revenue, Total - - - -","Revenue 34869 29606 26927 25172  Other Revenue, Total - - - -","Revenue 34869 29606 26927 25172  Other Revenue, Total - - - -","Revenue 34869 29606 26927 25172  Other Revenue, Total - - - -","Revenue 34869 29606 26927 25172  Other Revenue, Total - - - -"
Revenue,34869,29606,26927,25172
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",16965,16496,13949,11974
Gross Profit,17904,13110,12978,13198
Total Operating Expenses,31002,30304,26544,27378
"Selling/General/Admin. Expenses, Total 14037 6322 5949 6570  Research & Development - 7486 6646 8682  Depreciation / Amortization 1857 2314 2208 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 8 152  Other Operating Expenses, Total -1857 -2314 -2208 -","Selling/General/Admin. Expenses, Total 14037 6322 5949 6570  Research & Development - 7486 6646 8682  Depreciation / Amortization 1857 2314 2208 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 8 152  Other Operating Expenses, Total -1857 -2314 -2208 -","Selling/General/Admin. Expenses, Total 14037 6322 5949 6570  Research & Development - 7486 6646 8682  Depreciation / Amortization 1857 2314 2208 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 8 152  Other Operating Expenses, Total -1857 -2314 -2208 -","Selling/General/Admin. Expenses, Total 14037 6322 5949 6570  Research & Development - 7486 6646 8682  Depreciation / Amortization 1857 2314 2208 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 8 152  Other Operating Expenses, Total -1857 -2314 -2208 -","Selling/General/Admin. Expenses, Total 14037 6322 5949 6570  Research & Development - 7486 6646 8682  Depreciation / Amortization 1857 2314 2208 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 8 152  Other Operating Expenses, Total -1857 -2314 -2208 -"
"Selling/General/Admin. Expenses, Total",14037,6322,5949,6570
Research & Development,-,7486,6646,8682
Depreciation / Amortization,1857,2314,2208,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,8,152
"Other Operating Expenses, Total",-1857,-2314,-2208,-
Operating Income,3867,-698,383,-2206
"Interest Income (Expense), Net Non-Operating",-,199,24,61
Gain (Loss) on Sale of Assets,12,144,-14,1
"Other, Net",-223,-387,-66,-286
Net Income Before Taxes,4078,-455,463,-2430
Provision for Income Taxes,-1218,1328,341,2288
Net Income After Taxes,5296,-1783,122,-4718
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5296,-1783,122,-4718
Total Extraordinary Items,-,-,-,-
Net Income,5296,-1783,122,-4718
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,5296,-1783,122,-4719
Dilution Adjustment,-,-,-,-
Diluted Net Income,5296,-1783,122,-4719
Diluted Weighted Average Shares,22.26,22.4,22.4,22.4
Diluted EPS Excluding Extraordinary Items,-,-79.61,5.45,-210.71
DPS - Common Stock Primary Issue,-,50,50,50
Diluted Normalized EPS,114.17,-16.72,13.54,-206.33
