Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,272578,255046,231254,255748
"Revenue 272578 255046 231254 255748  Other Revenue, Total - - - -","Revenue 272578 255046 231254 255748  Other Revenue, Total - - - -","Revenue 272578 255046 231254 255748  Other Revenue, Total - - - -","Revenue 272578 255046 231254 255748  Other Revenue, Total - - - -","Revenue 272578 255046 231254 255748  Other Revenue, Total - - - -"
Revenue,272578,255046,231254,255748
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",209599,193923,173352,192641
Gross Profit,62979,61123,57902,63107
Total Operating Expenses,264038,245577,222869,243720
"Selling/General/Admin. Expenses, Total 47219 44126 42169 42805  Research & Development 4057 4289 4101 4462  Depreciation / Amortization 10382 11929 9918 3114  Interest Expense (Income) - Net Operating -823 -564 -484 -  Unusual Expense (Income) - 654 880 697  Other Operating Expenses, Total -6396 -8126 -6187 1","Selling/General/Admin. Expenses, Total 47219 44126 42169 42805  Research & Development 4057 4289 4101 4462  Depreciation / Amortization 10382 11929 9918 3114  Interest Expense (Income) - Net Operating -823 -564 -484 -  Unusual Expense (Income) - 654 880 697  Other Operating Expenses, Total -6396 -8126 -6187 1","Selling/General/Admin. Expenses, Total 47219 44126 42169 42805  Research & Development 4057 4289 4101 4462  Depreciation / Amortization 10382 11929 9918 3114  Interest Expense (Income) - Net Operating -823 -564 -484 -  Unusual Expense (Income) - 654 880 697  Other Operating Expenses, Total -6396 -8126 -6187 1","Selling/General/Admin. Expenses, Total 47219 44126 42169 42805  Research & Development 4057 4289 4101 4462  Depreciation / Amortization 10382 11929 9918 3114  Interest Expense (Income) - Net Operating -823 -564 -484 -  Unusual Expense (Income) - 654 880 697  Other Operating Expenses, Total -6396 -8126 -6187 1","Selling/General/Admin. Expenses, Total 47219 44126 42169 42805  Research & Development 4057 4289 4101 4462  Depreciation / Amortization 10382 11929 9918 3114  Interest Expense (Income) - Net Operating -823 -564 -484 -  Unusual Expense (Income) - 654 880 697  Other Operating Expenses, Total -6396 -8126 -6187 1"
"Selling/General/Admin. Expenses, Total",47219,44126,42169,42805
Research & Development,4057,4289,4101,4462
Depreciation / Amortization,10382,11929,9918,3114
Interest Expense (Income) - Net Operating,-823,-564,-484,-
Unusual Expense (Income),-,654,880,697
"Other Operating Expenses, Total",-6396,-8126,-6187,1
Operating Income,8540,9469,8385,12028
"Interest Income (Expense), Net Non-Operating",-,897,423,-600
Gain (Loss) on Sale of Assets,1874,513,3758,233
"Other, Net",-3730,-1027,-6675,-220
Net Income Before Taxes,10396,9983,11302,11441
Provision for Income Taxes,3136,3030,3747,3062
Net Income After Taxes,7260,6953,7555,8379
Minority Interest,2983,3455,3201,-170
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7128,6733,7303,8209
Total Extraordinary Items,-,-,-,-
Net Income,7128,6733,7303,8209
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,7128,6733,7303,8208
Dilution Adjustment,-,-,-,-
Diluted Net Income,7128,6733,7303,8208
Diluted Weighted Average Shares,45.37,45.37,45.37,45.37
Diluted EPS Excluding Extraordinary Items,157.11,148.41,160.97,180.91
DPS - Common Stock Primary Issue,50,50,48,50
Diluted Normalized EPS,114.9,132.51,107.92,200.85
