Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,768181,693682,615044,690016
"Revenue 768181 693682 615044 690016  Other Revenue, Total - - - -","Revenue 768181 693682 615044 690016  Other Revenue, Total - - - -","Revenue 768181 693682 615044 690016  Other Revenue, Total - - - -","Revenue 768181 693682 615044 690016  Other Revenue, Total - - - -","Revenue 768181 693682 615044 690016  Other Revenue, Total - - - -"
Revenue,768181,693682,615044,690016
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",652129,582602,518618,556218
Gross Profit,116052,111080,96426,133798
Total Operating Expenses,743684,672583,598912,670109
"Selling/General/Admin. Expenses, Total 89769 82224 76591 104389  Research & Development - - 4740 4503  Depreciation / Amortization 20422 1779 1836 2070  Interest Expense (Income) - Net Operating -1637 -1166 - -  Unusual Expense (Income) - 5977 1866 2927  Other Operating Expenses, Total -16999 -21550 1 2","Selling/General/Admin. Expenses, Total 89769 82224 76591 104389  Research & Development - - 4740 4503  Depreciation / Amortization 20422 1779 1836 2070  Interest Expense (Income) - Net Operating -1637 -1166 - -  Unusual Expense (Income) - 5977 1866 2927  Other Operating Expenses, Total -16999 -21550 1 2","Selling/General/Admin. Expenses, Total 89769 82224 76591 104389  Research & Development - - 4740 4503  Depreciation / Amortization 20422 1779 1836 2070  Interest Expense (Income) - Net Operating -1637 -1166 - -  Unusual Expense (Income) - 5977 1866 2927  Other Operating Expenses, Total -16999 -21550 1 2","Selling/General/Admin. Expenses, Total 89769 82224 76591 104389  Research & Development - - 4740 4503  Depreciation / Amortization 20422 1779 1836 2070  Interest Expense (Income) - Net Operating -1637 -1166 - -  Unusual Expense (Income) - 5977 1866 2927  Other Operating Expenses, Total -16999 -21550 1 2","Selling/General/Admin. Expenses, Total 89769 82224 76591 104389  Research & Development - - 4740 4503  Depreciation / Amortization 20422 1779 1836 2070  Interest Expense (Income) - Net Operating -1637 -1166 - -  Unusual Expense (Income) - 5977 1866 2927  Other Operating Expenses, Total -16999 -21550 1 2"
"Selling/General/Admin. Expenses, Total",89769,82224,76591,104389
Research & Development,-,-,4740,4503
Depreciation / Amortization,20422,1779,1836,2070
Interest Expense (Income) - Net Operating,-1637,-1166,-,-
Unusual Expense (Income),-,5977,1866,2927
"Other Operating Expenses, Total",-16999,-21550,1,2
Operating Income,24497,21099,16132,19907
"Interest Income (Expense), Net Non-Operating",-,3091,4733,2073
Gain (Loss) on Sale of Assets,3764,128,-215,-271
"Other, Net",-8560,2836,1831,953
Net Income Before Taxes,29293,27154,22481,22662
Provision for Income Taxes,7263,8807,7337,7374
Net Income After Taxes,22030,18347,15144,15288
Minority Interest,3792,-1072,-752,-518
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,21233,17275,14392,14770
Total Extraordinary Items,-,-,-,-
Net Income,21233,17275,14392,14770
Total Adjustments to Net Income,-,-,-1,-2
Income Available to Common Excluding Extraordinary Items,21233,17275,14391,14768
Dilution Adjustment,-,-,-,-
Diluted Net Income,21233,17275,14391,14768
Diluted Weighted Average Shares,311.24,311.21,311.14,311.14
Diluted EPS Excluding Extraordinary Items,68.22,55.51,46.25,47.46
DPS - Common Stock Primary Issue,18,14,9.5,8.5
Diluted Normalized EPS,53.21,68.86,51.5,55.24
