Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,487407,418338,816009,1119191
"Revenue 487407 418338 816009 1119191  Other Revenue, Total - - - -","Revenue 487407 418338 816009 1119191  Other Revenue, Total - - - -","Revenue 487407 418338 816009 1119191  Other Revenue, Total - - - -","Revenue 487407 418338 816009 1119191  Other Revenue, Total - - - -","Revenue 487407 418338 816009 1119191  Other Revenue, Total - - - -"
Revenue,487407,418338,816009,1119191
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",200857,174653,588443,796489
Gross Profit,286550,243685,227566,322702
Total Operating Expenses,457800,419120,858513,1132263
"Selling/General/Admin. Expenses, Total 233630 214731 224913 280002  Research & Development - - - -  Depreciation / Amortization 24989 23014 23629 27021  Interest Expense (Income) - Net Operating -776 - - -  Unusual Expense (Income) - 6722 21528 28751  Other Operating Expenses, Total -900 - - -","Selling/General/Admin. Expenses, Total 233630 214731 224913 280002  Research & Development - - - -  Depreciation / Amortization 24989 23014 23629 27021  Interest Expense (Income) - Net Operating -776 - - -  Unusual Expense (Income) - 6722 21528 28751  Other Operating Expenses, Total -900 - - -","Selling/General/Admin. Expenses, Total 233630 214731 224913 280002  Research & Development - - - -  Depreciation / Amortization 24989 23014 23629 27021  Interest Expense (Income) - Net Operating -776 - - -  Unusual Expense (Income) - 6722 21528 28751  Other Operating Expenses, Total -900 - - -","Selling/General/Admin. Expenses, Total 233630 214731 224913 280002  Research & Development - - - -  Depreciation / Amortization 24989 23014 23629 27021  Interest Expense (Income) - Net Operating -776 - - -  Unusual Expense (Income) - 6722 21528 28751  Other Operating Expenses, Total -900 - - -","Selling/General/Admin. Expenses, Total 233630 214731 224913 280002  Research & Development - - - -  Depreciation / Amortization 24989 23014 23629 27021  Interest Expense (Income) - Net Operating -776 - - -  Unusual Expense (Income) - 6722 21528 28751  Other Operating Expenses, Total -900 - - -"
"Selling/General/Admin. Expenses, Total",233630,214731,224913,280002
Research & Development,-,-,-,-
Depreciation / Amortization,24989,23014,23629,27021
Interest Expense (Income) - Net Operating,-776,-,-,-
Unusual Expense (Income),-,6722,21528,28751
"Other Operating Expenses, Total",-900,-,-,-
Operating Income,29607,-782,-42504,-13072
"Interest Income (Expense), Net Non-Operating",-,3569,2190,5256
Gain (Loss) on Sale of Assets,2592,6496,5946,2993
"Other, Net",-813,1834,3371,2520
Net Income Before Taxes,27828,11117,-30997,-2303
Provision for Income Taxes,-4542,-970,11083,10312
Net Income After Taxes,32370,12087,-42080,-12615
Minority Interest,5512,250,1001,1428
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,32377,12337,-41079,-11187
Total Extraordinary Items,-,-,-,-
Net Income,32377,12337,-41079,-11187
Total Adjustments to Net Income,-,1,1,-
Income Available to Common Excluding Extraordinary Items,32377,12338,-41078,-11187
Dilution Adjustment,0.626,-,-,-
Diluted Net Income,32376.37,12338,-41078,-11187
Diluted Weighted Average Shares,382.61,382.46,380.51,387.16
Diluted EPS Excluding Extraordinary Items,84.62,32.26,-107.96,-28.89
DPS - Common Stock Primary Issue,14,10,9,12
Diluted Normalized EPS,51.04,32.64,-81.32,14.37
