Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,27399,20629,15387.88,11608.04
"Revenue 27399 20629 15387.88 11608.04  Other Revenue, Total - - - -","Revenue 27399 20629 15387.88 11608.04  Other Revenue, Total - - - -","Revenue 27399 20629 15387.88 11608.04  Other Revenue, Total - - - -","Revenue 27399 20629 15387.88 11608.04  Other Revenue, Total - - - -","Revenue 27399 20629 15387.88 11608.04  Other Revenue, Total - - - -"
Revenue,27399,20629,15387.88,11608.04
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",8621,6598,5030.11,3945.85
Gross Profit,18778,14031,10357.78,7662.19
Total Operating Expenses,25758,19103,11523.72,10441.68
"Selling/General/Admin. Expenses, Total 17137 12452 6421.63 6457.02  Research & Development - - 37.41 30.7  Depreciation / Amortization 422 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 52 34.56 8.11  Other Operating Expenses, Total -422 1 - -","Selling/General/Admin. Expenses, Total 17137 12452 6421.63 6457.02  Research & Development - - 37.41 30.7  Depreciation / Amortization 422 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 52 34.56 8.11  Other Operating Expenses, Total -422 1 - -","Selling/General/Admin. Expenses, Total 17137 12452 6421.63 6457.02  Research & Development - - 37.41 30.7  Depreciation / Amortization 422 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 52 34.56 8.11  Other Operating Expenses, Total -422 1 - -","Selling/General/Admin. Expenses, Total 17137 12452 6421.63 6457.02  Research & Development - - 37.41 30.7  Depreciation / Amortization 422 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 52 34.56 8.11  Other Operating Expenses, Total -422 1 - -","Selling/General/Admin. Expenses, Total 17137 12452 6421.63 6457.02  Research & Development - - 37.41 30.7  Depreciation / Amortization 422 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 52 34.56 8.11  Other Operating Expenses, Total -422 1 - -"
"Selling/General/Admin. Expenses, Total",17137,12452,6421.63,6457.02
Research & Development,-,-,37.41,30.7
Depreciation / Amortization,422,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,52,34.56,8.11
"Other Operating Expenses, Total",-422,1,-,-
Operating Income,1641,1526,3864.17,1166.36
"Interest Income (Expense), Net Non-Operating",-,1,207.88,-0.27
Gain (Loss) on Sale of Assets,158,-,-,-
"Other, Net",-357,16,15.01,3.25
Net Income Before Taxes,1840,1543,4087.06,1169.34
Provision for Income Taxes,566,465,1150.5,369.8
Net Income After Taxes,1274,1078,2936.55,799.54
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1274,1078,2936.55,799.54
Total Extraordinary Items,-,-,-,-
Net Income,1274,1078,2936.55,799.54
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1274,1078,2936.55,799.54
Dilution Adjustment,-,-,-,-
Diluted Net Income,1274,1078,2936.55,799.54
Diluted Weighted Average Shares,181.21,181.21,181.21,181.21
Diluted EPS Excluding Extraordinary Items,7.03,5.95,16.2,4.41
DPS - Common Stock Primary Issue,1.95,1.9,1.75,1.6
Diluted Normalized EPS,5.78,7.05,17.25,5.35
