Period Ending:,202230/11,202130/11,202030/11,201930/11
Total Revenue,32236,35027,28681.19,28638.57
"Revenue 32236 35027 28681.19 28638.57  Other Revenue, Total - - - -","Revenue 32236 35027 28681.19 28638.57  Other Revenue, Total - - - -","Revenue 32236 35027 28681.19 28638.57  Other Revenue, Total - - - -","Revenue 32236 35027 28681.19 28638.57  Other Revenue, Total - - - -","Revenue 32236 35027 28681.19 28638.57  Other Revenue, Total - - - -"
Revenue,32236,35027,28681.19,28638.57
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",21948,24778,20271.22,21060.46
Gross Profit,10288,10249,8409.97,7578.11
Total Operating Expenses,26302,29174,24362.27,24860.28
"Selling/General/Admin. Expenses, Total 3102 3091 2757.51 2784.06  Research & Development - 1289 1210.11 1064.56  Depreciation / Amortization 2284 2435 - 66.33  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 9.99 123.43 -115.12  Other Operating Expenses, Total -2260 -2413 - -","Selling/General/Admin. Expenses, Total 3102 3091 2757.51 2784.06  Research & Development - 1289 1210.11 1064.56  Depreciation / Amortization 2284 2435 - 66.33  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 9.99 123.43 -115.12  Other Operating Expenses, Total -2260 -2413 - -","Selling/General/Admin. Expenses, Total 3102 3091 2757.51 2784.06  Research & Development - 1289 1210.11 1064.56  Depreciation / Amortization 2284 2435 - 66.33  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 9.99 123.43 -115.12  Other Operating Expenses, Total -2260 -2413 - -","Selling/General/Admin. Expenses, Total 3102 3091 2757.51 2784.06  Research & Development - 1289 1210.11 1064.56  Depreciation / Amortization 2284 2435 - 66.33  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 9.99 123.43 -115.12  Other Operating Expenses, Total -2260 -2413 - -","Selling/General/Admin. Expenses, Total 3102 3091 2757.51 2784.06  Research & Development - 1289 1210.11 1064.56  Depreciation / Amortization 2284 2435 - 66.33  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 9.99 123.43 -115.12  Other Operating Expenses, Total -2260 -2413 - -"
"Selling/General/Admin. Expenses, Total",3102,3091,2757.51,2784.06
Research & Development,-,1289,1210.11,1064.56
Depreciation / Amortization,2284,2435,-,66.33
Interest Expense (Income) - Net Operating,-5,-6,-,-
Unusual Expense (Income),-,9.99,123.43,-115.12
"Other Operating Expenses, Total",-2260,-2413,-,-
Operating Income,5934,5853,4318.92,3778.29
"Interest Income (Expense), Net Non-Operating",-,1015.21,217.29,341.48
Gain (Loss) on Sale of Assets,461,932,-,12.1
"Other, Net",-1335,-2254,53.98,49.28
Net Income Before Taxes,6808,7175,4590.19,4181.15
Provision for Income Taxes,1984,2061,1216.46,1092.77
Net Income After Taxes,4824,5114,3373.73,3088.39
Minority Interest,568,479,-60.18,-53.15
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4725,4998,3313.55,3035.23
Total Extraordinary Items,-,-,-,-
Net Income,4725,4998,3313.55,3035.23
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,4725,4998,3313.55,3035.23
Dilution Adjustment,-,-,-,-
Diluted Net Income,4725,4998,3313.55,3035.23
Diluted Weighted Average Shares,21.79,22.15,22.15,22.15
Diluted EPS Excluding Extraordinary Items,216.83,225.61,149.59,137.05
DPS - Common Stock Primary Issue,54,50,46,40
Diluted Normalized EPS,177.99,171.12,153.69,135.8
