Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,87457,57020,51595,54819
"Revenue 87457 57020 51595 54819  Other Revenue, Total - - - -","Revenue 87457 57020 51595 54819  Other Revenue, Total - - - -","Revenue 87457 57020 51595 54819  Other Revenue, Total - - - -","Revenue 87457 57020 51595 54819  Other Revenue, Total - - - -","Revenue 87457 57020 51595 54819  Other Revenue, Total - - - -"
Revenue,87457,57020,51595,54819
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",46490,30327,28655,31358
Gross Profit,40967,26693,22940,23461
Total Operating Expenses,58786,39116,36138,38756
"Selling/General/Admin. Expenses, Total 12296 8585 7436 7367  Research & Development - - - -  Depreciation / Amortization 603 - - -  Interest Expense (Income) - Net Operating -18 - - -  Unusual Expense (Income) - 203 46 31  Other Operating Expenses, Total -585 1 1 -","Selling/General/Admin. Expenses, Total 12296 8585 7436 7367  Research & Development - - - -  Depreciation / Amortization 603 - - -  Interest Expense (Income) - Net Operating -18 - - -  Unusual Expense (Income) - 203 46 31  Other Operating Expenses, Total -585 1 1 -","Selling/General/Admin. Expenses, Total 12296 8585 7436 7367  Research & Development - - - -  Depreciation / Amortization 603 - - -  Interest Expense (Income) - Net Operating -18 - - -  Unusual Expense (Income) - 203 46 31  Other Operating Expenses, Total -585 1 1 -","Selling/General/Admin. Expenses, Total 12296 8585 7436 7367  Research & Development - - - -  Depreciation / Amortization 603 - - -  Interest Expense (Income) - Net Operating -18 - - -  Unusual Expense (Income) - 203 46 31  Other Operating Expenses, Total -585 1 1 -","Selling/General/Admin. Expenses, Total 12296 8585 7436 7367  Research & Development - - - -  Depreciation / Amortization 603 - - -  Interest Expense (Income) - Net Operating -18 - - -  Unusual Expense (Income) - 203 46 31  Other Operating Expenses, Total -585 1 1 -"
"Selling/General/Admin. Expenses, Total",12296,8585,7436,7367
Research & Development,-,-,-,-
Depreciation / Amortization,603,-,-,-
Interest Expense (Income) - Net Operating,-18,-,-,-
Unusual Expense (Income),-,203,46,31
"Other Operating Expenses, Total",-585,1,1,-
Operating Income,-,17904,15457,16063
"Interest Income (Expense), Net Non-Operating",-,610,376,251
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-1120,105,161,112
Net Income Before Taxes,29791,18619,15994,16426
Provision for Income Taxes,8891,5799,4926,4988
Net Income After Taxes,20900,12820,11068,11438
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,20900,12820,11068,11438
Total Extraordinary Items,-,-,-,-
Net Income,20900,12820,11068,11438
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,20900,12820,11067,11437
Dilution Adjustment,-,-,-,-
Diluted Net Income,20900,12820,11067,11437
Diluted Weighted Average Shares,40.89,40.9,40.9,40.9
Diluted EPS Excluding Extraordinary Items,-,313.46,270.6,279.6
DPS - Common Stock Primary Issue,155,94,70,70
Diluted Normalized EPS,455.34,316.88,271.38,280.13
