Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,10531,11879,11014.04,8943.03
"Revenue 10531 11879.94 11014.04 8943.03  Other Revenue, Total - - - -","Revenue 10531 11879.94 11014.04 8943.03  Other Revenue, Total - - - -","Revenue 10531 11879.94 11014.04 8943.03  Other Revenue, Total - - - -","Revenue 10531 11879.94 11014.04 8943.03  Other Revenue, Total - - - -","Revenue 10531 11879.94 11014.04 8943.03  Other Revenue, Total - - - -"
Revenue,10531,11879.94,11014.04,8943.03
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",4454,5147.31,4532.5,3691.74
Gross Profit,6077,6732.63,6481.53,5251.29
Total Operating Expenses,9798,10991.23,10100.08,8285.77
"Selling/General/Admin. Expenses, Total 5344 5813.48 5521.27 4440.39  Research & Development 29 30.45 33.01 27.03  Depreciation / Amortization 346 - - -  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 13.29 126.6  Other Operating Expenses, Total -371 - - -","Selling/General/Admin. Expenses, Total 5344 5813.48 5521.27 4440.39  Research & Development 29 30.45 33.01 27.03  Depreciation / Amortization 346 - - -  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 13.29 126.6  Other Operating Expenses, Total -371 - - -","Selling/General/Admin. Expenses, Total 5344 5813.48 5521.27 4440.39  Research & Development 29 30.45 33.01 27.03  Depreciation / Amortization 346 - - -  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 13.29 126.6  Other Operating Expenses, Total -371 - - -","Selling/General/Admin. Expenses, Total 5344 5813.48 5521.27 4440.39  Research & Development 29 30.45 33.01 27.03  Depreciation / Amortization 346 - - -  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 13.29 126.6  Other Operating Expenses, Total -371 - - -","Selling/General/Admin. Expenses, Total 5344 5813.48 5521.27 4440.39  Research & Development 29 30.45 33.01 27.03  Depreciation / Amortization 346 - - -  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 13.29 126.6  Other Operating Expenses, Total -371 - - -"
"Selling/General/Admin. Expenses, Total",5344,5813.48,5521.27,4440.39
Research & Development,29,30.45,33.01,27.03
Depreciation / Amortization,346,-,-,-
Interest Expense (Income) - Net Operating,-4,-,-,-
Unusual Expense (Income),-,-,13.29,126.6
"Other Operating Expenses, Total",-371,-,-,-
Operating Income,733,888.71,913.96,657.26
"Interest Income (Expense), Net Non-Operating",-,53.18,308.89,66.27
Gain (Loss) on Sale of Assets,-5,96.96,-,-
"Other, Net",-33,26.39,11.43,-2.7
Net Income Before Taxes,771,1065.25,1234.27,720.84
Provision for Income Taxes,284,349.83,404.36,238.79
Net Income After Taxes,487,715.41,829.92,482.05
Minority Interest,-,-,-,60.7
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,510,715.41,829.92,542.75
Total Extraordinary Items,-,-,-,-
Net Income,510,715.41,829.92,542.75
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,510,715.41,829.92,542.75
Dilution Adjustment,-,-,-,-
Diluted Net Income,510,715.41,829.92,542.75
Diluted Weighted Average Shares,5.29,5.32,5.26,5.26
Diluted EPS Excluding Extraordinary Items,96.35,134.47,157.86,103.24
DPS - Common Stock Primary Issue,50,68,81,65
Diluted Normalized EPS,94.8,122.23,159.56,122.49
