Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,62784,61456,61543,62123
"Revenue 62784 61456 61543 62123  Other Revenue, Total - - - -","Revenue 62784 61456 61543 62123  Other Revenue, Total - - - -","Revenue 62784 61456 61543 62123  Other Revenue, Total - - - -","Revenue 62784 61456 61543 62123  Other Revenue, Total - - - -","Revenue 62784 61456 61543 62123  Other Revenue, Total - - - -"
Revenue,62784,61456,61543,62123
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",52662,49819,50120,50976
Gross Profit,10122,11637,11423,11147
Total Operating Expenses,61994,60254,59850,63416
"Selling/General/Admin. Expenses, Total 9332 8902 8969 9488  Research & Development 704 711 710 817  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -105 - - -  Unusual Expense (Income) - 821 50 2134  Other Operating Expenses, Total -599 1 1 1","Selling/General/Admin. Expenses, Total 9332 8902 8969 9488  Research & Development 704 711 710 817  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -105 - - -  Unusual Expense (Income) - 821 50 2134  Other Operating Expenses, Total -599 1 1 1","Selling/General/Admin. Expenses, Total 9332 8902 8969 9488  Research & Development 704 711 710 817  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -105 - - -  Unusual Expense (Income) - 821 50 2134  Other Operating Expenses, Total -599 1 1 1","Selling/General/Admin. Expenses, Total 9332 8902 8969 9488  Research & Development 704 711 710 817  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -105 - - -  Unusual Expense (Income) - 821 50 2134  Other Operating Expenses, Total -599 1 1 1","Selling/General/Admin. Expenses, Total 9332 8902 8969 9488  Research & Development 704 711 710 817  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -105 - - -  Unusual Expense (Income) - 821 50 2134  Other Operating Expenses, Total -599 1 1 1"
"Selling/General/Admin. Expenses, Total",9332,8902,8969,9488
Research & Development,704,711,710,817
Depreciation / Amortization,-,-,-,-
Interest Expense (Income) - Net Operating,-105,-,-,-
Unusual Expense (Income),-,821,50,2134
"Other Operating Expenses, Total",-599,1,1,1
Operating Income,790,1202,1693,-1293
"Interest Income (Expense), Net Non-Operating",-,-171,-535,-54
Gain (Loss) on Sale of Assets,-136,32,1032,-742
"Other, Net",11,105,37,59
Net Income Before Taxes,915,1168,2227,-2030
Provision for Income Taxes,597,602,217,309
Net Income After Taxes,318,566,2010,-2339
Minority Interest,6,-,-,-1
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,318,566,2010,-2340
Total Extraordinary Items,-,-,-,-
Net Income,318,566,2010,-2340
Total Adjustments to Net Income,-,-1,-1,-
Income Available to Common Excluding Extraordinary Items,318,565,2009,-2340
Dilution Adjustment,-,-,-,-
Diluted Net Income,318,565,2009,-2340
Diluted Weighted Average Shares,34.51,34.51,34.51,34.51
Diluted EPS Excluding Extraordinary Items,9.22,16.37,58.22,-67.81
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,15.41,27.45,32.53,-13.64
