Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,435787,361495,417511,416031
"Revenue 435786 361495 417511 416031  Other Revenue, Total - - - -","Revenue 435786 361495 417511 416031  Other Revenue, Total - - - -","Revenue 435786 361495 417511 416031  Other Revenue, Total - - - -","Revenue 435786 361495 417511 416031  Other Revenue, Total - - - -","Revenue 435786 361495 417511 416031  Other Revenue, Total - - - -"
Revenue,435786,361495,417511,416031
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",327744,270977,252261,261911
Gross Profit,-,90518,165250,154120
Total Operating Expenses,395498,331757,381051,386779
"Selling/General/Admin. Expenses, Total 65085 58272 126174 123067  Research & Development 1553 1570 1569 1532  Depreciation / Amortization 15999 15274 15009 1172  Interest Expense (Income) - Net Operating -222 -231 -239 -  Unusual Expense (Income) - -4 -488 -904  Other Operating Expenses, Total -17564 -16858 -13723 1","Selling/General/Admin. Expenses, Total 65085 58272 126174 123067  Research & Development 1553 1570 1569 1532  Depreciation / Amortization 15999 15274 15009 1172  Interest Expense (Income) - Net Operating -222 -231 -239 -  Unusual Expense (Income) - -4 -488 -904  Other Operating Expenses, Total -17564 -16858 -13723 1","Selling/General/Admin. Expenses, Total 65085 58272 126174 123067  Research & Development 1553 1570 1569 1532  Depreciation / Amortization 15999 15274 15009 1172  Interest Expense (Income) - Net Operating -222 -231 -239 -  Unusual Expense (Income) - -4 -488 -904  Other Operating Expenses, Total -17564 -16858 -13723 1","Selling/General/Admin. Expenses, Total 65085 58272 126174 123067  Research & Development 1553 1570 1569 1532  Depreciation / Amortization 15999 15274 15009 1172  Interest Expense (Income) - Net Operating -222 -231 -239 -  Unusual Expense (Income) - -4 -488 -904  Other Operating Expenses, Total -17564 -16858 -13723 1","Selling/General/Admin. Expenses, Total 65085 58272 126174 123067  Research & Development 1553 1570 1569 1532  Depreciation / Amortization 15999 15274 15009 1172  Interest Expense (Income) - Net Operating -222 -231 -239 -  Unusual Expense (Income) - -4 -488 -904  Other Operating Expenses, Total -17564 -16858 -13723 1"
"Selling/General/Admin. Expenses, Total",65085,58272,126174,123067
Research & Development,1553,1570,1569,1532
Depreciation / Amortization,15999,15274,15009,1172
Interest Expense (Income) - Net Operating,-222,-231,-239,-
Unusual Expense (Income),-,-4,-488,-904
"Other Operating Expenses, Total",-17564,-16858,-13723,1
Operating Income,40288,29738,36460,29252
"Interest Income (Expense), Net Non-Operating",-,1169,1301,2362
Gain (Loss) on Sale of Assets,-230,-252,-1405,346
"Other, Net",-3028,-1595,-1043,640
Net Income Before Taxes,43546,31585,38908,32600
Provision for Income Taxes,10052,8571,9298,8724
Net Income After Taxes,33494,23014,29610,23876
Minority Interest,12573,12263,11860,-496
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,33126,22414,29070,23380
Total Extraordinary Items,-,-,-,-
Net Income,33126,22414,29070,23380
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,33126,22414,29070,23379
Dilution Adjustment,-,-,-,-
Diluted Net Income,33126,22414,29070,23379
Diluted Weighted Average Shares,102.13,102.13,102.13,102.22
Diluted EPS Excluding Extraordinary Items,324.36,219.47,284.64,228.72
DPS - Common Stock Primary Issue,90,90,90,80
Diluted Normalized EPS,263.97,188.94,231.52,219.76
