Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,7264,7379,7079,7263.82
"Revenue 7264 7379 7079 7263.82  Other Revenue, Total - - - -","Revenue 7264 7379 7079 7263.82  Other Revenue, Total - - - -","Revenue 7264 7379 7079 7263.82  Other Revenue, Total - - - -","Revenue 7264 7379 7079 7263.82  Other Revenue, Total - - - -","Revenue 7264 7379 7079 7263.82  Other Revenue, Total - - - -"
Revenue,7264,7379,7079,7263.82
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5520,5676,5418,5588.04
Gross Profit,1744,1703,1661,1675.78
Total Operating Expenses,6857,7001,6705,6913.48
"Selling/General/Admin. Expenses, Total 1337 1325 1287 1325.44  Research & Development - - - -  Depreciation / Amortization 139 135 122 -  Interest Expense (Income) - Net Operating -4 -5 -4 -  Unusual Expense (Income) - - 20 -  Other Operating Expenses, Total -135 -130 -118 -","Selling/General/Admin. Expenses, Total 1337 1325 1287 1325.44  Research & Development - - - -  Depreciation / Amortization 139 135 122 -  Interest Expense (Income) - Net Operating -4 -5 -4 -  Unusual Expense (Income) - - 20 -  Other Operating Expenses, Total -135 -130 -118 -","Selling/General/Admin. Expenses, Total 1337 1325 1287 1325.44  Research & Development - - - -  Depreciation / Amortization 139 135 122 -  Interest Expense (Income) - Net Operating -4 -5 -4 -  Unusual Expense (Income) - - 20 -  Other Operating Expenses, Total -135 -130 -118 -","Selling/General/Admin. Expenses, Total 1337 1325 1287 1325.44  Research & Development - - - -  Depreciation / Amortization 139 135 122 -  Interest Expense (Income) - Net Operating -4 -5 -4 -  Unusual Expense (Income) - - 20 -  Other Operating Expenses, Total -135 -130 -118 -","Selling/General/Admin. Expenses, Total 1337 1325 1287 1325.44  Research & Development - - - -  Depreciation / Amortization 139 135 122 -  Interest Expense (Income) - Net Operating -4 -5 -4 -  Unusual Expense (Income) - - 20 -  Other Operating Expenses, Total -135 -130 -118 -"
"Selling/General/Admin. Expenses, Total",1337,1325,1287,1325.44
Research & Development,-,-,-,-
Depreciation / Amortization,139,135,122,-
Interest Expense (Income) - Net Operating,-4,-5,-4,-
Unusual Expense (Income),-,-,20,-
"Other Operating Expenses, Total",-135,-130,-118,-
Operating Income,407,378,374,350.33
"Interest Income (Expense), Net Non-Operating",-,-4.65,-4.25,-4.23
Gain (Loss) on Sale of Assets,-,-3,-12,-0.05
"Other, Net",-15,-1,21,25.57
Net Income Before Taxes,422,382,365,371.62
Provision for Income Taxes,154,140,134,137.12
Net Income After Taxes,268,242,231,234.5
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,268,242,231,234.5
Total Extraordinary Items,-,-,-,-
Net Income,268,242,231,234.5
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,268,242,231,234.5
Dilution Adjustment,-,-0.689,-0.24,-
Diluted Net Income,268,242.69,231.24,234.5
Diluted Weighted Average Shares,5.04,5.04,5.02,5.01
Diluted EPS Excluding Extraordinary Items,53.21,48.18,46.05,46.84
DPS - Common Stock Primary Issue,-,10,10,10
Diluted Normalized EPS,52.37,47.77,49.41,46.85
