Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,13811,13619.25,12644.93,10881.75
"Revenue 13811 13619.25 12644.93 10881.75  Other Revenue, Total - - - -","Revenue 13811 13619.25 12644.93 10881.75  Other Revenue, Total - - - -","Revenue 13811 13619.25 12644.93 10881.75  Other Revenue, Total - - - -","Revenue 13811 13619.25 12644.93 10881.75  Other Revenue, Total - - - -","Revenue 13811 13619.25 12644.93 10881.75  Other Revenue, Total - - - -"
Revenue,13811,13619.25,12644.93,10881.75
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",10959,10181,9738.56,7927.84
Gross Profit,2852,3438.26,2906.37,2953.91
Total Operating Expenses,12909,12882.37,11487.8,9944.68
"Selling/General/Admin. Expenses, Total 1947 2701.59 2538.7 2006.9  Research & Development - - - -  Depreciation / Amortization 1621 3.96 4.89 5.06  Interest Expense (Income) - Net Operating -18 - - -  Unusual Expense (Income) - -4.18 -794.35 4.88  Other Operating Expenses, Total -1600 - - -","Selling/General/Admin. Expenses, Total 1947 2701.59 2538.7 2006.9  Research & Development - - - -  Depreciation / Amortization 1621 3.96 4.89 5.06  Interest Expense (Income) - Net Operating -18 - - -  Unusual Expense (Income) - -4.18 -794.35 4.88  Other Operating Expenses, Total -1600 - - -","Selling/General/Admin. Expenses, Total 1947 2701.59 2538.7 2006.9  Research & Development - - - -  Depreciation / Amortization 1621 3.96 4.89 5.06  Interest Expense (Income) - Net Operating -18 - - -  Unusual Expense (Income) - -4.18 -794.35 4.88  Other Operating Expenses, Total -1600 - - -","Selling/General/Admin. Expenses, Total 1947 2701.59 2538.7 2006.9  Research & Development - - - -  Depreciation / Amortization 1621 3.96 4.89 5.06  Interest Expense (Income) - Net Operating -18 - - -  Unusual Expense (Income) - -4.18 -794.35 4.88  Other Operating Expenses, Total -1600 - - -","Selling/General/Admin. Expenses, Total 1947 2701.59 2538.7 2006.9  Research & Development - - - -  Depreciation / Amortization 1621 3.96 4.89 5.06  Interest Expense (Income) - Net Operating -18 - - -  Unusual Expense (Income) - -4.18 -794.35 4.88  Other Operating Expenses, Total -1600 - - -"
"Selling/General/Admin. Expenses, Total",1947,2701.59,2538.7,2006.9
Research & Development,-,-,-,-
Depreciation / Amortization,1621,3.96,4.89,5.06
Interest Expense (Income) - Net Operating,-18,-,-,-
Unusual Expense (Income),-,-4.18,-794.35,4.88
"Other Operating Expenses, Total",-1600,-,-,-
Operating Income,902,736.89,1157.13,937.07
"Interest Income (Expense), Net Non-Operating",-,-20.17,-25.15,-24.33
Gain (Loss) on Sale of Assets,1,-,-,-
"Other, Net",-1,33.92,72.27,59.15
Net Income Before Taxes,902,750.63,1204.25,971.88
Provision for Income Taxes,296,239.47,389.94,287.44
Net Income After Taxes,606,511.17,814.31,684.44
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,606,511.17,814.31,684.44
Total Extraordinary Items,-,-,-,-
Net Income,606,511.17,814.31,684.44
Total Adjustments to Net Income,-,-0,-,-0
Income Available to Common Excluding Extraordinary Items,606,511.16,814.31,684.44
Dilution Adjustment,-,-,-,-
Diluted Net Income,606,511.16,814.31,684.44
Diluted Weighted Average Shares,6.97,6.97,6.95,6.83
Diluted EPS Excluding Extraordinary Items,86.98,73.34,117.08,100.23
DPS - Common Stock Primary Issue,-,24,24,20
Diluted Normalized EPS,80.82,72.93,39.85,100.73
