Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,58972,46729,40512.2,38179.1
"Revenue 58972 46729 40512.2 38179.1  Other Revenue, Total - - - -","Revenue 58972 46729 40512.2 38179.1  Other Revenue, Total - - - -","Revenue 58972 46729 40512.2 38179.1  Other Revenue, Total - - - -","Revenue 58972 46729 40512.2 38179.1  Other Revenue, Total - - - -","Revenue 58972 46729 40512.2 38179.1  Other Revenue, Total - - - -"
Revenue,58972,46729,40512.2,38179.1
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",51348,40092.31,34223.06,32581.24
Gross Profit,7624,6637.69,6289.14,5597.85
Total Operating Expenses,57654,46040.29,39676.68,37886.02
"Selling/General/Admin. Expenses, Total 6135 5759.75 5191.94 5068.63  Research & Development - - - -  Depreciation / Amortization 599 182.28 186.38 160.16  Interest Expense (Income) - Net Operating -79 - - -  Unusual Expense (Income) - 5.96 75.3 76  Other Operating Expenses, Total -349 - - -","Selling/General/Admin. Expenses, Total 6135 5759.75 5191.94 5068.63  Research & Development - - - -  Depreciation / Amortization 599 182.28 186.38 160.16  Interest Expense (Income) - Net Operating -79 - - -  Unusual Expense (Income) - 5.96 75.3 76  Other Operating Expenses, Total -349 - - -","Selling/General/Admin. Expenses, Total 6135 5759.75 5191.94 5068.63  Research & Development - - - -  Depreciation / Amortization 599 182.28 186.38 160.16  Interest Expense (Income) - Net Operating -79 - - -  Unusual Expense (Income) - 5.96 75.3 76  Other Operating Expenses, Total -349 - - -","Selling/General/Admin. Expenses, Total 6135 5759.75 5191.94 5068.63  Research & Development - - - -  Depreciation / Amortization 599 182.28 186.38 160.16  Interest Expense (Income) - Net Operating -79 - - -  Unusual Expense (Income) - 5.96 75.3 76  Other Operating Expenses, Total -349 - - -","Selling/General/Admin. Expenses, Total 6135 5759.75 5191.94 5068.63  Research & Development - - - -  Depreciation / Amortization 599 182.28 186.38 160.16  Interest Expense (Income) - Net Operating -79 - - -  Unusual Expense (Income) - 5.96 75.3 76  Other Operating Expenses, Total -349 - - -"
"Selling/General/Admin. Expenses, Total",6135,5759.75,5191.94,5068.63
Research & Development,-,-,-,-
Depreciation / Amortization,599,182.28,186.38,160.16
Interest Expense (Income) - Net Operating,-79,-,-,-
Unusual Expense (Income),-,5.96,75.3,76
"Other Operating Expenses, Total",-349,-,-,-
Operating Income,1318,695,835.51,293.07
"Interest Income (Expense), Net Non-Operating",-,41.29,-133.47,-131.38
Gain (Loss) on Sale of Assets,6,0.29,-36.33,3.46
"Other, Net",-10,-89,60.63,52.92
Net Income Before Taxes,1322,786.72,726.35,218.08
Provision for Income Taxes,458,243,202.15,129.27
Net Income After Taxes,864,542.96,524.2,88.81
Minority Interest,2786,2691,-54.43,10.66
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,792,532,469.77,99.47
Total Extraordinary Items,-,-,-,-
Net Income,792,532,469.77,99.47
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,792,532.65,469.77,99.47
Dilution Adjustment,-,-,-,-
Diluted Net Income,792,532,469.77,99.47
Diluted Weighted Average Shares,7.72,7.71,7.71,7.71
Diluted EPS Excluding Extraordinary Items,102.6,69.03,60.95,12.91
DPS - Common Stock Primary Issue,24,14,10,10
Diluted Normalized EPS,95.44,69.61,71.4,16.74
