Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1983888,1922884,1766893,2073043
"Revenue 1983888 1922884 1766893 2073043  Other Revenue, Total - - - -","Revenue 1983888 1922884 1766893 2073043  Other Revenue, Total - - - -","Revenue 1983888 1922884 1766893 2073043  Other Revenue, Total - - - -","Revenue 1983888 1922884 1766893 2073043  Other Revenue, Total - - - -","Revenue 1983888 1922884 1766893 2073043  Other Revenue, Total - - - -"
Revenue,1983888,1922884,1766893,2073043
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1767318,1768544,1541108,1817495
Gross Profit,216570,154340,225785,255548
Total Operating Expenses,1890087,1881832,1644431,1921392
"Selling/General/Admin. Expenses, Total 122769 97447 88961 88941  Research & Development 15330 15841 13661 13734  Depreciation / Amortization 23941 20691 - -  Interest Expense (Income) - Net Operating -2485 -2019 - -  Unusual Expense (Income) - 6065 699 1220  Other Operating Expenses, Total -36786 -18672 2 2","Selling/General/Admin. Expenses, Total 122769 97447 88961 88941  Research & Development 15330 15841 13661 13734  Depreciation / Amortization 23941 20691 - -  Interest Expense (Income) - Net Operating -2485 -2019 - -  Unusual Expense (Income) - 6065 699 1220  Other Operating Expenses, Total -36786 -18672 2 2","Selling/General/Admin. Expenses, Total 122769 97447 88961 88941  Research & Development 15330 15841 13661 13734  Depreciation / Amortization 23941 20691 - -  Interest Expense (Income) - Net Operating -2485 -2019 - -  Unusual Expense (Income) - 6065 699 1220  Other Operating Expenses, Total -36786 -18672 2 2","Selling/General/Admin. Expenses, Total 122769 97447 88961 88941  Research & Development 15330 15841 13661 13734  Depreciation / Amortization 23941 20691 - -  Interest Expense (Income) - Net Operating -2485 -2019 - -  Unusual Expense (Income) - 6065 699 1220  Other Operating Expenses, Total -36786 -18672 2 2","Selling/General/Admin. Expenses, Total 122769 97447 88961 88941  Research & Development 15330 15841 13661 13734  Depreciation / Amortization 23941 20691 - -  Interest Expense (Income) - Net Operating -2485 -2019 - -  Unusual Expense (Income) - 6065 699 1220  Other Operating Expenses, Total -36786 -18672 2 2"
"Selling/General/Admin. Expenses, Total",122769,97447,88961,88941
Research & Development,15330,15841,13661,13734
Depreciation / Amortization,23941,20691,-,-
Interest Expense (Income) - Net Operating,-2485,-2019,-,-
Unusual Expense (Income),-,6065,699,1220
"Other Operating Expenses, Total",-36786,-18672,2,2
Operating Income,93801,41052,122462,151651
"Interest Income (Expense), Net Non-Operating",-,18627,10484,11210
Gain (Loss) on Sale of Assets,13208,8751,1125,-
"Other, Net",-33113,-23979,502,-358
Net Income Before Taxes,113706,56280,134573,162503
Provision for Income Taxes,33848,14827,33728,45340
Net Income After Taxes,79858,41453,100845,117163
Minority Interest,38772,33222,-2063,-4068
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,77671,39127,98782,113095
Total Extraordinary Items,-,-,-,-
Net Income,77671,39127,98782,113095
Total Adjustments to Net Income,-,-,-2,-2
Income Available to Common Excluding Extraordinary Items,77671,39127,98780,113093
Dilution Adjustment,-,-,-,-
Diluted Net Income,77671,39127,98780,113093
Diluted Weighted Average Shares,716.93,717.25,717.66,717.64
Diluted EPS Excluding Extraordinary Items,108.34,54.55,137.64,157.59
DPS - Common Stock Primary Issue,42,32,32,32
Diluted Normalized EPS,84.83,40.19,137.2,158.81
