Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,279315,245419,266745,255938
"Revenue 279315 245419 266745 255938  Other Revenue, Total - - - -","Revenue 279315 245419 266745 255938  Other Revenue, Total - - - -","Revenue 279315 245419 266745 255938  Other Revenue, Total - - - -","Revenue 279315 245419 266745 255938  Other Revenue, Total - - - -","Revenue 279315 245419 266745 255938  Other Revenue, Total - - - -"
Revenue,279315,245419,266745,255938
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",189115,161465,148935,140852
Gross Profit,90200,83954,117810,115086
Total Operating Expenses,257194,220382,240979,230036
"Selling/General/Admin. Expenses, Total 67967 58818 88054 84694  Research & Development - 3319 2692 2728  Depreciation / Amortization 10047 9189 139 122  Interest Expense (Income) - Net Operating -162 -99 - -  Unusual Expense (Income) - 243 1159 1640  Other Operating Expenses, Total -13454 -12310 - -","Selling/General/Admin. Expenses, Total 67967 58818 88054 84694  Research & Development - 3319 2692 2728  Depreciation / Amortization 10047 9189 139 122  Interest Expense (Income) - Net Operating -162 -99 - -  Unusual Expense (Income) - 243 1159 1640  Other Operating Expenses, Total -13454 -12310 - -","Selling/General/Admin. Expenses, Total 67967 58818 88054 84694  Research & Development - 3319 2692 2728  Depreciation / Amortization 10047 9189 139 122  Interest Expense (Income) - Net Operating -162 -99 - -  Unusual Expense (Income) - 243 1159 1640  Other Operating Expenses, Total -13454 -12310 - -","Selling/General/Admin. Expenses, Total 67967 58818 88054 84694  Research & Development - 3319 2692 2728  Depreciation / Amortization 10047 9189 139 122  Interest Expense (Income) - Net Operating -162 -99 - -  Unusual Expense (Income) - 243 1159 1640  Other Operating Expenses, Total -13454 -12310 - -","Selling/General/Admin. Expenses, Total 67967 58818 88054 84694  Research & Development - 3319 2692 2728  Depreciation / Amortization 10047 9189 139 122  Interest Expense (Income) - Net Operating -162 -99 - -  Unusual Expense (Income) - 243 1159 1640  Other Operating Expenses, Total -13454 -12310 - -"
"Selling/General/Admin. Expenses, Total",67967,58818,88054,84694
Research & Development,-,3319,2692,2728
Depreciation / Amortization,10047,9189,139,122
Interest Expense (Income) - Net Operating,-162,-99,-,-
Unusual Expense (Income),-,243,1159,1640
"Other Operating Expenses, Total",-13454,-12310,-,-
Operating Income,22121,25037,25766,25902
"Interest Income (Expense), Net Non-Operating",-,1824,441,-371
Gain (Loss) on Sale of Assets,33,-24,-43,-41
"Other, Net",-552,-1686,217,253
Net Income Before Taxes,22640,26747,26381,25743
Provision for Income Taxes,7667,8470,8315,8531
Net Income After Taxes,14973,18277,18066,17212
Minority Interest,8574,8078,-383,327
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,14772,18053,17683,17539
Total Extraordinary Items,-,-,-,-
Net Income,14772,18053,17683,17539
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,14772,18053,17682,17539
Dilution Adjustment,-,-,-,-
Diluted Net Income,14772,18053,17682,17539
Diluted Weighted Average Shares,128.27,132.5,133.65,133.68
Diluted EPS Excluding Extraordinary Items,115.16,136.25,132.3,131.2
DPS - Common Stock Primary Issue,52,52,50,50
Diluted Normalized EPS,112.73,125.37,151.57,144.95
