Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1186683,957169,818238,850239
"Revenue 1186683 957169 818238 850239  Other Revenue, Total - - - -","Revenue 1186683 957169 818238 850239  Other Revenue, Total - - - -","Revenue 1186683 957169 818238 850239  Other Revenue, Total - - - -","Revenue 1186683 957169 818238 850239  Other Revenue, Total - - - -","Revenue 1186683 957169 818238 850239  Other Revenue, Total - - - -"
Revenue,1186683,957169,818238,850239
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",748053,598597,500799,522680
Gross Profit,438630,358572,317439,327559
Total Operating Expenses,1070712,857831,729392,756318
"Selling/General/Admin. Expenses, Total 315191 259204 233276 242129  Research & Development - 3569 - -  Depreciation / Amortization 105731 - - -  Interest Expense (Income) - Net Operating -16203 -11601 -5602 -3533  Unusual Expense (Income) - - 1724 -4883  Other Operating Expenses, Total -88069 -84373 -805 -75","Selling/General/Admin. Expenses, Total 315191 259204 233276 242129  Research & Development - 3569 - -  Depreciation / Amortization 105731 - - -  Interest Expense (Income) - Net Operating -16203 -11601 -5602 -3533  Unusual Expense (Income) - - 1724 -4883  Other Operating Expenses, Total -88069 -84373 -805 -75","Selling/General/Admin. Expenses, Total 315191 259204 233276 242129  Research & Development - 3569 - -  Depreciation / Amortization 105731 - - -  Interest Expense (Income) - Net Operating -16203 -11601 -5602 -3533  Unusual Expense (Income) - - 1724 -4883  Other Operating Expenses, Total -88069 -84373 -805 -75","Selling/General/Admin. Expenses, Total 315191 259204 233276 242129  Research & Development - 3569 - -  Depreciation / Amortization 105731 - - -  Interest Expense (Income) - Net Operating -16203 -11601 -5602 -3533  Unusual Expense (Income) - - 1724 -4883  Other Operating Expenses, Total -88069 -84373 -805 -75","Selling/General/Admin. Expenses, Total 315191 259204 233276 242129  Research & Development - 3569 - -  Depreciation / Amortization 105731 - - -  Interest Expense (Income) - Net Operating -16203 -11601 -5602 -3533  Unusual Expense (Income) - - 1724 -4883  Other Operating Expenses, Total -88069 -84373 -805 -75"
"Selling/General/Admin. Expenses, Total",315191,259204,233276,242129
Research & Development,-,3569,-,-
Depreciation / Amortization,105731,-,-,-
Interest Expense (Income) - Net Operating,-16203,-11601,-5602,-3533
Unusual Expense (Income),-,-,1724,-4883
"Other Operating Expenses, Total",-88069,-84373,-805,-75
Operating Income,115971,99338,88846,93921
"Interest Income (Expense), Net Non-Operating",-,-9573,-11140,-14788
Gain (Loss) on Sale of Assets,-,-450,-,-
"Other, Net",10469,8178,-,-
Net Income Before Taxes,105502,91610,77706,79133
Provision for Income Taxes,29538,24973,20842,24095
Net Income After Taxes,75964,66637,56864,55038
Minority Interest,33682,32423,-1648,-1697
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,73080,64103,55216,53341
Total Extraordinary Items,-,-,-,-
Net Income,73080,64103,55216,53341
Total Adjustments to Net Income,-,-,-2,-1
Income Available to Common Excluding Extraordinary Items,73080,64103,55214,53340
Dilution Adjustment,-,-,-,-
Diluted Net Income,73080,64103,55214,53340
Diluted Weighted Average Shares,432.81,432.75,432.75,432.75
Diluted EPS Excluding Extraordinary Items,168.85,148.13,127.59,123.26
DPS - Common Stock Primary Issue,38,34,30,28
Diluted Normalized EPS,145.69,128.92,130.5,115.41
