Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,14165,17904,18060.78,18470.9
"Revenue 14165 17904.3 18060.78 18470.9  Other Revenue, Total - - - -","Revenue 14165 17904.3 18060.78 18470.9  Other Revenue, Total - - - -","Revenue 14165 17904.3 18060.78 18470.9  Other Revenue, Total - - - -","Revenue 14165 17904.3 18060.78 18470.9  Other Revenue, Total - - - -","Revenue 14165 17904.3 18060.78 18470.9  Other Revenue, Total - - - -"
Revenue,14165,17904.3,18060.78,18470.9
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",11549,11986.48,12444,12715.57
Gross Profit,2616,5917.82,5616.77,5755.32
Total Operating Expenses,13614,17442.91,17769.94,18107.14
"Selling/General/Admin. Expenses, Total 2065 5401.2 5232.96 5354.94  Research & Development 35 45.99 41.07 39.06  Depreciation / Amortization 220 - - -  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 9.24 51.91 -2.43  Other Operating Expenses, Total -254 - - -","Selling/General/Admin. Expenses, Total 2065 5401.2 5232.96 5354.94  Research & Development 35 45.99 41.07 39.06  Depreciation / Amortization 220 - - -  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 9.24 51.91 -2.43  Other Operating Expenses, Total -254 - - -","Selling/General/Admin. Expenses, Total 2065 5401.2 5232.96 5354.94  Research & Development 35 45.99 41.07 39.06  Depreciation / Amortization 220 - - -  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 9.24 51.91 -2.43  Other Operating Expenses, Total -254 - - -","Selling/General/Admin. Expenses, Total 2065 5401.2 5232.96 5354.94  Research & Development 35 45.99 41.07 39.06  Depreciation / Amortization 220 - - -  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 9.24 51.91 -2.43  Other Operating Expenses, Total -254 - - -","Selling/General/Admin. Expenses, Total 2065 5401.2 5232.96 5354.94  Research & Development 35 45.99 41.07 39.06  Depreciation / Amortization 220 - - -  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 9.24 51.91 -2.43  Other Operating Expenses, Total -254 - - -"
"Selling/General/Admin. Expenses, Total",2065,5401.2,5232.96,5354.94
Research & Development,35,45.99,41.07,39.06
Depreciation / Amortization,220,-,-,-
Interest Expense (Income) - Net Operating,-1,-,-,-
Unusual Expense (Income),-,9.24,51.91,-2.43
"Other Operating Expenses, Total",-254,-,-,-
Operating Income,551,461.39,290.84,363.75
"Interest Income (Expense), Net Non-Operating",-,44.62,4.52,5.97
Gain (Loss) on Sale of Assets,417,-0.4,-1.4,-
"Other, Net",-865,2.25,4.69,3.66
Net Income Before Taxes,999,507.87,298.64,373.38
Provision for Income Taxes,318,176.31,114.86,141.17
Net Income After Taxes,681,331.56,183.78,232.21
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,681,331.56,183.78,232.21
Total Extraordinary Items,-,-,-,-
Net Income,681,331.56,183.78,232.21
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,681,331.56,183.78,232.21
Dilution Adjustment,-,-,-,-
Diluted Net Income,681,331.56,183.78,232.21
Diluted Weighted Average Shares,5.03,5.05,5.07,5.07
Diluted EPS Excluding Extraordinary Items,135.34,65.63,36.24,45.79
DPS - Common Stock Primary Issue,15,15,15,15
Diluted Normalized EPS,72.29,66.87,42.71,45.49
