Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,30121,26660,31689,36494
"Revenue 29666 26660 31689 36494  Other Revenue, Total 455 389 - -","Revenue 29666 26660 31689 36494  Other Revenue, Total 455 389 - -","Revenue 29666 26660 31689 36494  Other Revenue, Total 455 389 - -","Revenue 29666 26660 31689 36494  Other Revenue, Total 455 389 - -","Revenue 29666 26660 31689 36494  Other Revenue, Total 455 389 - -"
Revenue,29666,26660,31689,36494
"Other Revenue, Total",455,389,-,-
"Cost of Revenue, Total",26653,24439,29300,33501
Gross Profit,3468,2221,2389,2993
Total Operating Expenses,28297,26119,30712,35054
"Selling/General/Admin. Expenses, Total 1644 1479 1382 1454  Research & Development - - - -  Depreciation / Amortization 154 - - -  Interest Expense (Income) - Net Operating -13 - - -  Unusual Expense (Income) - 200 29 98  Other Operating Expenses, Total -141 1 1 1","Selling/General/Admin. Expenses, Total 1644 1479 1382 1454  Research & Development - - - -  Depreciation / Amortization 154 - - -  Interest Expense (Income) - Net Operating -13 - - -  Unusual Expense (Income) - 200 29 98  Other Operating Expenses, Total -141 1 1 1","Selling/General/Admin. Expenses, Total 1644 1479 1382 1454  Research & Development - - - -  Depreciation / Amortization 154 - - -  Interest Expense (Income) - Net Operating -13 - - -  Unusual Expense (Income) - 200 29 98  Other Operating Expenses, Total -141 1 1 1","Selling/General/Admin. Expenses, Total 1644 1479 1382 1454  Research & Development - - - -  Depreciation / Amortization 154 - - -  Interest Expense (Income) - Net Operating -13 - - -  Unusual Expense (Income) - 200 29 98  Other Operating Expenses, Total -141 1 1 1","Selling/General/Admin. Expenses, Total 1644 1479 1382 1454  Research & Development - - - -  Depreciation / Amortization 154 - - -  Interest Expense (Income) - Net Operating -13 - - -  Unusual Expense (Income) - 200 29 98  Other Operating Expenses, Total -141 1 1 1"
"Selling/General/Admin. Expenses, Total",1644,1479,1382,1454
Research & Development,-,-,-,-
Depreciation / Amortization,154,-,-,-
Interest Expense (Income) - Net Operating,-13,-,-,-
Unusual Expense (Income),-,200,29,98
"Other Operating Expenses, Total",-141,1,1,1
Operating Income,1824,541,977,1440
"Interest Income (Expense), Net Non-Operating",-,5,-1,-3
Gain (Loss) on Sale of Assets,14,2,1,-
"Other, Net",-36,-4,8,26
Net Income Before Taxes,1846,544,985,1463
Provision for Income Taxes,521,188,333,340
Net Income After Taxes,1325,356,652,1123
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1325,356,652,1123
Total Extraordinary Items,-,-,-,-
Net Income,1325,356,652,1123
Total Adjustments to Net Income,-,-1,-1,-
Income Available to Common Excluding Extraordinary Items,1325,355,651,1123
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,355,651,1123
Diluted Weighted Average Shares,15.47,15.51,15.51,15.51
Diluted EPS Excluding Extraordinary Items,85.63,22.88,41.97,72.42
DPS - Common Stock Primary Issue,-,13,13,13
Diluted Normalized EPS,73.96,31.23,43.17,77.27
