Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,27809,21814,16771,12158
"Revenue 27809 21814 16771 12158  Other Revenue, Total - - - -","Revenue 27809 21814 16771 12158  Other Revenue, Total - - - -","Revenue 27809 21814 16771 12158  Other Revenue, Total - - - -","Revenue 27809 21814 16771 12158  Other Revenue, Total - - - -","Revenue 27809 21814 16771 12158  Other Revenue, Total - - - -"
Revenue,27809,21814,16771,12158
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",11950,9225,7152,5531
Gross Profit,15859,12589,9619,6627
Total Operating Expenses,21882,16946,13112,9943
"Selling/General/Admin. Expenses, Total 10158 6705 5235 3761  Research & Development - 201 96 114  Depreciation / Amortization 2016 1669 589 396  Interest Expense (Income) - Net Operating -88 -60 - -  Unusual Expense (Income) - - 49 32  Other Operating Expenses, Total -2154 -794 -9 109","Selling/General/Admin. Expenses, Total 10158 6705 5235 3761  Research & Development - 201 96 114  Depreciation / Amortization 2016 1669 589 396  Interest Expense (Income) - Net Operating -88 -60 - -  Unusual Expense (Income) - - 49 32  Other Operating Expenses, Total -2154 -794 -9 109","Selling/General/Admin. Expenses, Total 10158 6705 5235 3761  Research & Development - 201 96 114  Depreciation / Amortization 2016 1669 589 396  Interest Expense (Income) - Net Operating -88 -60 - -  Unusual Expense (Income) - - 49 32  Other Operating Expenses, Total -2154 -794 -9 109","Selling/General/Admin. Expenses, Total 10158 6705 5235 3761  Research & Development - 201 96 114  Depreciation / Amortization 2016 1669 589 396  Interest Expense (Income) - Net Operating -88 -60 - -  Unusual Expense (Income) - - 49 32  Other Operating Expenses, Total -2154 -794 -9 109","Selling/General/Admin. Expenses, Total 10158 6705 5235 3761  Research & Development - 201 96 114  Depreciation / Amortization 2016 1669 589 396  Interest Expense (Income) - Net Operating -88 -60 - -  Unusual Expense (Income) - - 49 32  Other Operating Expenses, Total -2154 -794 -9 109"
"Selling/General/Admin. Expenses, Total",10158,6705,5235,3761
Research & Development,-,201,96,114
Depreciation / Amortization,2016,1669,589,396
Interest Expense (Income) - Net Operating,-88,-60,-,-
Unusual Expense (Income),-,-,49,32
"Other Operating Expenses, Total",-2154,-794,-9,109
Operating Income,5927,4868,3659,2215
"Interest Income (Expense), Net Non-Operating",-,-16,-23,-37
Gain (Loss) on Sale of Assets,-,-28,-,-
"Other, Net",53,111,-,-
Net Income Before Taxes,5874,4785,3636,2178
Provision for Income Taxes,1601,1532,1160,650
Net Income After Taxes,4273,3253,2476,1528
Minority Interest,-14,-5,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4267,3258,2476,1528
Total Extraordinary Items,-,-,-,-
Net Income,4267,3258,2476,1528
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,4267,3258,2476,1528
Dilution Adjustment,-0.922,-1.1,-,-
Diluted Net Income,4267.92,3259.1,2476,1528
Diluted Weighted Average Shares,63.05,59.96,56.95,50.97
Diluted EPS Excluding Extraordinary Items,67.69,54.35,43.48,29.98
DPS - Common Stock Primary Issue,12,10,-,-
Diluted Normalized EPS,58.13,50.32,44.07,30.42
