Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,6062,4518,3975.1,4619.8
"Revenue 6062 4518.6 3975.1 4619.8  Other Revenue, Total - - - -","Revenue 6062 4518.6 3975.1 4619.8  Other Revenue, Total - - - -","Revenue 6062 4518.6 3975.1 4619.8  Other Revenue, Total - - - -","Revenue 6062 4518.6 3975.1 4619.8  Other Revenue, Total - - - -","Revenue 6062 4518.6 3975.1 4619.8  Other Revenue, Total - - - -"
Revenue,6062,4518.6,3975.1,4619.8
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2334,1868.76,1586.37,1749.55
Gross Profit,3728,2649.84,2388.72,2870.24
Total Operating Expenses,6440,5705.08,4733.5,4441.61
"Selling/General/Admin. Expenses, Total 4031 3698.06 2844.11 2639.91  Research & Development - - - -  Depreciation / Amortization 80 60.09 65.74 52.91  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 78.17 237.27 -0.76  Other Operating Expenses, Total 14 -0 - -","Selling/General/Admin. Expenses, Total 4031 3698.06 2844.11 2639.91  Research & Development - - - -  Depreciation / Amortization 80 60.09 65.74 52.91  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 78.17 237.27 -0.76  Other Operating Expenses, Total 14 -0 - -","Selling/General/Admin. Expenses, Total 4031 3698.06 2844.11 2639.91  Research & Development - - - -  Depreciation / Amortization 80 60.09 65.74 52.91  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 78.17 237.27 -0.76  Other Operating Expenses, Total 14 -0 - -","Selling/General/Admin. Expenses, Total 4031 3698.06 2844.11 2639.91  Research & Development - - - -  Depreciation / Amortization 80 60.09 65.74 52.91  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 78.17 237.27 -0.76  Other Operating Expenses, Total 14 -0 - -","Selling/General/Admin. Expenses, Total 4031 3698.06 2844.11 2639.91  Research & Development - - - -  Depreciation / Amortization 80 60.09 65.74 52.91  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 78.17 237.27 -0.76  Other Operating Expenses, Total 14 -0 - -"
"Selling/General/Admin. Expenses, Total",4031,3698.06,2844.11,2639.91
Research & Development,-,-,-,-
Depreciation / Amortization,80,60.09,65.74,52.91
Interest Expense (Income) - Net Operating,-19,-,-,-
Unusual Expense (Income),-,78.17,237.27,-0.76
"Other Operating Expenses, Total",14,-0,-,-
Operating Income,-378,-1186.48,-758.4,178.19
"Interest Income (Expense), Net Non-Operating",-,0.81,-14.28,-11.68
Gain (Loss) on Sale of Assets,-,-,3.23,-
"Other, Net",-594,1228.75,87.83,23.43
Net Income Before Taxes,216,43.08,-681.62,189.93
Provision for Income Taxes,95,25.68,-63.85,90.14
Net Income After Taxes,121,17.4,-617.76,99.79
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,121,17.4,-617.76,99.79
Total Extraordinary Items,-,-,-,-
Net Income,121,17.4,-617.76,99.79
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,121,17.4,-617.76,99.79
Dilution Adjustment,-0.504,-,-,-
Diluted Net Income,121.5,17.4,-617.76,99.79
Diluted Weighted Average Shares,8.87,8.89,8.84,8.89
Diluted EPS Excluding Extraordinary Items,13.67,1.96,-69.9,11.23
DPS - Common Stock Primary Issue,-,-,-,5
Diluted Normalized EPS,19.24,5.51,-52.69,11.18
