Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,44551,41714,31516,37287
"Revenue 44551 41714 31516 37287  Other Revenue, Total - - - -","Revenue 44551 41714 31516 37287  Other Revenue, Total - - - -","Revenue 44551 41714 31516 37287  Other Revenue, Total - - - -","Revenue 44551 41714 31516 37287  Other Revenue, Total - - - -","Revenue 44551 41714 31516 37287  Other Revenue, Total - - - -"
Revenue,44551,41714,31516,37287
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",40097,37568,29951,33226
Gross Profit,4454,4146,1565,4061
Total Operating Expenses,43729,41183,33587,37330
"Selling/General/Admin. Expenses, Total 3632 3460 3442 4048  Research & Development - 156 244 -  Depreciation / Amortization 1202 1286 1954 18  Interest Expense (Income) - Net Operating -103 -50 -57 -  Unusual Expense (Income) - - 8465 38  Other Operating Expenses, Total -1099 -1237 -1947 -","Selling/General/Admin. Expenses, Total 3632 3460 3442 4048  Research & Development - 156 244 -  Depreciation / Amortization 1202 1286 1954 18  Interest Expense (Income) - Net Operating -103 -50 -57 -  Unusual Expense (Income) - - 8465 38  Other Operating Expenses, Total -1099 -1237 -1947 -","Selling/General/Admin. Expenses, Total 3632 3460 3442 4048  Research & Development - 156 244 -  Depreciation / Amortization 1202 1286 1954 18  Interest Expense (Income) - Net Operating -103 -50 -57 -  Unusual Expense (Income) - - 8465 38  Other Operating Expenses, Total -1099 -1237 -1947 -","Selling/General/Admin. Expenses, Total 3632 3460 3442 4048  Research & Development - 156 244 -  Depreciation / Amortization 1202 1286 1954 18  Interest Expense (Income) - Net Operating -103 -50 -57 -  Unusual Expense (Income) - - 8465 38  Other Operating Expenses, Total -1099 -1237 -1947 -","Selling/General/Admin. Expenses, Total 3632 3460 3442 4048  Research & Development - 156 244 -  Depreciation / Amortization 1202 1286 1954 18  Interest Expense (Income) - Net Operating -103 -50 -57 -  Unusual Expense (Income) - - 8465 38  Other Operating Expenses, Total -1099 -1237 -1947 -"
"Selling/General/Admin. Expenses, Total",3632,3460,3442,4048
Research & Development,-,156,244,-
Depreciation / Amortization,1202,1286,1954,18
Interest Expense (Income) - Net Operating,-103,-50,-57,-
Unusual Expense (Income),-,-,8465,38
"Other Operating Expenses, Total",-1099,-1237,-1947,-
Operating Income,822,531,-2071,-43
"Interest Income (Expense), Net Non-Operating",-,53,11,47
Gain (Loss) on Sale of Assets,-16,-16,3765,-158
"Other, Net",901,-19,623,41
Net Income Before Taxes,-63,566,-6459,-113
Provision for Income Taxes,87,149,-14,-64
Net Income After Taxes,-150,417,-6445,-49
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-150,417,-6445,-49
Total Extraordinary Items,-,-,-,-
Net Income,-150,417,-6445,-49
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-150,417,-6445,-49
Dilution Adjustment,-,-,-,-
Diluted Net Income,-150,417,-6445,-49
Diluted Weighted Average Shares,14.66,14.66,14.66,14.66
Diluted EPS Excluding Extraordinary Items,-10.24,28.45,-439.78,-3.34
DPS - Common Stock Primary Issue,5,-,-,-
Diluted Normalized EPS,36.93,24.82,-75.02,5.35
