Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,447187,361361,309284,292420
"Revenue 447187 361361 309284 292420  Other Revenue, Total - - - -","Revenue 447187 361361 309284 292420  Other Revenue, Total - - - -","Revenue 447187 361361 309284 292420  Other Revenue, Total - - - -","Revenue 447187 361361 309284 292420  Other Revenue, Total - - - -","Revenue 447187 361361 309284 292420  Other Revenue, Total - - - -"
Revenue,447187,361361,309284,292420
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",110062,93511,85573,79063
Gross Profit,337125,267850,223711,213357
Total Operating Expenses,305223,250546,210561,214929
"Selling/General/Admin. Expenses, Total 89486 74119 66616 65196  Research & Development 95344 75879 62384 66497  Depreciation / Amortization 17451 17721 15820 2483  Interest Expense (Income) - Net Operating -913 -84 -105 -  Unusual Expense (Income) - - 10 -39  Other Operating Expenses, Total -12269 -10600 -19727 1729","Selling/General/Admin. Expenses, Total 89486 74119 66616 65196  Research & Development 95344 75879 62384 66497  Depreciation / Amortization 17451 17721 15820 2483  Interest Expense (Income) - Net Operating -913 -84 -105 -  Unusual Expense (Income) - - 10 -39  Other Operating Expenses, Total -12269 -10600 -19727 1729","Selling/General/Admin. Expenses, Total 89486 74119 66616 65196  Research & Development 95344 75879 62384 66497  Depreciation / Amortization 17451 17721 15820 2483  Interest Expense (Income) - Net Operating -913 -84 -105 -  Unusual Expense (Income) - - 10 -39  Other Operating Expenses, Total -12269 -10600 -19727 1729","Selling/General/Admin. Expenses, Total 89486 74119 66616 65196  Research & Development 95344 75879 62384 66497  Depreciation / Amortization 17451 17721 15820 2483  Interest Expense (Income) - Net Operating -913 -84 -105 -  Unusual Expense (Income) - - 10 -39  Other Operating Expenses, Total -12269 -10600 -19727 1729","Selling/General/Admin. Expenses, Total 89486 74119 66616 65196  Research & Development 95344 75879 62384 66497  Depreciation / Amortization 17451 17721 15820 2483  Interest Expense (Income) - Net Operating -913 -84 -105 -  Unusual Expense (Income) - - 10 -39  Other Operating Expenses, Total -12269 -10600 -19727 1729"
"Selling/General/Admin. Expenses, Total",89486,74119,66616,65196
Research & Development,95344,75879,62384,66497
Depreciation / Amortization,17451,17721,15820,2483
Interest Expense (Income) - Net Operating,-913,-84,-105,-
Unusual Expense (Income),-,-,10,-39
"Other Operating Expenses, Total",-12269,-10600,-19727,1729
Operating Income,141964,110815,98723,77491
"Interest Income (Expense), Net Non-Operating",-,1830,2448,2232
Gain (Loss) on Sale of Assets,-,-180,115,-
"Other, Net",-1568,5970,-2281,-27
Net Income Before Taxes,143532,105025,100889,79696
Provision for Income Taxes,30619,24340,25392,19808
Net Income After Taxes,112913,80685,75497,59888
Minority Interest,5944,5768,5610,-184
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,112723,80519,75425,59704
Total Extraordinary Items,-,-,-,-
Net Income,112723,80519,75425,59704
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,112723,80519,75425,59704
Dilution Adjustment,15,2.18,0.419,-
Diluted Net Income,112708,80516.82,75424.58,59704
Diluted Weighted Average Shares,488.35,496.53,499.2,504.04
Diluted EPS Excluding Extraordinary Items,230.79,162.16,151.09,118.45
DPS - Common Stock Primary Issue,70,56,50,45
Diluted Normalized EPS,183.3,141.96,126.51,118.39
