Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,76090,57465,42873,32978
"Revenue 76090 57465 42873 32978  Other Revenue, Total - - - -","Revenue 76090 57465 42873 32978  Other Revenue, Total - - - -","Revenue 76090 57465 42873 32978  Other Revenue, Total - - - -","Revenue 76090 57465 42873 32978  Other Revenue, Total - - - -","Revenue 76090 57465 42873 32978  Other Revenue, Total - - - -"
Revenue,76090,57465,42873,32978
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",33669,26813,22648,18671
Gross Profit,42421,30652,20225,14307
Total Operating Expenses,46174,36816,29322,24940
"Selling/General/Admin. Expenses, Total 12506 8993 6403 6081  Research & Development - - - -  Depreciation / Amortization 1064 141 273 188  Interest Expense (Income) - Net Operating -41 -29 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -1024 898 -2 -","Selling/General/Admin. Expenses, Total 12506 8993 6403 6081  Research & Development - - - -  Depreciation / Amortization 1064 141 273 188  Interest Expense (Income) - Net Operating -41 -29 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -1024 898 -2 -","Selling/General/Admin. Expenses, Total 12506 8993 6403 6081  Research & Development - - - -  Depreciation / Amortization 1064 141 273 188  Interest Expense (Income) - Net Operating -41 -29 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -1024 898 -2 -","Selling/General/Admin. Expenses, Total 12506 8993 6403 6081  Research & Development - - - -  Depreciation / Amortization 1064 141 273 188  Interest Expense (Income) - Net Operating -41 -29 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -1024 898 -2 -","Selling/General/Admin. Expenses, Total 12506 8993 6403 6081  Research & Development - - - -  Depreciation / Amortization 1064 141 273 188  Interest Expense (Income) - Net Operating -41 -29 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -1024 898 -2 -"
"Selling/General/Admin. Expenses, Total",12506,8993,6403,6081
Research & Development,-,-,-,-
Depreciation / Amortization,1064,141,273,188
Interest Expense (Income) - Net Operating,-41,-29,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-1024,898,-2,-
Operating Income,29916,20649,13551,8038
"Interest Income (Expense), Net Non-Operating",-,-48,-58,-62
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",41,30,-16,-
Net Income Before Taxes,29875,20619,13477,7976
Provision for Income Taxes,7965,5949,3463,2064
Net Income After Taxes,21910,14670,10014,5912
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,21910,14670,10014,5912
Total Extraordinary Items,-,-,-,-
Net Income,21910,14670,10014,5912
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,21910,14670,10014,5912
Dilution Adjustment,-,-,-,-
Diluted Net Income,21910,14670,10014,5912
Diluted Weighted Average Shares,153.26,153.71,153.49,152.77
Diluted EPS Excluding Extraordinary Items,142.96,95.44,59.37,32.8
DPS - Common Stock Primary Issue,-,260,170,90
Diluted Normalized EPS,121.83,83.84,51.35,29.06
