Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,7583,9785,13661.04,15479.64
"Revenue 7583 9785 13661.04 15479.64  Other Revenue, Total - - - -","Revenue 7583 9785 13661.04 15479.64  Other Revenue, Total - - - -","Revenue 7583 9785 13661.04 15479.64  Other Revenue, Total - - - -","Revenue 7583 9785 13661.04 15479.64  Other Revenue, Total - - - -","Revenue 7583 9785 13661.04 15479.64  Other Revenue, Total - - - -"
Revenue,7583,9785,13661.04,15479.64
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5555,5802,6180.41,6720.71
Gross Profit,2028,3983,7480.63,8758.93
Total Operating Expenses,7604,9901,16298.64,16221.31
"Selling/General/Admin. Expenses, Total 2049 3928 6570.06 8631.52  Research & Development - 26 27.88 32.69  Depreciation / Amortization 36 170 275.84 226.5  Interest Expense (Income) - Net Operating -29 -419 - -  Unusual Expense (Income) - 1514.03 3244.45 609.89  Other Operating Expenses, Total 9 394 - -","Selling/General/Admin. Expenses, Total 2049 3928 6570.06 8631.52  Research & Development - 26 27.88 32.69  Depreciation / Amortization 36 170 275.84 226.5  Interest Expense (Income) - Net Operating -29 -419 - -  Unusual Expense (Income) - 1514.03 3244.45 609.89  Other Operating Expenses, Total 9 394 - -","Selling/General/Admin. Expenses, Total 2049 3928 6570.06 8631.52  Research & Development - 26 27.88 32.69  Depreciation / Amortization 36 170 275.84 226.5  Interest Expense (Income) - Net Operating -29 -419 - -  Unusual Expense (Income) - 1514.03 3244.45 609.89  Other Operating Expenses, Total 9 394 - -","Selling/General/Admin. Expenses, Total 2049 3928 6570.06 8631.52  Research & Development - 26 27.88 32.69  Depreciation / Amortization 36 170 275.84 226.5  Interest Expense (Income) - Net Operating -29 -419 - -  Unusual Expense (Income) - 1514.03 3244.45 609.89  Other Operating Expenses, Total 9 394 - -","Selling/General/Admin. Expenses, Total 2049 3928 6570.06 8631.52  Research & Development - 26 27.88 32.69  Depreciation / Amortization 36 170 275.84 226.5  Interest Expense (Income) - Net Operating -29 -419 - -  Unusual Expense (Income) - 1514.03 3244.45 609.89  Other Operating Expenses, Total 9 394 - -"
"Selling/General/Admin. Expenses, Total",2049,3928,6570.06,8631.52
Research & Development,-,26,27.88,32.69
Depreciation / Amortization,36,170,275.84,226.5
Interest Expense (Income) - Net Operating,-29,-419,-,-
Unusual Expense (Income),-,1514.03,3244.45,609.89
"Other Operating Expenses, Total",9,394,-,-
Operating Income,-21,-116,-2637.6,-741.68
"Interest Income (Expense), Net Non-Operating",-,-448.98,-680.43,-472.89
Gain (Loss) on Sale of Assets,-1,-1311,-,111.23
"Other, Net",217,3374,19.09,39.49
Net Income Before Taxes,-237,-2179,-3298.94,-1063.84
Provision for Income Taxes,39,511,486.08,347.32
Net Income After Taxes,-276,-2690,-3785.02,-1411.16
Minority Interest,907,697,2556.77,808.5
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-338,-917,-1228.25,-602.66
Total Extraordinary Items,-,-,-,-
Net Income,-338,-917,-1228.25,-602.66
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-338,-917,-1228.25,-602.66
Dilution Adjustment,-,-,-,-
Diluted Net Income,-338,-917,-1228.25,-602.66
Diluted Weighted Average Shares,75.85,75.85,75.85,75.85
Diluted EPS Excluding Extraordinary Items,-4.46,-12.09,-16.19,-7.95
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-0.331,19.49,13.9,-1.46
