Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,161881,140316,110788,114599
"Revenue 161881 140316 110788 114599  Other Revenue, Total - - - -","Revenue 161881 140316 110788 114599  Other Revenue, Total - - - -","Revenue 161881 140316 110788 114599  Other Revenue, Total - - - -","Revenue 161881 140316 110788 114599  Other Revenue, Total - - - -","Revenue 161881 140316 110788 114599  Other Revenue, Total - - - -"
Revenue,161881,140316,110788,114599
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",124954,109063,89641,96764
Gross Profit,36927,31253,21147,17835
Total Operating Expenses,148941,131516,107817,118415
"Selling/General/Admin. Expenses, Total 23987 17203 13454 15570  Research & Development - 4156 3710 4161  Depreciation / Amortization 6332 6253 6049 996  Interest Expense (Income) - Net Operating -1001 -795 -727 -  Unusual Expense (Income) - 18403 66 925  Other Operating Expenses, Total -5331 -4364 -4310 -1","Selling/General/Admin. Expenses, Total 23987 17203 13454 15570  Research & Development - 4156 3710 4161  Depreciation / Amortization 6332 6253 6049 996  Interest Expense (Income) - Net Operating -1001 -795 -727 -  Unusual Expense (Income) - 18403 66 925  Other Operating Expenses, Total -5331 -4364 -4310 -1","Selling/General/Admin. Expenses, Total 23987 17203 13454 15570  Research & Development - 4156 3710 4161  Depreciation / Amortization 6332 6253 6049 996  Interest Expense (Income) - Net Operating -1001 -795 -727 -  Unusual Expense (Income) - 18403 66 925  Other Operating Expenses, Total -5331 -4364 -4310 -1","Selling/General/Admin. Expenses, Total 23987 17203 13454 15570  Research & Development - 4156 3710 4161  Depreciation / Amortization 6332 6253 6049 996  Interest Expense (Income) - Net Operating -1001 -795 -727 -  Unusual Expense (Income) - 18403 66 925  Other Operating Expenses, Total -5331 -4364 -4310 -1","Selling/General/Admin. Expenses, Total 23987 17203 13454 15570  Research & Development - 4156 3710 4161  Depreciation / Amortization 6332 6253 6049 996  Interest Expense (Income) - Net Operating -1001 -795 -727 -  Unusual Expense (Income) - 18403 66 925  Other Operating Expenses, Total -5331 -4364 -4310 -1"
"Selling/General/Admin. Expenses, Total",23987,17203,13454,15570
Research & Development,-,4156,3710,4161
Depreciation / Amortization,6332,6253,6049,996
Interest Expense (Income) - Net Operating,-1001,-795,-727,-
Unusual Expense (Income),-,18403,66,925
"Other Operating Expenses, Total",-5331,-4364,-4310,-1
Operating Income,12940,8800,2971,-3816
"Interest Income (Expense), Net Non-Operating",-,-719,-614,-1357
Gain (Loss) on Sale of Assets,-55,-98,165,-4
"Other, Net",8468,19360,551,4
Net Income Before Taxes,4527,-10462,2255,-5173
Provision for Income Taxes,2177,1690,259,745
Net Income After Taxes,2350,-12152,1996,-5918
Minority Interest,421,297,297,-6
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2273,-12124,2038,-5924
Total Extraordinary Items,-,-,-,-
Net Income,2273,-12124,2038,-5924
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,2273,-12124,2038,-5926
Dilution Adjustment,-,-,-0.695,-
Diluted Net Income,2273,-12124,2038.69,-5926
Diluted Weighted Average Shares,20.28,20.28,17.78,16.28
Diluted EPS Excluding Extraordinary Items,112.09,-597.86,114.63,-363.96
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,334.99,249.14,75.81,-326.87
