Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,335053,287635,255997,254017
"Revenue 335053 287635 255997 254017  Other Revenue, Total - - - -","Revenue 335053 287635 255997 254017  Other Revenue, Total - - - -","Revenue 335053 287635 255997 254017  Other Revenue, Total - - - -","Revenue 335053 287635 255997 254017  Other Revenue, Total - - - -","Revenue 335053 287635 255997 254017  Other Revenue, Total - - - -"
Revenue,335053,287635,255997,254017
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",289511,241431,209359,207102
Gross Profit,45542,46204,46638,46915
Total Operating Expenses,330868,282834,245639,245739
"Selling/General/Admin. Expenses, Total 41357 40639 35430 34909  Research & Development - - 2489 2212  Depreciation / Amortization 9906 - 1125 985  Interest Expense (Income) - Net Operating -214 - - -  Unusual Expense (Income) - 763 -2764 530  Other Operating Expenses, Total -11294 1 - 1","Selling/General/Admin. Expenses, Total 41357 40639 35430 34909  Research & Development - - 2489 2212  Depreciation / Amortization 9906 - 1125 985  Interest Expense (Income) - Net Operating -214 - - -  Unusual Expense (Income) - 763 -2764 530  Other Operating Expenses, Total -11294 1 - 1","Selling/General/Admin. Expenses, Total 41357 40639 35430 34909  Research & Development - - 2489 2212  Depreciation / Amortization 9906 - 1125 985  Interest Expense (Income) - Net Operating -214 - - -  Unusual Expense (Income) - 763 -2764 530  Other Operating Expenses, Total -11294 1 - 1","Selling/General/Admin. Expenses, Total 41357 40639 35430 34909  Research & Development - - 2489 2212  Depreciation / Amortization 9906 - 1125 985  Interest Expense (Income) - Net Operating -214 - - -  Unusual Expense (Income) - 763 -2764 530  Other Operating Expenses, Total -11294 1 - 1","Selling/General/Admin. Expenses, Total 41357 40639 35430 34909  Research & Development - - 2489 2212  Depreciation / Amortization 9906 - 1125 985  Interest Expense (Income) - Net Operating -214 - - -  Unusual Expense (Income) - 763 -2764 530  Other Operating Expenses, Total -11294 1 - 1"
"Selling/General/Admin. Expenses, Total",41357,40639,35430,34909
Research & Development,-,-,2489,2212
Depreciation / Amortization,9906,-,1125,985
Interest Expense (Income) - Net Operating,-214,-,-,-
Unusual Expense (Income),-,763,-2764,530
"Other Operating Expenses, Total",-11294,1,-,1
Operating Income,4185,4801,10358,8278
"Interest Income (Expense), Net Non-Operating",-,508,1011,864
Gain (Loss) on Sale of Assets,5245,10,-588,-280
"Other, Net",-11967,513,641,493
Net Income Before Taxes,10907,5832,11422,9355
Provision for Income Taxes,3026,1785,1248,2496
Net Income After Taxes,7881,4047,10174,6859
Minority Interest,3365,-40,-58,-94
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7776,4007,10116,6765
Total Extraordinary Items,-,-,-,-
Net Income,7776,4007,10116,6765
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,7776,4006,10115,6764
Dilution Adjustment,-,-,-,-
Diluted Net Income,7776,4006,10115,6764
Diluted Weighted Average Shares,33.44,33.22,33.78,33.9
Diluted EPS Excluding Extraordinary Items,232.57,120.58,299.39,199.51
DPS - Common Stock Primary Issue,65,60,65,65
Diluted Normalized EPS,118.81,136.31,242.02,217.03
