Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,4908199,4439536,4126769,4380209
"Revenue 4908199 4439536 4126769 4380209  Other Revenue, Total - - - -","Revenue 4908199 4439536 4126769 4380209  Other Revenue, Total - - - -","Revenue 4908199 4439536 4126769 4380209  Other Revenue, Total - - - -","Revenue 4908199 4439536 4126769 4380209  Other Revenue, Total - - - -","Revenue 4908199 4439536 4126769 4380209  Other Revenue, Total - - - -"
Revenue,4908199,4439536,4126769,4380209
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3953004,3574853,3299886,3510002
Gross Profit,955195,864683,826883,870207
Total Operating Expenses,4443677,4057913,3774156,4018653
"Selling/General/Admin. Expenses, Total 434674 430992 429797 468155  Research & Development - 9503 10209 10128  Depreciation / Amortization 113464 100328 78403 10808  Interest Expense (Income) - Net Operating -18836 -13033 -10013 -  Unusual Expense (Income) - 24046 28355 19558  Other Operating Expenses, Total -38629 -44730 -34126 2","Selling/General/Admin. Expenses, Total 434674 430992 429797 468155  Research & Development - 9503 10209 10128  Depreciation / Amortization 113464 100328 78403 10808  Interest Expense (Income) - Net Operating -18836 -13033 -10013 -  Unusual Expense (Income) - 24046 28355 19558  Other Operating Expenses, Total -38629 -44730 -34126 2","Selling/General/Admin. Expenses, Total 434674 430992 429797 468155  Research & Development - 9503 10209 10128  Depreciation / Amortization 113464 100328 78403 10808  Interest Expense (Income) - Net Operating -18836 -13033 -10013 -  Unusual Expense (Income) - 24046 28355 19558  Other Operating Expenses, Total -38629 -44730 -34126 2","Selling/General/Admin. Expenses, Total 434674 430992 429797 468155  Research & Development - 9503 10209 10128  Depreciation / Amortization 113464 100328 78403 10808  Interest Expense (Income) - Net Operating -18836 -13033 -10013 -  Unusual Expense (Income) - 24046 28355 19558  Other Operating Expenses, Total -38629 -44730 -34126 2","Selling/General/Admin. Expenses, Total 434674 430992 429797 468155  Research & Development - 9503 10209 10128  Depreciation / Amortization 113464 100328 78403 10808  Interest Expense (Income) - Net Operating -18836 -13033 -10013 -  Unusual Expense (Income) - 24046 28355 19558  Other Operating Expenses, Total -38629 -44730 -34126 2"
"Selling/General/Admin. Expenses, Total",434674,430992,429797,468155
Research & Development,-,9503,10209,10128
Depreciation / Amortization,113464,100328,78403,10808
Interest Expense (Income) - Net Operating,-18836,-13033,-10013,-
Unusual Expense (Income),-,24046,28355,19558
"Other Operating Expenses, Total",-38629,-44730,-34126,2
Operating Income,464522,381623,352613,361556
"Interest Income (Expense), Net Non-Operating",-,-12349,-13166,-7917
Gain (Loss) on Sale of Assets,4826,5621,1508,1121
"Other, Net",19201,22703,39896,-5077
Net Income Before Taxes,440495,353299,311209,349683
Provision for Income Taxes,124819,124341,109873,112327
Net Income After Taxes,315676,228958,201336,237356
Minority Interest,104701,91227,58216,-3753
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,225272,195076,233603
Total Extraordinary Items,-,-,-,-
Net Income,308399,225272,195076,233603
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,308399,225272,195076,233603
Dilution Adjustment,-,-,-,-
Diluted Net Income,308399,225272,195076,233603
Diluted Weighted Average Shares,657.4,655.2,656.43,664.11
Diluted EPS Excluding Extraordinary Items,-,343.82,297.18,351.76
DPS - Common Stock Primary Issue,-,116,116,115
Diluted Normalized EPS,422.46,353.28,312.12,370.6
