Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,30158,33143,39071,41172
"Revenue 30158 33143 39071 41172  Other Revenue, Total - - - -","Revenue 30158 33143 39071 41172  Other Revenue, Total - - - -","Revenue 30158 33143 39071 41172  Other Revenue, Total - - - -","Revenue 30158 33143 39071 41172  Other Revenue, Total - - - -","Revenue 30158 33143 39071 41172  Other Revenue, Total - - - -"
Revenue,30158,33143,39071,41172
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",23343,25805,30828,33333
Gross Profit,6815,7338,8243,7839
Total Operating Expenses,29986,32719,38009,40672
"Selling/General/Admin. Expenses, Total 5931 6095 6382 6550  Research & Development 712 819 792 731  Depreciation / Amortization 1257 1413 - -  Interest Expense (Income) - Net Operating -58 -67 - -  Unusual Expense (Income) - 5 6 57  Other Operating Expenses, Total -1199 -1346 1 1","Selling/General/Admin. Expenses, Total 5931 6095 6382 6550  Research & Development 712 819 792 731  Depreciation / Amortization 1257 1413 - -  Interest Expense (Income) - Net Operating -58 -67 - -  Unusual Expense (Income) - 5 6 57  Other Operating Expenses, Total -1199 -1346 1 1","Selling/General/Admin. Expenses, Total 5931 6095 6382 6550  Research & Development 712 819 792 731  Depreciation / Amortization 1257 1413 - -  Interest Expense (Income) - Net Operating -58 -67 - -  Unusual Expense (Income) - 5 6 57  Other Operating Expenses, Total -1199 -1346 1 1","Selling/General/Admin. Expenses, Total 5931 6095 6382 6550  Research & Development 712 819 792 731  Depreciation / Amortization 1257 1413 - -  Interest Expense (Income) - Net Operating -58 -67 - -  Unusual Expense (Income) - 5 6 57  Other Operating Expenses, Total -1199 -1346 1 1","Selling/General/Admin. Expenses, Total 5931 6095 6382 6550  Research & Development 712 819 792 731  Depreciation / Amortization 1257 1413 - -  Interest Expense (Income) - Net Operating -58 -67 - -  Unusual Expense (Income) - 5 6 57  Other Operating Expenses, Total -1199 -1346 1 1"
"Selling/General/Admin. Expenses, Total",5931,6095,6382,6550
Research & Development,712,819,792,731
Depreciation / Amortization,1257,1413,-,-
Interest Expense (Income) - Net Operating,-58,-67,-,-
Unusual Expense (Income),-,5,6,57
"Other Operating Expenses, Total",-1199,-1346,1,1
Operating Income,172,424,1062,500
"Interest Income (Expense), Net Non-Operating",-,671,503,832
Gain (Loss) on Sale of Assets,162,402,-,-
"Other, Net",1239,-1141,88,-86
Net Income Before Taxes,-1229,1163,1653,1246
Provision for Income Taxes,-299,186,571,556
Net Income After Taxes,-930,977,1082,690
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-930,977,1082,690
Total Extraordinary Items,-,-,-,-
Net Income,-930,977,1082,690
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,-930,977,1081,690
Dilution Adjustment,-,-,-,-
Diluted Net Income,-930,977,1081,690
Diluted Weighted Average Shares,8.94,8.94,8.94,9.17
Diluted EPS Excluding Extraordinary Items,-104.03,109.27,120.9,75.22
DPS - Common Stock Primary Issue,30,30,30,30
Diluted Normalized EPS,53.9,53.2,121.34,78.66
