Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,70722,75256,83814,65764.57
"Revenue 70722 75256 83814 65764.57  Other Revenue, Total - - - -","Revenue 70722 75256 83814 65764.57  Other Revenue, Total - - - -","Revenue 70722 75256 83814 65764.57  Other Revenue, Total - - - -","Revenue 70722 75256 83814 65764.57  Other Revenue, Total - - - -","Revenue 70722 75256 83814 65764.57  Other Revenue, Total - - - -"
Revenue,70722,75256,83814,65764.57
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",58672,61642,70504,49068.64
Gross Profit,12050,13614,13310,16695.93
Total Operating Expenses,64692,68226,78789,65303.88
"Selling/General/Admin. Expenses, Total 6020 4047 4831 7427.03  Research & Development - 2537 3058 6581.29  Depreciation / Amortization 1085 997 2245 1715.15  Interest Expense (Income) - Net Operating -7 -23 -209 -  Unusual Expense (Income) - 748.17 3508.06 511.77  Other Operating Expenses, Total -1078 -974 -1640 -","Selling/General/Admin. Expenses, Total 6020 4047 4831 7427.03  Research & Development - 2537 3058 6581.29  Depreciation / Amortization 1085 997 2245 1715.15  Interest Expense (Income) - Net Operating -7 -23 -209 -  Unusual Expense (Income) - 748.17 3508.06 511.77  Other Operating Expenses, Total -1078 -974 -1640 -","Selling/General/Admin. Expenses, Total 6020 4047 4831 7427.03  Research & Development - 2537 3058 6581.29  Depreciation / Amortization 1085 997 2245 1715.15  Interest Expense (Income) - Net Operating -7 -23 -209 -  Unusual Expense (Income) - 748.17 3508.06 511.77  Other Operating Expenses, Total -1078 -974 -1640 -","Selling/General/Admin. Expenses, Total 6020 4047 4831 7427.03  Research & Development - 2537 3058 6581.29  Depreciation / Amortization 1085 997 2245 1715.15  Interest Expense (Income) - Net Operating -7 -23 -209 -  Unusual Expense (Income) - 748.17 3508.06 511.77  Other Operating Expenses, Total -1078 -974 -1640 -","Selling/General/Admin. Expenses, Total 6020 4047 4831 7427.03  Research & Development - 2537 3058 6581.29  Depreciation / Amortization 1085 997 2245 1715.15  Interest Expense (Income) - Net Operating -7 -23 -209 -  Unusual Expense (Income) - 748.17 3508.06 511.77  Other Operating Expenses, Total -1078 -974 -1640 -"
"Selling/General/Admin. Expenses, Total",6020,4047,4831,7427.03
Research & Development,-,2537,3058,6581.29
Depreciation / Amortization,1085,997,2245,1715.15
Interest Expense (Income) - Net Operating,-7,-23,-209,-
Unusual Expense (Income),-,748.17,3508.06,511.77
"Other Operating Expenses, Total",-1078,-974,-1640,-
Operating Income,6030,7030,5025,460.69
"Interest Income (Expense), Net Non-Operating",-,898.2,-1045.64,-397.3
Gain (Loss) on Sale of Assets,3828,29399,26479,-2132.36
"Other, Net",-8069,-58729,-48288,103.78
Net Income Before Taxes,10271,36360,26834,-1965.19
Provision for Income Taxes,3185,8816,6166,-140.98
Net Income After Taxes,7086,27544,20668,-1824.21
Minority Interest,-,-,252.18,32.09
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7086,27544,20920,-1792.12
Total Extraordinary Items,-,-,-,-
Net Income,7086,27544,20920,-1792.12
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,7086,27544,20920,-1792.12
Dilution Adjustment,-,-,-,-
Diluted Net Income,7086,27544,20920,-1792.12
Diluted Weighted Average Shares,19.18,20.42,21.76,21.76
Diluted EPS Excluding Extraordinary Items,-,1348.99,961.27,-82.35
DPS - Common Stock Primary Issue,50,40,35,17
Diluted Normalized EPS,-,240.47,123.95,75.44
