Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,2511108,2236076,2027762,2089048
"Revenue 2511108 2236076 2027762 2089048  Other Revenue, Total - - - -","Revenue 2511108 2236076 2027762 2089048  Other Revenue, Total - - - -","Revenue 2511108 2236076 2027762 2089048  Other Revenue, Total - - - -","Revenue 2511108 2236076 2027762 2089048  Other Revenue, Total - - - -","Revenue 2511108 2236076 2027762 2089048  Other Revenue, Total - - - -"
Revenue,2511108,2236076,2027762,2089048
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1589272,1383195,1283150,1297302
Gross Profit,921836,852881,744612,791746
Total Operating Expenses,2285109,2041818,1895335,1890532
"Selling/General/Admin. Expenses, Total 608571 567302 515954 523287  Research & Development 15094 14234 - 12828  Depreciation / Amortization 140419 134815 60835 55487  Interest Expense (Income) - Net Operating -12306 -12700 - -  Unusual Expense (Income) - -16226 9720 6605  Other Operating Expenses, Total -55941 -45028 25676 7851","Selling/General/Admin. Expenses, Total 608571 567302 515954 523287  Research & Development 15094 14234 - 12828  Depreciation / Amortization 140419 134815 60835 55487  Interest Expense (Income) - Net Operating -12306 -12700 - -  Unusual Expense (Income) - -16226 9720 6605  Other Operating Expenses, Total -55941 -45028 25676 7851","Selling/General/Admin. Expenses, Total 608571 567302 515954 523287  Research & Development 15094 14234 - 12828  Depreciation / Amortization 140419 134815 60835 55487  Interest Expense (Income) - Net Operating -12306 -12700 - -  Unusual Expense (Income) - -16226 9720 6605  Other Operating Expenses, Total -55941 -45028 25676 7851","Selling/General/Admin. Expenses, Total 608571 567302 515954 523287  Research & Development 15094 14234 - 12828  Depreciation / Amortization 140419 134815 60835 55487  Interest Expense (Income) - Net Operating -12306 -12700 - -  Unusual Expense (Income) - -16226 9720 6605  Other Operating Expenses, Total -55941 -45028 25676 7851","Selling/General/Admin. Expenses, Total 608571 567302 515954 523287  Research & Development 15094 14234 - 12828  Depreciation / Amortization 140419 134815 60835 55487  Interest Expense (Income) - Net Operating -12306 -12700 - -  Unusual Expense (Income) - -16226 9720 6605  Other Operating Expenses, Total -55941 -45028 25676 7851"
"Selling/General/Admin. Expenses, Total",608571,567302,515954,523287
Research & Development,15094,14234,-,12828
Depreciation / Amortization,140419,134815,60835,55487
Interest Expense (Income) - Net Operating,-12306,-12700,-,-
Unusual Expense (Income),-,-16226,9720,6605
"Other Operating Expenses, Total",-55941,-45028,25676,7851
Operating Income,225999,194258,132427,198516
"Interest Income (Expense), Net Non-Operating",-,-7618,-7778,-1126
Gain (Loss) on Sale of Assets,9540,31084,-,-
"Other, Net",10467,-36651,750,1
Net Income Before Taxes,205992,199825,125399,197391
Provision for Income Taxes,54275,46003,32815,56100
Net Income After Taxes,151717,153822,92584,141291
Minority Interest,2210,2043,241,916
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,151555,153500,92825,142207
Total Extraordinary Items,-,-,-,-
Net Income,151555,153500,92825,142207
Total Adjustments to Net Income,-,-,1,-
Income Available to Common Excluding Extraordinary Items,151555,153500,92826,142207
Dilution Adjustment,-,1.35,-,-
Diluted Net Income,151555,153498.65,92826,142207
Diluted Weighted Average Shares,506.77,506.78,472.42,458.11
Diluted EPS Excluding Extraordinary Items,299.06,302.89,196.49,310.42
DPS - Common Stock Primary Issue,113,109,106,100
Diluted Normalized EPS,266.4,227.47,211.68,320.74
