Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,6640,6331,7205,5824.65
"Revenue 6640 6331 7205 5824.65  Other Revenue, Total - - - -","Revenue 6640 6331 7205 5824.65  Other Revenue, Total - - - -","Revenue 6640 6331 7205 5824.65  Other Revenue, Total - - - -","Revenue 6640 6331 7205 5824.65  Other Revenue, Total - - - -","Revenue 6640 6331 7205 5824.65  Other Revenue, Total - - - -"
Revenue,6640,6331,7205,5824.65
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2606,2341,2759,1916.41
Gross Profit,4034,3990,4446,3908.24
Total Operating Expenses,6044,5154,5781,4698.14
"Selling/General/Admin. Expenses, Total 3438 2442 2710 2514.88  Research & Development - 371 312 268.33  Depreciation / Amortization 19 20 19 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 15.71 -  Other Operating Expenses, Total -19 -20 -19 -1.49","Selling/General/Admin. Expenses, Total 3438 2442 2710 2514.88  Research & Development - 371 312 268.33  Depreciation / Amortization 19 20 19 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 15.71 -  Other Operating Expenses, Total -19 -20 -19 -1.49","Selling/General/Admin. Expenses, Total 3438 2442 2710 2514.88  Research & Development - 371 312 268.33  Depreciation / Amortization 19 20 19 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 15.71 -  Other Operating Expenses, Total -19 -20 -19 -1.49","Selling/General/Admin. Expenses, Total 3438 2442 2710 2514.88  Research & Development - 371 312 268.33  Depreciation / Amortization 19 20 19 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 15.71 -  Other Operating Expenses, Total -19 -20 -19 -1.49","Selling/General/Admin. Expenses, Total 3438 2442 2710 2514.88  Research & Development - 371 312 268.33  Depreciation / Amortization 19 20 19 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 15.71 -  Other Operating Expenses, Total -19 -20 -19 -1.49"
"Selling/General/Admin. Expenses, Total",3438,2442,2710,2514.88
Research & Development,-,371,312,268.33
Depreciation / Amortization,19,20,19,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,15.71,-
"Other Operating Expenses, Total",-19,-20,-19,-1.49
Operating Income,596,1177,1424,1126.51
"Interest Income (Expense), Net Non-Operating",-,154.02,102.54,3.16
Gain (Loss) on Sale of Assets,207,18,-15,-
"Other, Net",-542,-177,-84,2.44
Net Income Before Taxes,931,1336,1523,1132.11
Provision for Income Taxes,314,428,457,295.18
Net Income After Taxes,617,908,1066,836.93
Minority Interest,70,63,45,-57.98
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,610,890,1021,778.96
Total Extraordinary Items,-,-,-,-
Net Income,610,890,1021,778.96
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,610,890,1021,778.95
Dilution Adjustment,-,-,-,-
Diluted Net Income,610,890,1021,778.95
Diluted Weighted Average Shares,9.61,9.6,9.6,9.6
Diluted EPS Excluding Extraordinary Items,63.5,92.73,106.38,81.16
DPS - Common Stock Primary Issue,-,32,30,30
Diluted Normalized EPS,46.37,83.95,95.47,81.16
