Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,13740,15010,21238,20285
"Revenue 13739 15010 21238 20285  Other Revenue, Total 1 - - -","Revenue 13739 15010 21238 20285  Other Revenue, Total 1 - - -","Revenue 13739 15010 21238 20285  Other Revenue, Total 1 - - -","Revenue 13739 15010 21238 20285  Other Revenue, Total 1 - - -","Revenue 13739 15010 21238 20285  Other Revenue, Total 1 - - -"
Revenue,13739,15010,21238,20285
"Other Revenue, Total",1,-,-,-
"Cost of Revenue, Total",12004,12760,18826,18230
Gross Profit,1736,2250,2412,2055
Total Operating Expenses,12847,13652,19843,18927
"Selling/General/Admin. Expenses, Total 834 885 1011 1033  Research & Development - 245 246 -  Depreciation / Amortization 539 579 639 6  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 10 44 -343  Other Operating Expenses, Total -764 -817 -879 1","Selling/General/Admin. Expenses, Total 834 885 1011 1033  Research & Development - 245 246 -  Depreciation / Amortization 539 579 639 6  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 10 44 -343  Other Operating Expenses, Total -764 -817 -879 1","Selling/General/Admin. Expenses, Total 834 885 1011 1033  Research & Development - 245 246 -  Depreciation / Amortization 539 579 639 6  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 10 44 -343  Other Operating Expenses, Total -764 -817 -879 1","Selling/General/Admin. Expenses, Total 834 885 1011 1033  Research & Development - 245 246 -  Depreciation / Amortization 539 579 639 6  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 10 44 -343  Other Operating Expenses, Total -764 -817 -879 1","Selling/General/Admin. Expenses, Total 834 885 1011 1033  Research & Development - 245 246 -  Depreciation / Amortization 539 579 639 6  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 10 44 -343  Other Operating Expenses, Total -764 -817 -879 1"
"Selling/General/Admin. Expenses, Total",834,885,1011,1033
Research & Development,-,245,246,-
Depreciation / Amortization,539,579,639,6
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,10,44,-343
"Other Operating Expenses, Total",-764,-817,-879,1
Operating Income,893,1358,1395,1358
"Interest Income (Expense), Net Non-Operating",-,72,71,76
Gain (Loss) on Sale of Assets,-2,-2,-33,-64
"Other, Net",-106,-89,3,28
Net Income Before Taxes,1001,1449,1425,1398
Provision for Income Taxes,318,441,435,422
Net Income After Taxes,683,1008,990,976
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,683,1008,990,976
Total Extraordinary Items,-,-,-,-
Net Income,683,1008,990,976
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,683,1008,990,976
Dilution Adjustment,-,-,-,-
Diluted Net Income,683,1008,990,976
Diluted Weighted Average Shares,6.95,6.95,6.95,6.95
Diluted EPS Excluding Extraordinary Items,98.3,145.07,142.48,140.46
DPS - Common Stock Primary Issue,-,40,40,40
Diluted Normalized EPS,90.76,131.33,134.11,112.43
