Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,557410,433831,364779,414727
"Revenue 557410 433831 364779 414727  Other Revenue, Total - - - -","Revenue 557410 433831 364779 414727  Other Revenue, Total - - - -","Revenue 557410 433831 364779 414727  Other Revenue, Total - - - -","Revenue 557410 433831 364779 414727  Other Revenue, Total - - - -","Revenue 557410 433831 364779 414727  Other Revenue, Total - - - -"
Revenue,557410,433831,364779,414727
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",485166,367519,298915,334411
Gross Profit,72244,66312,65864,80316
Total Operating Expenses,546469,418822,347822,392799
"Selling/General/Admin. Expenses, Total 61303 40080 37268 45430  Research & Development - 5280 4994 5231  Depreciation / Amortization 17671 15285 5690 6056  Interest Expense (Income) - Net Operating -2563 -977 - -  Unusual Expense (Income) - -570 954 1670  Other Operating Expenses, Total -15108 -8365 1 1","Selling/General/Admin. Expenses, Total 61303 40080 37268 45430  Research & Development - 5280 4994 5231  Depreciation / Amortization 17671 15285 5690 6056  Interest Expense (Income) - Net Operating -2563 -977 - -  Unusual Expense (Income) - -570 954 1670  Other Operating Expenses, Total -15108 -8365 1 1","Selling/General/Admin. Expenses, Total 61303 40080 37268 45430  Research & Development - 5280 4994 5231  Depreciation / Amortization 17671 15285 5690 6056  Interest Expense (Income) - Net Operating -2563 -977 - -  Unusual Expense (Income) - -570 954 1670  Other Operating Expenses, Total -15108 -8365 1 1","Selling/General/Admin. Expenses, Total 61303 40080 37268 45430  Research & Development - 5280 4994 5231  Depreciation / Amortization 17671 15285 5690 6056  Interest Expense (Income) - Net Operating -2563 -977 - -  Unusual Expense (Income) - -570 954 1670  Other Operating Expenses, Total -15108 -8365 1 1","Selling/General/Admin. Expenses, Total 61303 40080 37268 45430  Research & Development - 5280 4994 5231  Depreciation / Amortization 17671 15285 5690 6056  Interest Expense (Income) - Net Operating -2563 -977 - -  Unusual Expense (Income) - -570 954 1670  Other Operating Expenses, Total -15108 -8365 1 1"
"Selling/General/Admin. Expenses, Total",61303,40080,37268,45430
Research & Development,-,5280,4994,5231
Depreciation / Amortization,17671,15285,5690,6056
Interest Expense (Income) - Net Operating,-2563,-977,-,-
Unusual Expense (Income),-,-570,954,1670
"Other Operating Expenses, Total",-15108,-8365,1,1
Operating Income,10941,15009,16957,21928
"Interest Income (Expense), Net Non-Operating",-,-17,175,857
Gain (Loss) on Sale of Assets,527,2003,142,604
"Other, Net",513,-3282,-254,-110
Net Income Before Taxes,9901,16288,17020,23279
Provision for Income Taxes,3750,4636,5794,6364
Net Income After Taxes,6151,11652,11226,16915
Minority Interest,8163,3117,-211,-539
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,6126,11504,11015,16376
Total Extraordinary Items,-,-,-,-
Net Income,6126,11504,11015,16376
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,6126,11504,11014,16375
Dilution Adjustment,-,-,-,-
Diluted Net Income,6126,11504,11014,16375
Diluted Weighted Average Shares,85.96,85.96,85.96,85.96
Diluted EPS Excluding Extraordinary Items,71.26,133.83,128.13,190.5
DPS - Common Stock Primary Issue,52,52,52,56
Diluted Normalized EPS,70.15,101.97,158.46,227.42
