Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,365687,312658,250448,320112
"Revenue 365687 312658 250448 320112  Other Revenue, Total - - - -","Revenue 365687 312658 250448 320112  Other Revenue, Total - - - -","Revenue 365687 312658 250448 320112  Other Revenue, Total - - - -","Revenue 365687 312658 250448 320112  Other Revenue, Total - - - -","Revenue 365687 312658 250448 320112  Other Revenue, Total - - - -"
Revenue,365687,312658,250448,320112
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",206332,179015,151246,186650
Gross Profit,159355,133643,99202,133462
Total Operating Expenses,315820,274120,222761,285757
"Selling/General/Admin. Expenses, Total 109790 94432 67164 84413  Research & Development - - 4823 6789  Depreciation / Amortization 17623 - 9560 8985  Interest Expense (Income) - Net Operating -3378 - - -  Unusual Expense (Income) - - -10865 378  Other Operating Expenses, Total -14547 673 833 -1458","Selling/General/Admin. Expenses, Total 109790 94432 67164 84413  Research & Development - - 4823 6789  Depreciation / Amortization 17623 - 9560 8985  Interest Expense (Income) - Net Operating -3378 - - -  Unusual Expense (Income) - - -10865 378  Other Operating Expenses, Total -14547 673 833 -1458","Selling/General/Admin. Expenses, Total 109790 94432 67164 84413  Research & Development - - 4823 6789  Depreciation / Amortization 17623 - 9560 8985  Interest Expense (Income) - Net Operating -3378 - - -  Unusual Expense (Income) - - -10865 378  Other Operating Expenses, Total -14547 673 833 -1458","Selling/General/Admin. Expenses, Total 109790 94432 67164 84413  Research & Development - - 4823 6789  Depreciation / Amortization 17623 - 9560 8985  Interest Expense (Income) - Net Operating -3378 - - -  Unusual Expense (Income) - - -10865 378  Other Operating Expenses, Total -14547 673 833 -1458","Selling/General/Admin. Expenses, Total 109790 94432 67164 84413  Research & Development - - 4823 6789  Depreciation / Amortization 17623 - 9560 8985  Interest Expense (Income) - Net Operating -3378 - - -  Unusual Expense (Income) - - -10865 378  Other Operating Expenses, Total -14547 673 833 -1458"
"Selling/General/Admin. Expenses, Total",109790,94432,67164,84413
Research & Development,-,-,4823,6789
Depreciation / Amortization,17623,-,9560,8985
Interest Expense (Income) - Net Operating,-3378,-,-,-
Unusual Expense (Income),-,-,-10865,378
"Other Operating Expenses, Total",-14547,673,833,-1458
Operating Income,49867,38538,27687,34355
"Interest Income (Expense), Net Non-Operating",-,1958,1388,-566
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",260,-,-257,-
Net Income Before Taxes,49607,40496,28818,33789
Provision for Income Taxes,15177,12497,10081,10147
Net Income After Taxes,34430,27999,18737,23642
Minority Interest,4393,-229,-173,-251
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,34158,27770,18564,23391
Total Extraordinary Items,-,-,-,-
Net Income,34158,27770,18564,23391
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,34158,27769,18564,23390
Dilution Adjustment,-,-,-,-
Diluted Net Income,34158,27769,18564,23390
Diluted Weighted Average Shares,347.66,347.66,347.66,354.91
Diluted EPS Excluding Extraordinary Items,98.25,79.87,53.4,65.9
DPS - Common Stock Primary Issue,-,38,30,48
Diluted Normalized EPS,88.4,79.87,33.08,66.65
