Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,14141,13699,13872.09,14432.95
"Revenue 14141 13699 13872.09 14432.95  Other Revenue, Total - - - -","Revenue 14141 13699 13872.09 14432.95  Other Revenue, Total - - - -","Revenue 14141 13699 13872.09 14432.95  Other Revenue, Total - - - -","Revenue 14141 13699 13872.09 14432.95  Other Revenue, Total - - - -","Revenue 14141 13699 13872.09 14432.95  Other Revenue, Total - - - -"
Revenue,14141,13699,13872.09,14432.95
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",4415,4283,4162.77,4110.17
Gross Profit,9726,9416,9709.32,10322.78
Total Operating Expenses,12761,12375,12287.82,12201.8
"Selling/General/Admin. Expenses, Total 8346 7976 7944.47 7967.04  Research & Development - 2 - 3.78  Depreciation / Amortization 121 119 162.55 112.73  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 277.74 18.02 8.08  Other Operating Expenses, Total 1 1 - -","Selling/General/Admin. Expenses, Total 8346 7976 7944.47 7967.04  Research & Development - 2 - 3.78  Depreciation / Amortization 121 119 162.55 112.73  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 277.74 18.02 8.08  Other Operating Expenses, Total 1 1 - -","Selling/General/Admin. Expenses, Total 8346 7976 7944.47 7967.04  Research & Development - 2 - 3.78  Depreciation / Amortization 121 119 162.55 112.73  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 277.74 18.02 8.08  Other Operating Expenses, Total 1 1 - -","Selling/General/Admin. Expenses, Total 8346 7976 7944.47 7967.04  Research & Development - 2 - 3.78  Depreciation / Amortization 121 119 162.55 112.73  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 277.74 18.02 8.08  Other Operating Expenses, Total 1 1 - -","Selling/General/Admin. Expenses, Total 8346 7976 7944.47 7967.04  Research & Development - 2 - 3.78  Depreciation / Amortization 121 119 162.55 112.73  Interest Expense (Income) - Net Operating -5 -6 - -  Unusual Expense (Income) - 277.74 18.02 8.08  Other Operating Expenses, Total 1 1 - -"
"Selling/General/Admin. Expenses, Total",8346,7976,7944.47,7967.04
Research & Development,-,2,-,3.78
Depreciation / Amortization,121,119,162.55,112.73
Interest Expense (Income) - Net Operating,-5,-6,-,-
Unusual Expense (Income),-,277.74,18.02,8.08
"Other Operating Expenses, Total",1,1,-,-
Operating Income,1380,1324,1584.27,2231.15
"Interest Income (Expense), Net Non-Operating",-,-4.93,-4.78,-4.36
Gain (Loss) on Sale of Assets,-,-,-,-0.69
"Other, Net",-10,251,110.16,154.76
Net Income Before Taxes,1390,1073,1689.65,2380.85
Provision for Income Taxes,515,494,626.36,800.38
Net Income After Taxes,875,579,1063.29,1580.47
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,875,579,1063.29,1580.47
Total Extraordinary Items,-,-,-,-
Net Income,875,579,1063.29,1580.47
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,875,579,1063.29,1580.47
Dilution Adjustment,-,-,-,-
Diluted Net Income,875,579,1063.29,1580.47
Diluted Weighted Average Shares,10.98,10.97,11.88,12.34
Diluted EPS Excluding Extraordinary Items,79.67,52.8,89.52,128.06
DPS - Common Stock Primary Issue,62,62,60,60
Diluted Normalized EPS,79.32,76.83,95.03,128.53
