Period Ending:,202330/04,202230/04,202130/04,202030/04
Total Revenue,42996.31,40943.19,36631,22975.76
"Revenue 42996.31 40943.19 36631 22975.76  Other Revenue, Total - - - -","Revenue 42996.31 40943.19 36631 22975.76  Other Revenue, Total - - - -","Revenue 42996.31 40943.19 36631 22975.76  Other Revenue, Total - - - -","Revenue 42996.31 40943.19 36631 22975.76  Other Revenue, Total - - - -","Revenue 42996.31 40943.19 36631 22975.76  Other Revenue, Total - - - -"
Revenue,42996.31,40943.19,36631,22975.76
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",16849.15,15847.53,13142,8164.95
Gross Profit,26147.16,25095.66,23489,14810.81
Total Operating Expenses,36861.48,34062.51,30514,20475.52
"Selling/General/Admin. Expenses, Total 18935.91 17476.48 16689 11710.78  Research & Development 845.18 515.71 410 261.87  Depreciation / Amortization 374.62 422.52 349 356.38  Interest Expense (Income) - Net Operating -23.81 -13.28 -14 -  Unusual Expense (Income) - 74.98 21.65 4.09  Other Operating Expenses, Total -119.56 -186.45 -62 -22.54","Selling/General/Admin. Expenses, Total 18935.91 17476.48 16689 11710.78  Research & Development 845.18 515.71 410 261.87  Depreciation / Amortization 374.62 422.52 349 356.38  Interest Expense (Income) - Net Operating -23.81 -13.28 -14 -  Unusual Expense (Income) - 74.98 21.65 4.09  Other Operating Expenses, Total -119.56 -186.45 -62 -22.54","Selling/General/Admin. Expenses, Total 18935.91 17476.48 16689 11710.78  Research & Development 845.18 515.71 410 261.87  Depreciation / Amortization 374.62 422.52 349 356.38  Interest Expense (Income) - Net Operating -23.81 -13.28 -14 -  Unusual Expense (Income) - 74.98 21.65 4.09  Other Operating Expenses, Total -119.56 -186.45 -62 -22.54","Selling/General/Admin. Expenses, Total 18935.91 17476.48 16689 11710.78  Research & Development 845.18 515.71 410 261.87  Depreciation / Amortization 374.62 422.52 349 356.38  Interest Expense (Income) - Net Operating -23.81 -13.28 -14 -  Unusual Expense (Income) - 74.98 21.65 4.09  Other Operating Expenses, Total -119.56 -186.45 -62 -22.54","Selling/General/Admin. Expenses, Total 18935.91 17476.48 16689 11710.78  Research & Development 845.18 515.71 410 261.87  Depreciation / Amortization 374.62 422.52 349 356.38  Interest Expense (Income) - Net Operating -23.81 -13.28 -14 -  Unusual Expense (Income) - 74.98 21.65 4.09  Other Operating Expenses, Total -119.56 -186.45 -62 -22.54"
"Selling/General/Admin. Expenses, Total",18935.91,17476.48,16689,11710.78
Research & Development,845.18,515.71,410,261.87
Depreciation / Amortization,374.62,422.52,349,356.38
Interest Expense (Income) - Net Operating,-23.81,-13.28,-14,-
Unusual Expense (Income),-,74.98,21.65,4.09
"Other Operating Expenses, Total",-119.56,-186.45,-62,-22.54
Operating Income,6134.82,6880.68,6117,2500.24
"Interest Income (Expense), Net Non-Operating",-,1178.75,-34.2,-198.64
Gain (Loss) on Sale of Assets,-,30.7,-,0.28
"Other, Net",297.82,-1169.22,521,5.07
Net Income Before Taxes,5837,8019.2,5596,2306.94
Provision for Income Taxes,1923.86,2432.33,1869,984.36
Net Income After Taxes,3913.14,5586.87,3727,1322.59
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3913.14,5586.87,3727,1322.59
Total Extraordinary Items,-,-,-,-
Net Income,3913.14,5586.87,3727,1322.59
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,3913.14,5586.87,3727,1322.59
Dilution Adjustment,-,-,-,-
Diluted Net Income,3913.14,5586.87,3727,1322.59
Diluted Weighted Average Shares,55.02,55.02,55.02,55.89
Diluted EPS Excluding Extraordinary Items,71.12,101.54,67.74,23.66
DPS - Common Stock Primary Issue,8.5,4,3.6,3.6
Diluted Normalized EPS,67.22,91.6,69.33,26.77
