Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,33557,29159,32424,35654
"Revenue 33557 29159 32424 35654  Other Revenue, Total - - - -","Revenue 33557 29159 32424 35654  Other Revenue, Total - - - -","Revenue 33557 29159 32424 35654  Other Revenue, Total - - - -","Revenue 33557 29159 32424 35654  Other Revenue, Total - - - -","Revenue 33557 29159 32424 35654  Other Revenue, Total - - - -"
Revenue,33557,29159,32424,35654
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",28183,24359,26615,28661
Gross Profit,5374,4800,5809,6993
Total Operating Expenses,32875,28741,31201,33113
"Selling/General/Admin. Expenses, Total 4692 4382 4586 4450  Research & Development - 8 - -  Depreciation / Amortization 190 109 106 -  Interest Expense (Income) - Net Operating -7 -7 -7 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -183 -110 -99 2","Selling/General/Admin. Expenses, Total 4692 4382 4586 4450  Research & Development - 8 - -  Depreciation / Amortization 190 109 106 -  Interest Expense (Income) - Net Operating -7 -7 -7 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -183 -110 -99 2","Selling/General/Admin. Expenses, Total 4692 4382 4586 4450  Research & Development - 8 - -  Depreciation / Amortization 190 109 106 -  Interest Expense (Income) - Net Operating -7 -7 -7 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -183 -110 -99 2","Selling/General/Admin. Expenses, Total 4692 4382 4586 4450  Research & Development - 8 - -  Depreciation / Amortization 190 109 106 -  Interest Expense (Income) - Net Operating -7 -7 -7 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -183 -110 -99 2","Selling/General/Admin. Expenses, Total 4692 4382 4586 4450  Research & Development - 8 - -  Depreciation / Amortization 190 109 106 -  Interest Expense (Income) - Net Operating -7 -7 -7 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -183 -110 -99 2"
"Selling/General/Admin. Expenses, Total",4692,4382,4586,4450
Research & Development,-,8,-,-
Depreciation / Amortization,190,109,106,-
Interest Expense (Income) - Net Operating,-7,-7,-7,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-183,-110,-99,2
Operating Income,682,418,1223,2541
"Interest Income (Expense), Net Non-Operating",-,61,71,48
Gain (Loss) on Sale of Assets,-,-,20,-
"Other, Net",-173,-115,-106,11
Net Income Before Taxes,855,533,1309,2600
Provision for Income Taxes,286,218,418,849
Net Income After Taxes,569,315,891,1751
Minority Interest,96,85,80,-13
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,556,310,885,1738
Total Extraordinary Items,-,-,-,-
Net Income,556,310,885,1738
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,556,310,885,1737
Dilution Adjustment,-,-,-,-
Diluted Net Income,556,310,885,1737
Diluted Weighted Average Shares,1.77,1.77,1.77,1.77
Diluted EPS Excluding Extraordinary Items,313.75,174.94,499.15,979.7
DPS - Common Stock Primary Issue,-,220,220,220
Diluted Normalized EPS,294.21,185.17,451,979.7
