Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,30277,35890,27254,26129
"Revenue 30277 35890 27254 26129  Other Revenue, Total - - - -","Revenue 30277 35890 27254 26129  Other Revenue, Total - - - -","Revenue 30277 35890 27254 26129  Other Revenue, Total - - - -","Revenue 30277 35890 27254 26129  Other Revenue, Total - - - -","Revenue 30277 35890 27254 26129  Other Revenue, Total - - - -"
Revenue,30277,35890,27254,26129
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",16868,19313,14914,14489
Gross Profit,13409,16577,12340,11640
Total Operating Expenses,24720,27104,22369,21821
"Selling/General/Admin. Expenses, Total 7852 7841 6672 7335  Research & Development 495 - 817 -  Depreciation / Amortization 1654 - - -  Interest Expense (Income) - Net Operating -38 - - -  Unusual Expense (Income) - -51 -35 -4  Other Operating Expenses, Total -2111 1 1 1","Selling/General/Admin. Expenses, Total 7852 7841 6672 7335  Research & Development 495 - 817 -  Depreciation / Amortization 1654 - - -  Interest Expense (Income) - Net Operating -38 - - -  Unusual Expense (Income) - -51 -35 -4  Other Operating Expenses, Total -2111 1 1 1","Selling/General/Admin. Expenses, Total 7852 7841 6672 7335  Research & Development 495 - 817 -  Depreciation / Amortization 1654 - - -  Interest Expense (Income) - Net Operating -38 - - -  Unusual Expense (Income) - -51 -35 -4  Other Operating Expenses, Total -2111 1 1 1","Selling/General/Admin. Expenses, Total 7852 7841 6672 7335  Research & Development 495 - 817 -  Depreciation / Amortization 1654 - - -  Interest Expense (Income) - Net Operating -38 - - -  Unusual Expense (Income) - -51 -35 -4  Other Operating Expenses, Total -2111 1 1 1","Selling/General/Admin. Expenses, Total 7852 7841 6672 7335  Research & Development 495 - 817 -  Depreciation / Amortization 1654 - - -  Interest Expense (Income) - Net Operating -38 - - -  Unusual Expense (Income) - -51 -35 -4  Other Operating Expenses, Total -2111 1 1 1"
"Selling/General/Admin. Expenses, Total",7852,7841,6672,7335
Research & Development,495,-,817,-
Depreciation / Amortization,1654,-,-,-
Interest Expense (Income) - Net Operating,-38,-,-,-
Unusual Expense (Income),-,-51,-35,-4
"Other Operating Expenses, Total",-2111,1,1,1
Operating Income,5557,8786,4885,4308
"Interest Income (Expense), Net Non-Operating",-,690,-92,-147
Gain (Loss) on Sale of Assets,-,-,23,10
"Other, Net",-3368,100,188,148
Net Income Before Taxes,8925,9576,5004,4319
Provision for Income Taxes,2791,2888,758,1155
Net Income After Taxes,6134,6688,4246,3164
Minority Interest,37,-8,-6,-10
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,6130,6680,4240,3154
Total Extraordinary Items,-,-,-,-
Net Income,6130,6680,4240,3154
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,6130,6680,4239,3154
Dilution Adjustment,-,-,-,-
Diluted Net Income,6130,6680,4239,3154
Diluted Weighted Average Shares,14.99,14.99,14.99,15
Diluted EPS Excluding Extraordinary Items,408.9,445.58,282.76,210.33
DPS - Common Stock Primary Issue,100,100,60,60
Diluted Normalized EPS,371.82,443.21,279.47,209.64
