Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,30903,31810,29944,30118
"Revenue 30903 31810 29944 30118  Other Revenue, Total - - - -","Revenue 30903 31810 29944 30118  Other Revenue, Total - - - -","Revenue 30903 31810 29944 30118  Other Revenue, Total - - - -","Revenue 30903 31810 29944 30118  Other Revenue, Total - - - -","Revenue 30903 31810 29944 30118  Other Revenue, Total - - - -"
Revenue,30903,31810,29944,30118
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",21953,22950,22642,23523
Gross Profit,8950,8860,7302,6595
Total Operating Expenses,27864,28588,28375,28836
"Selling/General/Admin. Expenses, Total 5415 5165 5025 4894  Research & Development 496 473 499 380  Depreciation / Amortization 548 541 - -  Interest Expense (Income) - Net Operating -18 -19 - -  Unusual Expense (Income) - 39 209 39  Other Operating Expenses, Total -530 -522 - -","Selling/General/Admin. Expenses, Total 5415 5165 5025 4894  Research & Development 496 473 499 380  Depreciation / Amortization 548 541 - -  Interest Expense (Income) - Net Operating -18 -19 - -  Unusual Expense (Income) - 39 209 39  Other Operating Expenses, Total -530 -522 - -","Selling/General/Admin. Expenses, Total 5415 5165 5025 4894  Research & Development 496 473 499 380  Depreciation / Amortization 548 541 - -  Interest Expense (Income) - Net Operating -18 -19 - -  Unusual Expense (Income) - 39 209 39  Other Operating Expenses, Total -530 -522 - -","Selling/General/Admin. Expenses, Total 5415 5165 5025 4894  Research & Development 496 473 499 380  Depreciation / Amortization 548 541 - -  Interest Expense (Income) - Net Operating -18 -19 - -  Unusual Expense (Income) - 39 209 39  Other Operating Expenses, Total -530 -522 - -","Selling/General/Admin. Expenses, Total 5415 5165 5025 4894  Research & Development 496 473 499 380  Depreciation / Amortization 548 541 - -  Interest Expense (Income) - Net Operating -18 -19 - -  Unusual Expense (Income) - 39 209 39  Other Operating Expenses, Total -530 -522 - -"
"Selling/General/Admin. Expenses, Total",5415,5165,5025,4894
Research & Development,496,473,499,380
Depreciation / Amortization,548,541,-,-
Interest Expense (Income) - Net Operating,-18,-19,-,-
Unusual Expense (Income),-,39,209,39
"Other Operating Expenses, Total",-530,-522,-,-
Operating Income,3039,3222,1569,1282
"Interest Income (Expense), Net Non-Operating",-,55,46,42
Gain (Loss) on Sale of Assets,4,-,-,4
"Other, Net",-59,-116,75,12
Net Income Before Taxes,3094,3338,1690,1340
Provision for Income Taxes,952,849,615,334
Net Income After Taxes,2142,2489,1075,1006
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2142,2489,1075,1006
Total Extraordinary Items,-,-,-,-
Net Income,2142,2489,1075,1006
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,2142,2489,1075,1005
Dilution Adjustment,-,-,-,-0
Diluted Net Income,2142,2489,1075,1005
Diluted Weighted Average Shares,18.22,18.7,18.96,19.75
Diluted EPS Excluding Extraordinary Items,117.53,133.1,56.69,50.88
DPS - Common Stock Primary Issue,24,20,14,12
Diluted Normalized EPS,108.47,112.87,63.7,52.21
