Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,500,1032.85,1927.91,1879.39
"Revenue 500 1032.85 1927.91 1879.39  Other Revenue, Total - - - -","Revenue 500 1032.85 1927.91 1879.39  Other Revenue, Total - - - -","Revenue 500 1032.85 1927.91 1879.39  Other Revenue, Total - - - -","Revenue 500 1032.85 1927.91 1879.39  Other Revenue, Total - - - -","Revenue 500 1032.85 1927.91 1879.39  Other Revenue, Total - - - -"
Revenue,500,1032.85,1927.91,1879.39
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",147,753.15,1381.43,1352
Gross Profit,353,279.69,546.48,527.39
Total Operating Expenses,540,1201.7,1975.42,1879.58
"Selling/General/Admin. Expenses, Total 393 442.23 557.39 527.05  Research & Development - - - -  Depreciation / Amortization 3 - - -  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - 6.32 36.59 0.54  Other Operating Expenses, Total 2 - - -","Selling/General/Admin. Expenses, Total 393 442.23 557.39 527.05  Research & Development - - - -  Depreciation / Amortization 3 - - -  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - 6.32 36.59 0.54  Other Operating Expenses, Total 2 - - -","Selling/General/Admin. Expenses, Total 393 442.23 557.39 527.05  Research & Development - - - -  Depreciation / Amortization 3 - - -  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - 6.32 36.59 0.54  Other Operating Expenses, Total 2 - - -","Selling/General/Admin. Expenses, Total 393 442.23 557.39 527.05  Research & Development - - - -  Depreciation / Amortization 3 - - -  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - 6.32 36.59 0.54  Other Operating Expenses, Total 2 - - -","Selling/General/Admin. Expenses, Total 393 442.23 557.39 527.05  Research & Development - - - -  Depreciation / Amortization 3 - - -  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - 6.32 36.59 0.54  Other Operating Expenses, Total 2 - - -"
"Selling/General/Admin. Expenses, Total",393,442.23,557.39,527.05
Research & Development,-,-,-,-
Depreciation / Amortization,3,-,-,-
Interest Expense (Income) - Net Operating,-5,-,-,-
Unusual Expense (Income),-,6.32,36.59,0.54
"Other Operating Expenses, Total",2,-,-,-
Operating Income,-40,-168.85,-47.5,-0.19
"Interest Income (Expense), Net Non-Operating",-,51.99,2.46,22.61
Gain (Loss) on Sale of Assets,11,-,1.71,-
"Other, Net",-64,9.69,0.75,2.87
Net Income Before Taxes,13,-107.18,-42.58,25.28
Provision for Income Taxes,9,3.78,5.49,2.76
Net Income After Taxes,4,-110.96,-48.08,22.52
Minority Interest,-,-0,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4,-110.96,-48.08,22.52
Total Extraordinary Items,-,-,-,-
Net Income,4,-110.96,-48.08,22.52
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,4,-110.96,-48.08,22.52
Dilution Adjustment,-,-,-,-
Diluted Net Income,4,-110.96,-48.08,22.52
Diluted Weighted Average Shares,7.5,7.5,7.5,7.5
Diluted EPS Excluding Extraordinary Items,0.533,-14.79,-6.41,3
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,0.25,-14.24,-3.39,3.07
