Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,272167,253575,249197,262519
"Revenue 272167 253575 249197 262519  Other Revenue, Total - - - -","Revenue 272167 253575 249197 262519  Other Revenue, Total - - - -","Revenue 272167 253575 249197 262519  Other Revenue, Total - - - -","Revenue 272167 253575 249197 262519  Other Revenue, Total - - - -","Revenue 272167 253575 249197 262519  Other Revenue, Total - - - -"
Revenue,272167,253575,249197,262519
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",241139,225558,223620,238274
Gross Profit,31028,28017,25577,24245
Total Operating Expenses,264060,247373,245067,260171
"Selling/General/Admin. Expenses, Total 22921 21624 20918 21326  Research & Development - - - -  Depreciation / Amortization 2264 - - -  Interest Expense (Income) - Net Operating -504 - - -  Unusual Expense (Income) - 190 527 570  Other Operating Expenses, Total -1760 1 2 1","Selling/General/Admin. Expenses, Total 22921 21624 20918 21326  Research & Development - - - -  Depreciation / Amortization 2264 - - -  Interest Expense (Income) - Net Operating -504 - - -  Unusual Expense (Income) - 190 527 570  Other Operating Expenses, Total -1760 1 2 1","Selling/General/Admin. Expenses, Total 22921 21624 20918 21326  Research & Development - - - -  Depreciation / Amortization 2264 - - -  Interest Expense (Income) - Net Operating -504 - - -  Unusual Expense (Income) - 190 527 570  Other Operating Expenses, Total -1760 1 2 1","Selling/General/Admin. Expenses, Total 22921 21624 20918 21326  Research & Development - - - -  Depreciation / Amortization 2264 - - -  Interest Expense (Income) - Net Operating -504 - - -  Unusual Expense (Income) - 190 527 570  Other Operating Expenses, Total -1760 1 2 1","Selling/General/Admin. Expenses, Total 22921 21624 20918 21326  Research & Development - - - -  Depreciation / Amortization 2264 - - -  Interest Expense (Income) - Net Operating -504 - - -  Unusual Expense (Income) - 190 527 570  Other Operating Expenses, Total -1760 1 2 1"
"Selling/General/Admin. Expenses, Total",22921,21624,20918,21326
Research & Development,-,-,-,-
Depreciation / Amortization,2264,-,-,-
Interest Expense (Income) - Net Operating,-504,-,-,-
Unusual Expense (Income),-,190,527,570
"Other Operating Expenses, Total",-1760,1,2,1
Operating Income,8107,6202,4130,2348
"Interest Income (Expense), Net Non-Operating",-,132,1260,9
Gain (Loss) on Sale of Assets,257,2,-8,-39
"Other, Net",-553,389,239,694
Net Income Before Taxes,8403,6725,5621,3012
Provision for Income Taxes,2664,2124,1952,1336
Net Income After Taxes,5739,4601,3669,1676
Minority Interest,-575,33,169,361
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5782,4634,3838,2037
Total Extraordinary Items,-,-,-,-
Net Income,5782,4634,3838,2037
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,5782,4634,3838,2037
Dilution Adjustment,-,-,-,-
Diluted Net Income,5782,4634,3838,2037
Diluted Weighted Average Shares,10.73,10.76,10.75,10.81
Diluted EPS Excluding Extraordinary Items,539.05,430.76,356.92,188.51
DPS - Common Stock Primary Issue,90,90,80,70
Diluted Normalized EPS,468.64,442.72,389.4,219.87
