Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,391,289,467.62,-
"Revenue 391 289 467.62 -  Other Revenue, Total - - - -","Revenue 391 289 467.62 -  Other Revenue, Total - - - -","Revenue 391 289 467.62 -  Other Revenue, Total - - - -","Revenue 391 289 467.62 -  Other Revenue, Total - - - -","Revenue 391 289 467.62 -  Other Revenue, Total - - - -"
Revenue,391,289,467.62,-
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",88,71,-,-
Gross Profit,303,218,467.62,-
Total Operating Expenses,817,647,639.22,371.74
"Selling/General/Admin. Expenses, Total 196 178 149.71 105.94  Research & Development 533 398 489.51 265.8  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 196 178 149.71 105.94  Research & Development 533 398 489.51 265.8  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 196 178 149.71 105.94  Research & Development 533 398 489.51 265.8  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 196 178 149.71 105.94  Research & Development 533 398 489.51 265.8  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total 196 178 149.71 105.94  Research & Development 533 398 489.51 265.8  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total - - - -"
"Selling/General/Admin. Expenses, Total",196,178,149.71,105.94
Research & Development,533,398,489.51,265.8
Depreciation / Amortization,-,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-,-,-,-
Operating Income,-426,-358,-171.6,-371.74
"Interest Income (Expense), Net Non-Operating",-,-1.03,-0.66,-
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-96,-58,55.92,70.11
Net Income Before Taxes,-330,-300,-116.34,-301.63
Provision for Income Taxes,1,1,1.49,0.42
Net Income After Taxes,-331,-301,-117.83,-302.05
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-331,-301,-117.83,-302.05
Total Extraordinary Items,-,-,-,-
Net Income,-331,-301,-117.83,-302.05
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-331,-301,-117.83,-302.05
Dilution Adjustment,-,-,-,-
Diluted Net Income,-331,-301,-117.83,-302.05
Diluted Weighted Average Shares,4.86,4.15,1.1,1.04
Diluted EPS Excluding Extraordinary Items,-68.16,-72.47,-106.7,-290.14
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-42.47,-45.14,-106.7,-290.14
