Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,115257,110782,115025,139970
"Revenue 115257 110782 115025 139970  Other Revenue, Total - - - -","Revenue 115257 110782 115025 139970  Other Revenue, Total - - - -","Revenue 115257 110782 115025 139970  Other Revenue, Total - - - -","Revenue 115257 110782 115025 139970  Other Revenue, Total - - - -","Revenue 115257 110782 115025 139970  Other Revenue, Total - - - -"
Revenue,115257,110782,115025,139970
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",102672,96985,101156,124895
Gross Profit,12585,13797,13869,15075
Total Operating Expenses,111557,108494,111968,135423
"Selling/General/Admin. Expenses, Total 8211 10321 10455 10300  Research & Development - - - -  Depreciation / Amortization 6413 6688 - -  Interest Expense (Income) - Net Operating -359 -593 - -  Unusual Expense (Income) - 953 355 227  Other Operating Expenses, Total -5380 -4907 2 1","Selling/General/Admin. Expenses, Total 8211 10321 10455 10300  Research & Development - - - -  Depreciation / Amortization 6413 6688 - -  Interest Expense (Income) - Net Operating -359 -593 - -  Unusual Expense (Income) - 953 355 227  Other Operating Expenses, Total -5380 -4907 2 1","Selling/General/Admin. Expenses, Total 8211 10321 10455 10300  Research & Development - - - -  Depreciation / Amortization 6413 6688 - -  Interest Expense (Income) - Net Operating -359 -593 - -  Unusual Expense (Income) - 953 355 227  Other Operating Expenses, Total -5380 -4907 2 1","Selling/General/Admin. Expenses, Total 8211 10321 10455 10300  Research & Development - - - -  Depreciation / Amortization 6413 6688 - -  Interest Expense (Income) - Net Operating -359 -593 - -  Unusual Expense (Income) - 953 355 227  Other Operating Expenses, Total -5380 -4907 2 1","Selling/General/Admin. Expenses, Total 8211 10321 10455 10300  Research & Development - - - -  Depreciation / Amortization 6413 6688 - -  Interest Expense (Income) - Net Operating -359 -593 - -  Unusual Expense (Income) - 953 355 227  Other Operating Expenses, Total -5380 -4907 2 1"
"Selling/General/Admin. Expenses, Total",8211,10321,10455,10300
Research & Development,-,-,-,-
Depreciation / Amortization,6413,6688,-,-
Interest Expense (Income) - Net Operating,-359,-593,-,-
Unusual Expense (Income),-,953,355,227
"Other Operating Expenses, Total",-5380,-4907,2,1
Operating Income,3700,2288,3057,4547
"Interest Income (Expense), Net Non-Operating",-,299,127,19
Gain (Loss) on Sale of Assets,-211,2646,-,1013
"Other, Net",-1088,-4932,517,379
Net Income Before Taxes,4999,4574,3701,5958
Provision for Income Taxes,1595,903,1278,1703
Net Income After Taxes,3404,3671,2423,4255
Minority Interest,1365,1167,-82,-869
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3317,3605,2341,3386
Total Extraordinary Items,-,-,-,-
Net Income,3317,3605,2341,3386
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,3317,3605,2340,3385
Dilution Adjustment,-,-,-,-
Diluted Net Income,3317,3605,2340,3385
Diluted Weighted Average Shares,58.88,58.81,58.72,58.61
Diluted EPS Excluding Extraordinary Items,56.34,61.3,39.85,57.75
DPS - Common Stock Primary Issue,23,23,23,23
Diluted Normalized EPS,58.31,29.49,52.32,57.58
